name,count,amount,state,year,quarter,source,category,country,date,avg_transaction_value,growth
chirang district,1227227,2669479936.0,Assam,2023,1,map,transaction,india,2023-Q1,2175.2128465230962,-0.634593351126864
cachar district,5638260,10760387455.0,Assam,2023,1,map,transaction,india,2023-Q1,1908.458896006924,3.5943089583263728
nalbari district,1785728,3606569741.0,Assam,2023,1,map,transaction,india,2023-Q1,2019.6635439439824,-0.6832838499820867
west karbi anglong district,258669,468615052.0,Assam,2023,1,map,transaction,india,2023-Q1,1811.6397867545008,-0.8551464724750915
dhemaji district,1628726,3039266504.0,Assam,2023,1,map,transaction,india,2023-Q1,1866.0391643529974,5.296564335115534
karimganj district,3129397,7345868143.0,Assam,2023,1,map,transaction,india,2023-Q1,2347.3749553028906,0.9213771991114528
bongaigaon district,3402608,7240422273.0,Assam,2023,1,map,transaction,india,2023-Q1,2127.903735311267,0.0873046788247065
dima hasao district,567000,1214015609.0,Assam,2023,1,map,transaction,india,2023-Q1,2141.121003527337,-0.8333631144110635
baksa district,2190401,4845776221.0,Assam,2023,1,map,transaction,india,2023-Q1,2212.278126699175,2.863141093474427
charaideo district,853791,1628619134.0,Assam,2023,1,map,transaction,india,2023-Q1,1907.5149937162607,-0.6102124679453671
darrang district,3615988,7158735706.0,Assam,2023,1,map,transaction,india,2023-Q1,1979.7454266994248,3.235214472862797
kamrup metropolitan district,22957420,32177527551.0,Assam,2023,1,map,transaction,india,2023-Q1,1401.6177580494673,5.348865095791247
hailakandi district,2046225,4019608832.0,Assam,2023,1,map,transaction,india,2023-Q1,1964.4021708267665,-0.9108686864638971
barpeta district,8607360,18729528128.0,Assam,2023,1,map,transaction,india,2023-Q1,2175.989865417503,3.2064582340651686
goalpara district,4337423,9833497403.0,Assam,2023,1,map,transaction,india,2023-Q1,2267.1289848834203,-0.4960797503531861
biswanath district,1384589,2345159408.0,Assam,2023,1,map,transaction,india,2023-Q1,1693.7585146205843,-0.6807807308625421
jorhat district,2559123,3630187754.0,Assam,2023,1,map,transaction,india,2023-Q1,1418.528048085223,0.8482907202065018
tinsukia district,3851912,6507525643.0,Assam,2023,2,map,transaction,india,2023-Q2,1689.4273916434229,0.5051687628926003
lakhimpur district,3057549,4876785629.0,Assam,2023,2,map,transaction,india,2023-Q2,1594.998356199688,-0.2062256354766152
kamrup district,6019583,10319507492.0,Assam,2023,2,map,transaction,india,2023-Q2,1714.3226519179152,0.9687609258265362
kokrajhar district,2949625,5758367366.0,Assam,2023,2,map,transaction,india,2023-Q2,1952.2371033605966,-0.5099951275694679
karbi anglong district,1815628,3451464394.0,Assam,2023,2,map,transaction,india,2023-Q2,1900.975526925119,-0.3844546340636522
sivasagar district,1832171,2802402072.0,Assam,2023,2,map,transaction,india,2023-Q2,1529.552684765778,0.009111447939776252
dibrugarh district,4515459,6339612450.0,Assam,2023,2,map,transaction,india,2023-Q2,1403.9796286490475,1.4645401548217936
south salmara mancachar district,1921183,4781401468.0,Assam,2023,2,map,transaction,india,2023-Q2,2488.779813271302,-0.574532068611408
nagaon district,8290774,15933295314.0,Assam,2023,2,map,transaction,india,2023-Q2,1921.8103537739662,3.3154525102501946
dhubri district,5998987,11652162342.0,Assam,2023,2,map,transaction,india,2023-Q2,1942.3549912676924,-0.27642618168098665
golaghat district,2685300,4365734962.0,Assam,2023,2,map,transaction,india,2023-Q2,1625.7904003277101,-0.5523744258822365
udalguri district,2017515,3369067037.0,Assam,2023,2,map,transaction,india,2023-Q2,1669.9092879111183,-0.24868171154061003
majuli district,298852,464620442.0,Assam,2023,2,map,transaction,india,2023-Q2,1554.6840643529238,-0.8518712376363993
sonitpur district,6079471,9155763527.0,Assam,2023,2,map,transaction,india,2023-Q2,1506.013192101747,19.342748249969883
hojai district,2650538,4575809166.0,Assam,2023,2,map,transaction,india,2023-Q2,1726.3699543262537,-0.5640183167252546
marigaon district,4122001,7831746623.0,Assam,2023,2,map,transaction,india,2023-Q2,1899.9865897655047,0.5551563493901992
chirang district,1562965,3117726249.0,Assam,2023,2,map,transaction,india,2023-Q2,1994.7511614143632,-0.6208237212945849
cachar district,6593914,11304410610.0,Assam,2023,2,map,transaction,india,2023-Q2,1714.3703436229225,3.2188494304095103
nalbari district,2194760,4095366006.0,Assam,2023,2,map,transaction,india,2023-Q2,1865.974414514571,-0.6671536814098576
west karbi anglong district,321867,543268673.0,Assam,2023,2,map,transaction,india,2023-Q2,1687.8669543631377,-0.853347518635295
dhemaji district,1933305,3385291207.0,Assam,2023,2,map,transaction,india,2023-Q2,1751.0383550448585,5.006533754625358
karimganj district,3708403,7737482765.0,Assam,2023,2,map,transaction,india,2023-Q2,2086.473008731791,0.918167593835427
bongaigaon district,4272392,8015507557.0,Assam,2023,2,map,transaction,india,2023-Q2,1876.1170690798035,0.15208406421847886
dima hasao district,723783,1412966285.0,Assam,2023,2,map,transaction,india,2023-Q2,1952.196010406434,-0.8305906854988961
baksa district,2577080,5238071690.0,Assam,2023,2,map,transaction,india,2023-Q2,2032.5607625684884,2.56056994983303
charaideo district,1046404,1748795643.0,Assam,2023,2,map,transaction,india,2023-Q2,1671.243270285664,-0.5939575022894128
darrang district,4517036,7943501699.0,Assam,2023,2,map,transaction,india,2023-Q2,1758.5650632405852,3.316722795402158
kamrup metropolitan district,27633429,36066525702.0,Assam,2023,2,map,transaction,india,2023-Q2,1305.1773524740631,5.1176021178489615
hailakandi district,2438411,4219916209.0,Assam,2023,2,map,transaction,india,2023-Q2,1730.600874503929,-0.9117586528982704
barpeta district,10582441,20577968723.0,Assam,2023,2,map,transaction,india,2023-Q2,1944.5389511739304,3.339892249501827
goalpara district,5347770,10755879893.0,Assam,2023,2,map,transaction,india,2023-Q2,2011.283187758636,-0.49465628960274854
biswanath district,1733270,2748393436.0,Assam,2023,2,map,transaction,india,2023-Q2,1585.6695356176476,-0.6758892024152123
jorhat district,2997175,4014450509.0,Assam,2023,2,map,transaction,india,2023-Q2,1339.4114487809354,0.7292026054798155
tinsukia district,4565290,6820826177.0,Assam,2023,3,map,transaction,india,2023-Q3,1494.0619713095991,0.5231976778132741
lakhimpur district,3833961,5023686779.0,Assam,2023,3,map,transaction,india,2023-Q3,1310.3124364071518,-0.16019332835373
kamrup district,7313093,10800114027.0,Assam,2023,3,map,transaction,india,2023-Q3,1476.8189091811084,0.9074510669253026
kokrajhar district,3648008,6131660384.0,Assam,2023,3,map,transaction,india,2023-Q3,1680.8242701222146,-0.5011675634372488
karbi anglong district,2100974,3428433363.0,Assam,2023,3,map,transaction,india,2023-Q3,1631.8304572069906,-0.4240763726395337
sivasagar district,2269030,2996906032.0,Assam,2023,3,map,transaction,india,2023-Q3,1320.7873108773354,0.07998956674380553
dibrugarh district,5328549,6883206756.0,Assam,2023,3,map,transaction,india,2023-Q3,1291.7600562554646,1.348381907687426
south salmara mancachar district,2368268,4342293033.0,Assam,2023,3,map,transaction,india,2023-Q3,1833.5311007875798,-0.5555510515151498
nagaon district,9915879,16218655937.0,Assam,2023,3,map,transaction,india,2023-Q3,1635.6246316640209,3.186975038298031
dhubri district,7727555,12038352780.0,Assam,2023,3,map,transaction,india,2023-Q3,1557.8475701564078,-0.2206888567317128
golaghat district,3265899,4649877887.0,Assam,2023,3,map,transaction,india,2023-Q3,1423.7665913734625,-0.5773696854956063
udalguri district,2471832,3540229495.0,Assam,2023,3,map,transaction,india,2023-Q3,1432.2290086866744,-0.24313887232887488
majuli district,340706,449129036.0,Assam,2023,3,map,transaction,india,2023-Q3,1318.2304861082575,-0.8621645807643885
sonitpur district,7184992,9555385617.0,Assam,2023,3,map,transaction,india,2023-Q3,1329.9090127031457,20.088539679371657
hojai district,3173826,4680370231.0,Assam,2023,3,map,transaction,india,2023-Q3,1474.677638597705,-0.5582700718386325
marigaon district,4800400,7900727989.0,Assam,2023,3,map,transaction,india,2023-Q3,1645.8478437213566,0.51249627421289
chirang district,1922041,3200095251.0,Assam,2023,3,map,transaction,india,2023-Q3,1664.9464038488252,-0.5996081576535288
cachar district,8139863,12475988474.0,Assam,2023,3,map,transaction,india,2023-Q3,1532.7025128064195,3.235010075227324
nalbari district,2709875,4298403085.0,Assam,2023,3,map,transaction,india,2023-Q3,1586.1997638267449,-0.6670859202421466
west karbi anglong district,382335,541617888.0,Assam,2023,3,map,transaction,india,2023-Q3,1416.6055631841186,-0.8589104663499239
dhemaji district,2320967,3478657621.0,Assam,2023,3,map,transaction,india,2023-Q3,1498.7966744033845,5.070506231446244
karimganj district,4518671,8300362452.0,Assam,2023,3,map,transaction,india,2023-Q3,1836.903472724613,0.9468915327102885
bongaigaon district,5223464,7992492776.0,Assam,2023,3,map,transaction,india,2023-Q3,1530.1134986284962,0.1559735152216215
dima hasao district,947489,1716140103.0,Assam,2023,3,map,transaction,india,2023-Q3,1811.2506878707827,-0.8186090686180665
baksa district,3119967,5364907563.0,Assam,2023,3,map,transaction,india,2023-Q3,1719.5398422483315,2.292879389628798
charaideo district,1270698,1852693619.0,Assam,2023,3,map,transaction,india,2023-Q3,1458.0125403518382,-0.592720692238091
darrang district,5522247,8131813482.0,Assam,2023,3,map,transaction,india,2023-Q3,1472.5551903056853,3.345837484595081
kamrup metropolitan district,33252533,38969448090.0,Assam,2023,3,map,transaction,india,2023-Q3,1171.9241986768345,5.021558434456119
hailakandi district,3011092,4560524135.0,Assam,2023,3,map,transaction,india,2023-Q3,1514.5748236852278,-0.9094477404172489
barpeta district,12553937,19547199120.0,Assam,2023,3,map,transaction,india,2023-Q3,1557.057289677334,3.1692306312792837
goalpara district,6726109,10895284121.0,Assam,2023,3,map,transaction,india,2023-Q3,1619.8494732987526,-0.46422313573821505
biswanath district,2089534,2896232915.0,Assam,2023,3,map,transaction,india,2023-Q3,1386.066421986912,-0.6893398545875483
jorhat district,3556267,4376298184.0,Assam,2023,3,map,transaction,india,2023-Q3,1230.5876313561384,0.7019426340992776
tinsukia district,5189615,8184084433.0,Assam,2023,4,map,transaction,india,2023-Q4,1577.0118656200893,0.4592872244969233
lakhimpur district,4361637,5744327705.0,Assam,2023,4,map,transaction,india,2023-Q4,1317.011870772373,-0.1595451685722351
kamrup district,8424238,12506756486.0,Assam,2023,4,map,transaction,india,2023-Q4,1484.6157582442472,0.931439503103995
kokrajhar district,4375333,7312524187.0,Assam,2023,4,map,transaction,india,2023-Q4,1671.3068895556064,-0.48062566608398294
karbi anglong district,2384936,3978867179.0,Assam,2023,4,map,transaction,india,2023-Q4,1668.33289404831,-0.45491326031641477
sivasagar district,2477201,3302834884.0,Assam,2023,4,map,transaction,india,2023-Q4,1333.293052925459,0.038686572721448265
dibrugarh district,5709873,7427295961.0,Assam,2023,4,map,transaction,india,2023-Q4,1300.7812890059026,1.304969600771193
south salmara mancachar district,3369894,5570379948.0,Assam,2023,4,map,transaction,india,2023-Q4,1652.9837282715716,-0.4098127926838303
nagaon district,11620054,19063736023.0,Assam,2023,4,map,transaction,india,2023-Q4,1640.5892797916429,2.4481956999240926
dhubri district,9754250,14883704767.0,Assam,2023,4,map,transaction,india,2023-Q4,1525.868700002563,-0.16056758428145002
golaghat district,3717221,5294439139.0,Assam,2023,4,map,transaction,india,2023-Q4,1424.3003413033555,-0.6189126790886024
udalguri district,2834860,4179265292.0,Assam,2023,4,map,transaction,india,2023-Q4,1474.2404534968216,-0.23737114365812528
majuli district,403623,518586023.0,Assam,2023,4,map,transaction,india,2023-Q4,1284.8277303325133,-0.8576215403935291
sonitpur district,8050113,10777430093.0,Assam,2023,4,map,transaction,india,2023-Q4,1338.7923986905525,18.94463397774656
hojai district,3670224,5300845947.0,Assam,2023,4,map,transaction,india,2023-Q4,1444.284040156677,-0.5440779526945771
marigaon district,5808139,9705402781.0,Assam,2023,4,map,transaction,india,2023-Q4,1671.0004324965364,0.5825025938471331
chirang district,2347804,3982679017.0,Assam,2023,4,map,transaction,india,2023-Q4,1696.3422061637173,-0.5957734482594166
cachar district,9259935,14611571234.0,Assam,2023,4,map,transaction,india,2023-Q4,1577.9345356095912,2.9440834924891517
nalbari district,3150608,4920016354.0,Assam,2023,4,map,transaction,india,2023-Q4,1561.6085384154424,-0.6597591667760088
west karbi anglong district,446777,637186657.0,Assam,2023,4,map,transaction,india,2023-Q4,1426.1850028090075,-0.8581934026702147
dhemaji district,2640683,4011663237.0,Assam,2023,4,map,transaction,india,2023-Q4,1519.1763786111396,4.910516879785665
karimganj district,5198477,9636448211.0,Assam,2023,4,map,transaction,india,2023-Q4,1853.7060394804093,0.968610772288836
bongaigaon district,6225825,9640983542.0,Assam,2023,4,map,transaction,india,2023-Q4,1548.5471470849245,0.19762480434173324
dima hasao district,1098602,1968322313.0,Assam,2023,4,map,transaction,india,2023-Q4,1791.6609591098504,-0.8235411371183738
baksa district,3620536,6383786882.0,Assam,2023,4,map,transaction,india,2023-Q4,1763.2159663652012,2.2955847522578696
charaideo district,1415059,2105854470.0,Assam,2023,4,map,transaction,india,2023-Q4,1488.174323473438,-0.6091575943451466
darrang district,6735425,10599716369.0,Assam,2023,4,map,transaction,india,2023-Q4,1573.726434337848,3.759819201884868
kamrup metropolitan district,35741066,42066992122.0,Assam,2023,4,map,transaction,india,2023-Q4,1176.9932134089117,4.306430700364119
hailakandi district,3536974,5805638439.0,Assam,2023,4,map,transaction,india,2023-Q4,1641.413942822311,-0.9010389337575997
barpeta district,15365058,23767852973.0,Assam,2023,4,map,transaction,india,2023-Q4,1546.8768795405783,3.344125232472729
goalpara district,8585082,13668435884.0,Assam,2023,4,map,transaction,india,2023-Q4,1592.1147735106083,-0.44125938216438887
biswanath district,2448926,3309626551.0,Assam,2023,4,map,transaction,india,2023-Q4,1351.460416117106,-0.7147463472101956
jorhat district,3784109,4736381828.0,Assam,2023,4,map,transaction,india,2023-Q4,1251.650475184515,0.5452116560484066
tinsukia district,5550247,8644251817.0,Assam,2024,1,map,transaction,india,2024-Q1,1557.453536211992,0.4667249278495942
lakhimpur district,4902457,6318881902.0,Assam,2024,1,map,transaction,india,2024-Q1,1288.9214330691732,-0.11671372463243523
kamrup district,9838598,14690113788.0,Assam,2024,1,map,transaction,india,2024-Q1,1493.1104805786354,1.0068708404785602
kokrajhar district,5186611,8290319960.0,Assam,2024,1,map,transaction,india,2024-Q1,1598.4078929381826,-0.47283027520791077
karbi anglong district,2642472,4219129847.0,Assam,2024,1,map,transaction,india,2024-Q1,1596.6601905337125,-0.49052049594619684
sivasagar district,2717687,3525865170.0,Assam,2024,1,map,transaction,india,2024-Q1,1297.3772071618255,0.028463877762943124
dibrugarh district,5918526,7569686833.0,Assam,2024,1,map,transaction,india,2024-Q1,1278.9817655612226,1.1777805906272505
south salmara mancachar district,4422302,7281381782.0,Assam,2024,1,map,transaction,india,2024-Q1,1646.513915603231,-0.25280348519209006
nagaon district,13867011,22200039299.0,Assam,2024,1,map,transaction,india,2024-Q1,1600.9246187949227,2.1356996876287506
dhubri district,12272788,17933300841.0,Assam,2024,1,map,transaction,india,2024-Q1,1461.224690021534,-0.11496515002403906
golaghat district,4174420,5849983656.0,Assam,2024,1,map,transaction,india,2024-Q1,1401.3883739537469,-0.6598637571185944
udalguri district,3174551,4593023615.0,Assam,2024,1,map,transaction,india,2024-Q1,1446.8262173138814,-0.2395228558697975
majuli district,431401,559995250.0,Assam,2024,1,map,transaction,india,2024-Q1,1298.085192199369,-0.8641064515895318
sonitpur district,8762274,11543368894.0,Assam,2024,1,map,transaction,india,2024-Q1,1317.3941940185846,19.31120465645652
hojai district,4225108,6143520677.0,Assam,2024,1,map,transaction,india,2024-Q1,1454.0505655713416,-0.5178069072023997
marigaon district,6801169,10714731134.0,Assam,2024,1,map,transaction,india,2024-Q1,1575.4249209216828,0.60970299457434
chirang district,2783695,4661771980.0,Assam,2024,1,map,transaction,india,2024-Q1,1674.6705296377656,-0.5907034511272988
cachar district,10515083,15918343605.0,Assam,2024,1,map,transaction,india,2024-Q1,1513.8581031647586,2.777383298098391
nalbari district,3456500,5414952987.0,Assam,2024,1,map,transaction,india,2024-Q1,1566.6000251699695,-0.6712817197924164
west karbi anglong district,486912,687692284.0,Assam,2024,1,map,transaction,india,2024-Q1,1412.3543556125132,-0.8591314913930277
dhemaji district,2923070,4418125959.0,Assam,2024,1,map,transaction,india,2024-Q1,1511.4677236603982,5.003281907202944
karimganj district,6276788,11211072125.0,Assam,2024,1,map,transaction,india,2024-Q1,1786.1161034911486,1.147327296301491
bongaigaon district,7673311,11757183235.0,Assam,2024,1,map,transaction,india,2024-Q1,1532.217739512969,0.2224900697617953
dima hasao district,1220165,1945653945.0,Assam,2024,1,map,transaction,india,2024-Q1,1594.5826548048828,-0.8409858534340652
baksa district,4160930,7136380339.0,Assam,2024,1,map,transaction,india,2024-Q1,1715.0926208804283,2.4101371535816876
charaideo district,1530590,2122402178.0,Assam,2024,1,map,transaction,india,2024-Q1,1386.6562423640557,-0.6321519468003547
darrang district,8045981,12414085307.0,Assam,2024,1,map,transaction,india,2024-Q1,1542.8926947503355,4.2567839852605855
kamrup metropolitan district,37451157,43094133738.0,Assam,2024,1,map,transaction,india,2024-Q1,1150.6756316767464,3.654641491199147
hailakandi district,4160640,6161516215.0,Assam,2024,1,map,transaction,india,2024-Q1,1480.9058738559452,-0.888904900855266
barpeta district,18751526,29325169669.0,Assam,2024,1,map,transaction,india,2024-Q1,1563.8817698890214,3.506884998461775
goalpara district,10539700,16606751899.0,Assam,2024,1,map,transaction,india,2024-Q1,1575.638006679507,-0.43792841179965836
biswanath district,2719000,3417757121.0,Assam,2024,1,map,transaction,india,2024-Q1,1256.9904821625598,-0.7420230177329525
jorhat district,3942386,4813318979.0,Assam,2024,1,map,transaction,india,2024-Q1,1220.9151967869204,0.44993968370724535
tinsukia district,6547090,8680672324.0,Assam,2024,2,map,transaction,india,2024-Q2,1325.8825407929323,0.6606922812733202
lakhimpur district,6225019,6913914468.0,Assam,2024,2,map,transaction,india,2024-Q2,1110.6656008600135,-0.04919300024896556
kamrup district,12002142,15801777181.0,Assam,2024,2,map,transaction,india,2024-Q2,1316.5797555969593,0.9280490549506757
kokrajhar district,6522562,8972425298.0,Assam,2024,2,map,transaction,india,2024-Q2,1375.5983152019098,-0.45655017246088236
karbi anglong district,3511460,4576435975.0,Assam,2024,2,map,transaction,india,2024-Q2,1303.285805619315,-0.4616440594968664
sivasagar district,3416984,3574526221.0,Assam,2024,2,map,transaction,india,2024-Q2,1046.105636139941,-0.026905048042694446
dibrugarh district,7262477,8267977212.0,Assam,2024,2,map,transaction,india,2024-Q2,1138.4514143039628,1.1254056208633112
south salmara mancachar district,5326681,7908169227.0,Assam,2024,2,map,transaction,india,2024-Q2,1484.6335320249138,-0.266547625555303
nagaon district,18004768,24347912008.0,Assam,2024,2,map,transaction,india,2024-Q2,1352.3035680326457,2.3801100535211326
dhubri district,15564143,19932190084.0,Assam,2024,2,map,transaction,india,2024-Q2,1280.6480950477003,-0.1355543709310778
golaghat district,5287051,6207910265.0,Assam,2024,2,map,transaction,india,2024-Q2,1174.1725708717393,-0.6603056782503219
udalguri district,3905844,4981023547.0,Assam,2024,2,map,transaction,india,2024-Q2,1275.2745749702242,-0.2612433661033343
majuli district,518746,555340092.0,Assam,2024,2,map,transaction,india,2024-Q2,1070.543371900699,-0.8671872199708949
sonitpur district,10836139,12766847698.0,Assam,2024,2,map,transaction,india,2024-Q2,1178.1731203337276,19.88910372320943
hojai district,5403961,6869318675.0,Assam,2024,2,map,transaction,india,2024-Q2,1271.1636288640868,-0.50130198588261
marigaon district,8572362,11758760908.0,Assam,2024,2,map,transaction,india,2024-Q2,1371.7060604766807,0.5863108560554009
chirang district,3653887,5341715195.0,Assam,2024,2,map,transaction,india,2024-Q2,1461.9267631976577,-0.5737596009127939
cachar district,12374786,16087546868.0,Assam,2024,2,map,transaction,india,2024-Q2,1300.0262685754728,2.3867456765904365
nalbari district,4279491,5978564053.0,Assam,2024,2,map,transaction,india,2024-Q2,1397.0269017974333,-0.6541765651543388
west karbi anglong district,642503,715295684.0,Assam,2024,2,map,transaction,india,2024-Q2,1113.2954772195617,-0.8498646217505773
dhemaji district,3683981,4779117429.0,Assam,2024,2,map,transaction,india,2024-Q2,1297.269836353662,4.733795795506013
karimganj district,7315992,11162209578.0,Assam,2024,2,map,transaction,india,2024-Q2,1525.727417143157,0.9858929782754038
bongaigaon district,10017791,13320562909.0,Assam,2024,2,map,transaction,india,2024-Q2,1329.6906382854263,0.3693004311650423
dima hasao district,1555233,2045201019.0,Assam,2024,2,map,transaction,india,2024-Q2,1315.0447675685894,-0.8447529001154047
baksa district,5003508,7329825374.0,Assam,2024,2,map,transaction,india,2024-Q2,1464.9372748079948,2.2172079681951193
charaideo district,2089216,2269239597.0,Assam,2024,2,map,transaction,india,2024-Q2,1086.168015657548,-0.5824497532531177
darrang district,9728645,13703424883.0,Assam,2024,2,map,transaction,india,2024-Q2,1408.5645928081453,3.6566008493138096
kamrup metropolitan district,42068413,44951044581.0,Assam,2024,2,map,transaction,india,2024-Q2,1068.5224703151982,3.324180088799622
hailakandi district,4834851,5994638571.0,Assam,2024,2,map,transaction,india,2024-Q2,1239.8807266242538,-0.8850717045114109
barpeta district,23894445,32381946220.0,Assam,2024,2,map,transaction,india,2024-Q2,1355.2081339407548,3.9421264481573477
goalpara district,12804082,18135537711.0,Assam,2024,2,map,transaction,india,2024-Q2,1416.3871889449006,-0.4641398032053057
biswanath district,3687118,3761812644.0,Assam,2024,2,map,transaction,india,2024-Q2,1020.2582732638338,-0.7120357398523377
jorhat district,4785716,5235786711.0,Assam,2024,2,map,transaction,india,2024-Q2,1094.0445924914893,0.29795574755133947
tinsukia district,7709370,9364990459.0,Assam,2024,3,map,transaction,india,2024-Q3,1214.7543131280506,0.610912557285054
lakhimpur district,6874820,6679199819.0,Assam,2024,3,map,transaction,india,2024-Q3,971.5454104980203,-0.10825138759717068
kamrup district,14480404,16655188180.0,Assam,2024,3,map,transaction,india,2024-Q3,1150.188087293697,1.106295728469982
kokrajhar district,7725820,9348680056.0,Assam,2024,3,map,transaction,india,2024-Q3,1210.0566743724291,-0.4664637809829063
karbi anglong district,3798847,4327007771.0,Assam,2024,3,map,transaction,india,2024-Q3,1139.0318617727958,-0.5082920647905336
sivasagar district,3922988,3710506619.0,Assam,2024,3,map,transaction,india,2024-Q3,945.836851654912,0.032678599585611146
dibrugarh district,8150098,8526665327.0,Assam,2024,3,map,transaction,india,2024-Q3,1046.2040244178659,1.0775230513068101
nagaon district,15099246,18821284148.0,Assam,2024,3,map,transaction,india,2024-Q3,1246.5049015030288,0.8526459436438678
dhubri district,15695372,17961423365.0,Assam,2024,3,map,transaction,india,2024-Q3,1144.3770408882312,0.0394805144574768
golaghat district,6331430,6596112257.0,Assam,2024,3,map,transaction,india,2024-Q3,1041.8044986677576,-0.5966052923116445
udalguri district,4153758,4773799144.0,Assam,2024,3,map,transaction,india,2024-Q3,1149.2723321869016,-0.34394631228648187
morigaon district,8550019,10614259631.0,Assam,2024,3,map,transaction,india,2024-Q3,1241.4311162349463,1.0583815908389465
majuli district,567915,542056487.0,Assam,2024,3,map,transaction,india,2024-Q3,954.467635121453,-0.933577340588366
sonitpur district,10459670,11437696327.0,Assam,2024,3,map,transaction,india,2024-Q3,1093.5045108497686,17.417668136957115
bajali district,1072513,1397231391.0,Assam,2024,3,map,transaction,india,2024-Q3,1302.7640606687285,-0.8974620614225879
hojai district,9556241,10905196100.0,Assam,2024,3,map,transaction,india,2024-Q3,1141.1595940286563,7.910140016950843
chirang district,4403597,5459193703.0,Assam,2024,3,map,transaction,india,2024-Q3,1239.7123767229382,-0.5391915084602826
cachar district,14223337,17083145518.0,Assam,2024,3,map,transaction,india,2024-Q3,1201.0645264188004,2.2299361181325175
nalbari district,4673886,5708754970.0,Assam,2024,3,map,transaction,india,2024-Q3,1221.4151072576437,-0.6713931477542858
west karbi anglong district,843804,820289289.0,Assam,2024,3,map,transaction,india,2024-Q3,972.1324964091187,-0.8194641461088268
dhemaji district,4104589,4528282920.0,Assam,2024,3,map,transaction,india,2024-Q3,1103.2244446398897,3.8643867533218614
karimganj district,7912011,11007187152.0,Assam,2024,3,map,transaction,india,2024-Q3,1391.1996775535322,0.9276012774969675
bongaigaon district,9871350,11006993764.0,Assam,2024,3,map,transaction,india,2024-Q3,1115.0444229006164,0.24764108644439453
dima hasao district,2059725,2352540346.0,Assam,2024,3,map,transaction,india,2024-Q3,1142.1623498282538,-0.7913431293592061
baksa district,4293014,5558995190.0,Assam,2024,3,map,transaction,india,2024-Q3,1294.8933290224536,1.0842656179829833
charaideo district,2394194,2338653640.0,Assam,2024,3,map,transaction,india,2024-Q3,976.8020636590018,-0.4423046372548517
darrang district,9479199,11676189087.0,Assam,2024,3,map,transaction,india,2024-Q3,1231.7695922408634,2.9592443218887023
kamrup metropolitan district,48652507,47984198667.0,Assam,2024,3,map,transaction,india,2024-Q3,986.2636403710912,4.1325546599454235
hailakandi district,5439971,6035086632.0,Assam,2024,3,map,transaction,india,2024-Q3,1109.3968390640318,-0.8881872418208583
south salmara mankachar district,5994948,7413827451.0,Assam,2024,3,map,transaction,india,2024-Q3,1236.679192379984,0.1020183747303065
barpeta district,21999233,25145976318.0,Assam,2024,3,map,transaction,india,2024-Q3,1143.038774033622,2.6696286606656137
goalpara district,12738121,15335058751.0,Assam,2024,3,map,transaction,india,2024-Q3,1203.8713363611478,-0.42097431305900523
biswanath district,5186242,5007789837.0,Assam,2024,3,map,transaction,india,2024-Q3,965.5912387042487,-0.5928565916433044
jorhat district,5601444,5572559171.0,Assam,2024,3,map,transaction,india,2024-Q3,994.8433245070378,0.0800583543922555
tamulpur district,1325908,1862289063.0,Assam,2024,3,map,transaction,india,2024-Q3,1404.5386731206086,-0.763291751198441
tinsukia district,8630495,10757062986.0,Assam,2024,4,map,transaction,india,2024-Q4,1246.4016242405562,5.509120542300069
lakhimpur district,7666573,7457700439.0,Assam,2024,4,map,transaction,india,2024-Q4,972.7554200553494,-0.11168791593066218
kamrup district,16141222,18662571631.0,Assam,2024,4,map,transaction,india,2024-Q4,1156.2056225358897,1.105402505134954
kokrajhar district,8922726,10890306431.0,Assam,2024,4,map,transaction,india,2024-Q4,1220.5133757329318,-0.4472087677128782
karbi anglong district,4131819,4801917134.0,Assam,2024,4,map,transaction,india,2024-Q4,1162.179934309804,-0.5369331076623893
sivasagar district,4360230,4257787451.0,Assam,2024,4,map,transaction,india,2024-Q4,976.5052419253112,0.05528097915228125
dibrugarh district,8986017,9281917063.0,Assam,2024,4,map,transaction,india,2024-Q4,1032.9289453825872,1.0609043559628737
nagaon district,16930350,21494769896.0,Assam,2024,4,map,transaction,india,2024-Q4,1269.5998544625481,0.8840772279865485
dhubri district,18500778,21619655588.0,Assam,2024,4,map,transaction,india,2024-Q4,1168.580888219944,0.09275815325731607
golaghat district,7138694,7524471368.0,Assam,2024,4,map,transaction,india,2024-Q4,1054.040328384996,-0.6141408755891239
udalguri district,4637104,5402539962.0,Assam,2024,4,map,transaction,india,2024-Q4,1165.0676719780276,-0.3504268427810465
morigaon district,9739326,12275907259.0,Assam,2024,4,map,transaction,india,2024-Q4,1260.4473101116032,1.1003035515269874
majuli district,639227,630031791.0,Assam,2024,4,map,transaction,india,2024-Q4,985.6151116895876,-0.9343664027675016
sonitpur district,11375434,12320464475.0,Assam,2024,4,map,transaction,india,2024-Q4,1083.076432512377,16.795609384459667
bajali district,1234315,1564485875.0,Assam,2024,4,map,transaction,india,2024-Q4,1267.4932047329896,-0.891492931170802
hojai district,10822136,12433762600.0,Assam,2024,4,map,transaction,india,2024-Q4,1148.9194554568526,7.767726228717953
chirang district,4981020,6207183634.0,Assam,2024,4,map,transaction,india,2024-Q4,1246.167177405431,-0.5397378114634671
