name,count,amount,state,year,quarter,source,category,level,country,date,avg_transaction_value,growth
karnataka,183532,59699082.30149983,All,2024,4,top,insurance,states,india,2024-Q4,325.47561041126227,81.37522441651706
maharashtra,168078,59699082.30149983,All,2024,4,top,insurance,states,india,2024-Q4,355.40159765108933,-0.08420329969705553
tamil nadu,127002,59699082.30149983,All,2024,4,top,insurance,states,india,2024-Q4,470.3484175839734,-0.24438653482311778
uttar pradesh,116589,59699082.30149983,All,2024,4,top,insurance,states,india,2024-Q4,512.356995342612,-0.08199083479000335
west bengal,91719,59699082.30149983,All,2024,4,top,insurance,states,india,2024-Q4,651.2847908285065,-0.21331343437202477
kerala,89533,59699082.30149983,All,2024,4,top,insurance,states,india,2024-Q4,667.1862858387386,-0.023833665870757414
telangana,78498,59699082.30149983,All,2024,4,top,insurance,states,india,2024-Q4,760.9772189100332,-0.12325064501357041
rajasthan,73530,59699082.30149983,All,2024,4,top,insurance,states,india,2024-Q4,812.3920811913476,-0.06328823664297178
delhi,67962,59699082.30149983,All,2024,4,top,insurance,states,india,2024-Q4,878.9498503575496,-0.07572419420644638
bihar,62662,59699082.30149983,All,2024,4,top,insurance,states,india,2024-Q4,953.2921025501865,-0.07798475618728118
bengaluru urban,95390,59699082.30149983,All,2024,4,top,insurance,districts,india,2024-Q4,626.2206701960351,0.5222942133988702
chennai,35408,43569170.0,All,2024,4,top,insurance,districts,india,2024-Q4,1230.4894374152734,-0.6288080511584023
pune,35259,59699082.30149983,All,2024,4,top,insurance,districts,india,2024-Q4,1694.1827541904136,-0.00420808856755539
thane,23491,31407984.0,All,2024,4,top,insurance,districts,india,2024-Q4,1337.02200842876,-0.33375875662951304
mumbai suburban,19612,25682802.0,All,2024,4,top,insurance,districts,india,2024-Q4,1309.545278400979,-0.1651270699416798
rangareddy,18678,32749841.0,All,2024,4,top,insurance,districts,india,2024-Q4,1753.3912089088767,-0.04762390373240877
ahmedabad,18268,25165090.0,All,2024,4,top,insurance,districts,india,2024-Q4,1377.5503612874973,-0.02195095834671812
jaipur,17081,28322938.0,All,2024,4,top,insurance,districts,india,2024-Q4,1658.1545576956853,-0.06497700897744685
gurugram,16973,25145012.0,All,2024,4,top,insurance,districts,india,2024-Q4,1481.471277911978,-0.0063228148234880654
medchal malkajgiri,16649,27751990.0,All,2024,4,top,insurance,districts,india,2024-Q4,1666.886299477446,-0.01908914157780006
560068,3520,5740577.0,All,2024,4,top,insurance,pincodes,india,2024-Q4,1630.8457386363636,-0.7885758904438704
560100,3152,5158211.0,All,2024,4,top,insurance,pincodes,india,2024-Q4,1636.4882614213197,-0.1045454545454545
201301,2964,4217141.0,All,2024,4,top,insurance,pincodes,india,2024-Q4,1422.7871120107961,-0.05964467005076146
110059,2785,3658733.0,All,2024,4,top,insurance,pincodes,india,2024-Q4,1313.7281867145423,-0.06039136302294201
411057,2775,4649485.0,All,2024,4,top,insurance,pincodes,india,2024-Q4,1675.49009009009,-0.0035906642728904536
500072,2743,4242713.0,All,2024,4,top,insurance,pincodes,india,2024-Q4,1546.7418884433102,-0.011531531531531525
560037,2720,4500835.0,All,2024,4,top,insurance,pincodes,india,2024-Q4,1654.71875,-0.008384979948961035
122001,2604,3793725.0,All,2024,4,top,insurance,pincodes,india,2024-Q4,1456.8836405529953,-0.04264705882352937
560066,2453,4252390.0,All,2024,4,top,insurance,pincodes,india,2024-Q4,1733.546677537709,-0.057987711213517645
500081,2391,3983642.0,All,2024,4,top,insurance,pincodes,india,2024-Q4,1666.098703471351,-0.02527517325723605
nicobars,3,565.0,Andaman-&-Nicobar-Islands,2020,2,top,insurance,districts,india,2020-Q2,188.33333333333334,
south andaman,3,795.0,Andaman-&-Nicobar-Islands,2020,2,top,insurance,districts,india,2020-Q2,265.0,0.0
744301,3,565.0,Andaman-&-Nicobar-Islands,2020,2,top,insurance,pincodes,india,2020-Q2,188.33333333333334,0.0
744104,2,513.0,Andaman-&-Nicobar-Islands,2020,2,top,insurance,pincodes,india,2020-Q2,256.5,-0.33333333333333337
744101,1,282.0,Andaman-&-Nicobar-Islands,2020,2,top,insurance,pincodes,india,2020-Q2,282.0,-0.5
south andaman,35,13651.0,Andaman-&-Nicobar-Islands,2020,3,top,insurance,districts,india,2020-Q3,390.0285714285714,34.0
nicobars,5,1448.0,Andaman-&-Nicobar-Islands,2020,3,top,insurance,districts,india,2020-Q3,289.6,-0.8571428571428572
north and middle andaman,1,281.0,Andaman-&-Nicobar-Islands,2020,3,top,insurance,districts,india,2020-Q3,281.0,-0.8
744112,9,3432.0,Andaman-&-Nicobar-Islands,2020,3,top,insurance,pincodes,india,2020-Q3,381.3333333333333,8.0
744105,7,3948.0,Andaman-&-Nicobar-Islands,2020,3,top,insurance,pincodes,india,2020-Q3,564.0,-0.2222222222222222
744101,5,2194.0,Andaman-&-Nicobar-Islands,2020,3,top,insurance,pincodes,india,2020-Q3,438.8,-0.2857142857142857
744206,4,1620.0,Andaman-&-Nicobar-Islands,2020,3,top,insurance,pincodes,india,2020-Q3,405.0,-0.19999999999999996
744107,3,1095.0,Andaman-&-Nicobar-Islands,2020,3,top,insurance,pincodes,india,2020-Q3,365.0,-0.25
744103,3,947.0,Andaman-&-Nicobar-Islands,2020,3,top,insurance,pincodes,india,2020-Q3,315.6666666666667,0.0
744302,3,562.0,Andaman-&-Nicobar-Islands,2020,3,top,insurance,pincodes,india,2020-Q3,187.33333333333334,0.0
744211,2,101.0,Andaman-&-Nicobar-Islands,2020,3,top,insurance,pincodes,india,2020-Q3,50.5,-0.33333333333333337
744301,2,886.0,Andaman-&-Nicobar-Islands,2020,3,top,insurance,pincodes,india,2020-Q3,443.0,0.0
744102,2,314.0,Andaman-&-Nicobar-Islands,2020,3,top,insurance,pincodes,india,2020-Q3,157.0,0.0
south andaman,109,137494.0,Andaman-&-Nicobar-Islands,2020,4,top,insurance,districts,india,2020-Q4,1261.4128440366972,53.5
north and middle andaman,13,17734.0,Andaman-&-Nicobar-Islands,2020,4,top,insurance,districts,india,2020-Q4,1364.1538461538462,-0.8807339449541285
nicobars,2,2747.0,Andaman-&-Nicobar-Islands,2020,4,top,insurance,districts,india,2020-Q4,1373.5,-0.8461538461538461
744105,25,25659.0,Andaman-&-Nicobar-Islands,2020,4,top,insurance,pincodes,india,2020-Q4,1026.36,11.5
744101,23,29686.0,Andaman-&-Nicobar-Islands,2020,4,top,insurance,pincodes,india,2020-Q4,1290.695652173913,-0.07999999999999996
744103,18,24904.0,Andaman-&-Nicobar-Islands,2020,4,top,insurance,pincodes,india,2020-Q4,1383.5555555555557,-0.21739130434782605
744102,17,25073.0,Andaman-&-Nicobar-Islands,2020,4,top,insurance,pincodes,india,2020-Q4,1474.8823529411766,-0.05555555555555558
744112,8,10459.0,Andaman-&-Nicobar-Islands,2020,4,top,insurance,pincodes,india,2020-Q4,1307.375,-0.5294117647058824
744106,6,4840.0,Andaman-&-Nicobar-Islands,2020,4,top,insurance,pincodes,india,2020-Q4,806.6666666666666,-0.25
744204,6,11659.0,Andaman-&-Nicobar-Islands,2020,4,top,insurance,pincodes,india,2020-Q4,1943.1666666666667,0.0
744104,4,10271.0,Andaman-&-Nicobar-Islands,2020,4,top,insurance,pincodes,india,2020-Q4,2567.75,-0.33333333333333337
744206,3,100.0,Andaman-&-Nicobar-Islands,2020,4,top,insurance,pincodes,india,2020-Q4,33.333333333333336,-0.25
744205,3,5235.0,Andaman-&-Nicobar-Islands,2020,4,top,insurance,pincodes,india,2020-Q4,1745.0,0.0
south andaman,164,167044.0,Andaman-&-Nicobar-Islands,2021,1,top,insurance,districts,india,2021-Q1,1018.560975609756,53.666666666666664
north and middle andaman,48,63978.0,Andaman-&-Nicobar-Islands,2021,1,top,insurance,districts,india,2021-Q1,1332.875,-0.7073170731707317
nicobars,13,13244.0,Andaman-&-Nicobar-Islands,2021,1,top,insurance,districts,india,2021-Q1,1018.7692307692307,-0.7291666666666667
744105,47,53060.0,Andaman-&-Nicobar-Islands,2021,1,top,insurance,pincodes,india,2021-Q1,1128.936170212766,2.6153846153846154
744103,35,39985.0,Andaman-&-Nicobar-Islands,2021,1,top,insurance,pincodes,india,2021-Q1,1142.4285714285713,-0.25531914893617025
744101,33,24571.0,Andaman-&-Nicobar-Islands,2021,1,top,insurance,pincodes,india,2021-Q1,744.5757575757576,-0.05714285714285716
744204,25,29635.0,Andaman-&-Nicobar-Islands,2021,1,top,insurance,pincodes,india,2021-Q1,1185.4,-0.24242424242424243
744202,12,17588.0,Andaman-&-Nicobar-Islands,2021,1,top,insurance,pincodes,india,2021-Q1,1465.6666666666667,-0.52
744102,12,14085.0,Andaman-&-Nicobar-Islands,2021,1,top,insurance,pincodes,india,2021-Q1,1173.75,0.0
744104,9,7310.0,Andaman-&-Nicobar-Islands,2021,1,top,insurance,pincodes,india,2021-Q1,812.2222222222222,-0.25
744107,8,9253.0,Andaman-&-Nicobar-Islands,2021,1,top,insurance,pincodes,india,2021-Q1,1156.625,-0.11111111111111116
744205,7,11223.0,Andaman-&-Nicobar-Islands,2021,1,top,insurance,pincodes,india,2021-Q1,1603.2857142857142,-0.125
744301,7,6612.0,Andaman-&-Nicobar-Islands,2021,1,top,insurance,pincodes,india,2021-Q1,944.5714285714286,0.0
south andaman,105,121104.0,Andaman-&-Nicobar-Islands,2021,2,top,insurance,districts,india,2021-Q2,1153.3714285714286,14.0
north and middle andaman,28,45311.0,Andaman-&-Nicobar-Islands,2021,2,top,insurance,districts,india,2021-Q2,1618.25,-0.7333333333333334
nicobars,4,15089.0,Andaman-&-Nicobar-Islands,2021,2,top,insurance,districts,india,2021-Q2,3772.25,-0.8571428571428572
744103,36,33716.0,Andaman-&-Nicobar-Islands,2021,2,top,insurance,pincodes,india,2021-Q2,936.5555555555555,8.0
744101,17,19787.0,Andaman-&-Nicobar-Islands,2021,2,top,insurance,pincodes,india,2021-Q2,1163.9411764705883,-0.5277777777777778
744105,15,17163.0,Andaman-&-Nicobar-Islands,2021,2,top,insurance,pincodes,india,2021-Q2,1144.2,-0.11764705882352944
744102,13,10326.0,Andaman-&-Nicobar-Islands,2021,2,top,insurance,pincodes,india,2021-Q2,794.3076923076923,-0.1333333333333333
744204,10,10557.0,Andaman-&-Nicobar-Islands,2021,2,top,insurance,pincodes,india,2021-Q2,1055.7,-0.23076923076923073
744107,8,11459.0,Andaman-&-Nicobar-Islands,2021,2,top,insurance,pincodes,india,2021-Q2,1432.375,-0.19999999999999996
744202,6,9766.0,Andaman-&-Nicobar-Islands,2021,2,top,insurance,pincodes,india,2021-Q2,1627.6666666666667,-0.25
744104,6,8889.0,Andaman-&-Nicobar-Islands,2021,2,top,insurance,pincodes,india,2021-Q2,1481.5,0.0
744205,6,12669.0,Andaman-&-Nicobar-Islands,2021,2,top,insurance,pincodes,india,2021-Q2,2111.5,0.0
744210,4,9430.0,Andaman-&-Nicobar-Islands,2021,2,top,insurance,pincodes,india,2021-Q2,2357.5,-0.33333333333333337
south andaman,182,223699.0,Andaman-&-Nicobar-Islands,2021,3,top,insurance,districts,india,2021-Q3,1229.1153846153845,44.5
north and middle andaman,33,50997.0,Andaman-&-Nicobar-Islands,2021,3,top,insurance,districts,india,2021-Q3,1545.3636363636363,-0.8186813186813187
nicobars,15,30539.0,Andaman-&-Nicobar-Islands,2021,3,top,insurance,districts,india,2021-Q3,2035.9333333333334,-0.5454545454545454
744105,70,82425.0,Andaman-&-Nicobar-Islands,2021,3,top,insurance,pincodes,india,2021-Q3,1177.5,3.666666666666667
744103,44,53909.0,Andaman-&-Nicobar-Islands,2021,3,top,insurance,pincodes,india,2021-Q3,1225.2045454545455,-0.37142857142857144
744101,26,29601.0,Andaman-&-Nicobar-Islands,2021,3,top,insurance,pincodes,india,2021-Q3,1138.5,-0.40909090909090906
744102,14,20616.0,Andaman-&-Nicobar-Islands,2021,3,top,insurance,pincodes,india,2021-Q3,1472.5714285714287,-0.46153846153846156
744204,13,20075.0,Andaman-&-Nicobar-Islands,2021,3,top,insurance,pincodes,india,2021-Q3,1544.2307692307693,-0.0714285714285714
744202,11,18134.0,Andaman-&-Nicobar-Islands,2021,3,top,insurance,pincodes,india,2021-Q3,1648.5454545454545,-0.15384615384615385
744112,11,14406.0,Andaman-&-Nicobar-Islands,2021,3,top,insurance,pincodes,india,2021-Q3,1309.6363636363637,0.0
744302,8,7247.0,Andaman-&-Nicobar-Islands,2021,3,top,insurance,pincodes,india,2021-Q3,905.875,-0.2727272727272727
744107,6,6406.0,Andaman-&-Nicobar-Islands,2021,3,top,insurance,pincodes,india,2021-Q3,1067.6666666666667,-0.25
744104,6,2221.0,Andaman-&-Nicobar-Islands,2021,3,top,insurance,pincodes,india,2021-Q3,370.1666666666667,0.0
south andaman,632,800758.0,Andaman-&-Nicobar-Islands,2021,4,top,insurance,districts,india,2021-Q4,1267.0221518987341,104.33333333333333
north and middle andaman,81,182061.0,Andaman-&-Nicobar-Islands,2021,4,top,insurance,districts,india,2021-Q4,2247.6666666666665,-0.8718354430379747
nicobars,44,73561.0,Andaman-&-Nicobar-Islands,2021,4,top,insurance,districts,india,2021-Q4,1671.840909090909,-0.45679012345679015
744105,194,232344.0,Andaman-&-Nicobar-Islands,2021,4,top,insurance,pincodes,india,2021-Q4,1197.6494845360826,3.409090909090909
744101,159,211326.0,Andaman-&-Nicobar-Islands,2021,4,top,insurance,pincodes,india,2021-Q4,1329.0943396226414,-0.18041237113402064
744103,133,168668.0,Andaman-&-Nicobar-Islands,2021,4,top,insurance,pincodes,india,2021-Q4,1268.1804511278197,-0.16352201257861632
744102,66,68931.0,Andaman-&-Nicobar-Islands,2021,4,top,insurance,pincodes,india,2021-Q4,1044.409090909091,-0.5037593984962406
744301,32,53658.0,Andaman-&-Nicobar-Islands,2021,4,top,insurance,pincodes,india,2021-Q4,1676.8125,-0.5151515151515151
744204,31,102213.0,Andaman-&-Nicobar-Islands,2021,4,top,insurance,pincodes,india,2021-Q4,3297.1935483870966,-0.03125
744104,24,31069.0,Andaman-&-Nicobar-Islands,2021,4,top,insurance,pincodes,india,2021-Q4,1294.5416666666667,-0.22580645161290325
744112,22,38599.0,Andaman-&-Nicobar-Islands,2021,4,top,insurance,pincodes,india,2021-Q4,1754.5,-0.08333333333333337
744202,21,23016.0,Andaman-&-Nicobar-Islands,2021,4,top,insurance,pincodes,india,2021-Q4,1096.0,-0.045454545454545414
744205,13,30437.0,Andaman-&-Nicobar-Islands,2021,4,top,insurance,pincodes,india,2021-Q4,2341.3076923076924,-0.38095238095238093
south andaman,692,982206.0,Andaman-&-Nicobar-Islands,2022,1,top,insurance,districts,india,2022-Q1,1419.3728323699422,52.23076923076923
north and middle andaman,48,85229.0,Andaman-&-Nicobar-Islands,2022,1,top,insurance,districts,india,2022-Q1,1775.6041666666667,-0.930635838150289
nicobars,28,63852.0,Andaman-&-Nicobar-Islands,2022,1,top,insurance,districts,india,2022-Q1,2280.4285714285716,-0.41666666666666663
744103,174,226181.0,Andaman-&-Nicobar-Islands,2022,1,top,insurance,pincodes,india,2022-Q1,1299.8908045977012,5.214285714285714
744101,149,204646.0,Andaman-&-Nicobar-Islands,2022,1,top,insurance,pincodes,india,2022-Q1,1373.4630872483222,-0.14367816091954022
744105,137,218321.0,Andaman-&-Nicobar-Islands,2022,1,top,insurance,pincodes,india,2022-Q1,1593.5839416058395,-0.08053691275167785
744102,102,147402.0,Andaman-&-Nicobar-Islands,2022,1,top,insurance,pincodes,india,2022-Q1,1445.1176470588234,-0.25547445255474455
744112,36,39197.0,Andaman-&-Nicobar-Islands,2022,1,top,insurance,pincodes,india,2022-Q1,1088.8055555555557,-0.6470588235294117
744104,33,35406.0,Andaman-&-Nicobar-Islands,2022,1,top,insurance,pincodes,india,2022-Q1,1072.909090909091,-0.08333333333333337
744107,28,36877.0,Andaman-&-Nicobar-Islands,2022,1,top,insurance,pincodes,india,2022-Q1,1317.0357142857142,-0.1515151515151515
744207,19,50799.0,Andaman-&-Nicobar-Islands,2022,1,top,insurance,pincodes,india,2022-Q1,2673.6315789473683,-0.3214285714285714
744301,16,33406.0,Andaman-&-Nicobar-Islands,2022,1,top,insurance,pincodes,india,2022-Q1,2087.875,-0.1578947368421053
744205,15,29159.0,Andaman-&-Nicobar-Islands,2022,1,top,insurance,pincodes,india,2022-Q1,1943.9333333333334,-0.0625
south andaman,430,633029.0,Andaman-&-Nicobar-Islands,2022,2,top,insurance,districts,india,2022-Q2,1472.160465116279,27.666666666666668
north and middle andaman,45,90403.0,Andaman-&-Nicobar-Islands,2022,2,top,insurance,districts,india,2022-Q2,2008.9555555555555,-0.8953488372093024
nicobars,26,56308.0,Andaman-&-Nicobar-Islands,2022,2,top,insurance,districts,india,2022-Q2,2165.6923076923076,-0.4222222222222223
744103,97,156861.0,Andaman-&-Nicobar-Islands,2022,2,top,insurance,pincodes,india,2022-Q2,1617.1237113402062,2.730769230769231
744101,87,121168.0,Andaman-&-Nicobar-Islands,2022,2,top,insurance,pincodes,india,2022-Q2,1392.7356321839081,-0.1030927835051546
744105,78,137418.0,Andaman-&-Nicobar-Islands,2022,2,top,insurance,pincodes,india,2022-Q2,1761.7692307692307,-0.10344827586206895
744102,62,58453.0,Andaman-&-Nicobar-Islands,2022,2,top,insurance,pincodes,india,2022-Q2,942.7903225806451,-0.20512820512820518
744104,26,32107.0,Andaman-&-Nicobar-Islands,2022,2,top,insurance,pincodes,india,2022-Q2,1234.8846153846155,-0.5806451612903225
744107,22,52244.0,Andaman-&-Nicobar-Islands,2022,2,top,insurance,pincodes,india,2022-Q2,2374.7272727272725,-0.15384615384615385
744211,19,25543.0,Andaman-&-Nicobar-Islands,2022,2,top,insurance,pincodes,india,2022-Q2,1344.3684210526317,-0.13636363636363635
744112,18,24391.0,Andaman-&-Nicobar-Islands,2022,2,top,insurance,pincodes,india,2022-Q2,1355.0555555555557,-0.052631578947368474
744301,14,28331.0,Andaman-&-Nicobar-Islands,2022,2,top,insurance,pincodes,india,2022-Q2,2023.642857142857,-0.2222222222222222
744202,13,20817.0,Andaman-&-Nicobar-Islands,2022,2,top,insurance,pincodes,india,2022-Q2,1601.3076923076924,-0.0714285714285714
south andaman,535,687813.0,Andaman-&-Nicobar-Islands,2022,3,top,insurance,districts,india,2022-Q3,1285.6317757009347,40.15384615384615
north and middle andaman,70,129013.0,Andaman-&-Nicobar-Islands,2022,3,top,insurance,districts,india,2022-Q3,1843.0428571428572,-0.8691588785046729
nicobars,38,85640.0,Andaman-&-Nicobar-Islands,2022,3,top,insurance,districts,india,2022-Q3,2253.684210526316,-0.4571428571428572
744103,151,198569.0,Andaman-&-Nicobar-Islands,2022,3,top,insurance,pincodes,india,2022-Q3,1315.0264900662253,2.973684210526316
744101,119,151539.0,Andaman-&-Nicobar-Islands,2022,3,top,insurance,pincodes,india,2022-Q3,1273.436974789916,-0.21192052980132448
744105,101,106324.0,Andaman-&-Nicobar-Islands,2022,3,top,insurance,pincodes,india,2022-Q3,1052.7128712871288,-0.1512605042016807
744102,76,102757.0,Andaman-&-Nicobar-Islands,2022,3,top,insurance,pincodes,india,2022-Q3,1352.0657894736842,-0.24752475247524752
744104,31,35790.0,Andaman-&-Nicobar-Islands,2022,3,top,insurance,pincodes,india,2022-Q3,1154.516129032258,-0.5921052631578947
744301,27,67604.0,Andaman-&-Nicobar-Islands,2022,3,top,insurance,pincodes,india,2022-Q3,2503.8518518518517,-0.12903225806451613
744202,27,53016.0,Andaman-&-Nicobar-Islands,2022,3,top,insurance,pincodes,india,2022-Q3,1963.5555555555557,0.0
744205,17,34250.0,Andaman-&-Nicobar-Islands,2022,3,top,insurance,pincodes,india,2022-Q3,2014.7058823529412,-0.37037037037037035
744107,16,29251.0,Andaman-&-Nicobar-Islands,2022,3,top,insurance,pincodes,india,2022-Q3,1828.1875,-0.05882352941176472
744204,11,17184.0,Andaman-&-Nicobar-Islands,2022,3,top,insurance,pincodes,india,2022-Q3,1562.1818181818182,-0.3125
south andaman,750,1114857.0,Andaman-&-Nicobar-Islands,2022,4,top,insurance,districts,india,2022-Q4,1486.476,67.18181818181819
north and middle andaman,112,224198.0,Andaman-&-Nicobar-Islands,2022,4,top,insurance,districts,india,2022-Q4,2001.767857142857,-0.8506666666666667
nicobars,39,102155.0,Andaman-&-Nicobar-Islands,2022,4,top,insurance,districts,india,2022-Q4,2619.358974358974,-0.6517857142857143
744103,199,299036.0,Andaman-&-Nicobar-Islands,2022,4,top,insurance,pincodes,india,2022-Q4,1502.6934673366834,4.102564102564102
744105,166,253344.0,Andaman-&-Nicobar-Islands,2022,4,top,insurance,pincodes,india,2022-Q4,1526.1686746987953,-0.16582914572864327
744101,146,163498.0,Andaman-&-Nicobar-Islands,2022,4,top,insurance,pincodes,india,2022-Q4,1119.849315068493,-0.12048192771084343
744102,80,98862.0,Andaman-&-Nicobar-Islands,2022,4,top,insurance,pincodes,india,2022-Q4,1235.775,-0.452054794520548
744202,43,68397.0,Andaman-&-Nicobar-Islands,2022,4,top,insurance,pincodes,india,2022-Q4,1590.6279069767443,-0.4625
744107,38,73829.0,Andaman-&-Nicobar-Islands,2022,4,top,insurance,pincodes,india,2022-Q4,1942.8684210526317,-0.11627906976744184
744104,31,55827.0,Andaman-&-Nicobar-Islands,2022,4,top,insurance,pincodes,india,2022-Q4,1800.8709677419354,-0.1842105263157895
744205,27,56611.0,Andaman-&-Nicobar-Islands,2022,4,top,insurance,pincodes,india,2022-Q4,2096.703703703704,-0.12903225806451613
744211,27,59500.0,Andaman-&-Nicobar-Islands,2022,4,top,insurance,pincodes,india,2022-Q4,2203.703703703704,0.0
744112,25,42024.0,Andaman-&-Nicobar-Islands,2022,4,top,insurance,pincodes,india,2022-Q4,1680.96,-0.07407407407407407
south andaman,872,1172083.0,Andaman-&-Nicobar-Islands,2023,1,top,insurance,districts,india,2023-Q1,1344.1318807339449,33.88
north and middle andaman,85,178969.0,Andaman-&-Nicobar-Islands,2023,1,top,insurance,districts,india,2023-Q1,2105.5176470588235,-0.9025229357798166
nicobars,47,88146.0,Andaman-&-Nicobar-Islands,2023,1,top,insurance,districts,india,2023-Q1,1875.4468085106382,-0.44705882352941173
744103,236,286594.0,Andaman-&-Nicobar-Islands,2023,1,top,insurance,pincodes,india,2023-Q1,1214.3813559322034,4.0212765957446805
744101,206,233281.0,Andaman-&-Nicobar-Islands,2023,1,top,insurance,pincodes,india,2023-Q1,1132.4320388349515,-0.1271186440677966
744105,164,256300.0,Andaman-&-Nicobar-Islands,2023,1,top,insurance,pincodes,india,2023-Q1,1562.8048780487804,-0.2038834951456311
744102,117,134841.0,Andaman-&-Nicobar-Islands,2023,1,top,insurance,pincodes,india,2023-Q1,1152.4871794871794,-0.28658536585365857
744107,30,54849.0,Andaman-&-Nicobar-Islands,2023,1,top,insurance,pincodes,india,2023-Q1,1828.3,-0.7435897435897436
744301,30,58745.0,Andaman-&-Nicobar-Islands,2023,1,top,insurance,pincodes,india,2023-Q1,1958.1666666666667,0.0
744112,29,49945.0,Andaman-&-Nicobar-Islands,2023,1,top,insurance,pincodes,india,2023-Q1,1722.2413793103449,-0.033333333333333326
744202,29,64193.0,Andaman-&-Nicobar-Islands,2023,1,top,insurance,pincodes,india,2023-Q1,2213.551724137931,0.0
744205,27,40580.0,Andaman-&-Nicobar-Islands,2023,1,top,insurance,pincodes,india,2023-Q1,1502.962962962963,-0.06896551724137934
744211,24,29149.0,Andaman-&-Nicobar-Islands,2023,1,top,insurance,pincodes,india,2023-Q1,1214.5416666666667,-0.11111111111111116
south andaman,670,1060976.0,Andaman-&-Nicobar-Islands,2023,2,top,insurance,districts,india,2023-Q2,1583.5462686567164,26.916666666666668
north and middle andaman,56,109742.0,Andaman-&-Nicobar-Islands,2023,2,top,insurance,districts,india,2023-Q2,1959.6785714285713,-0.9164179104477612
nicobars,42,62677.0,Andaman-&-Nicobar-Islands,2023,2,top,insurance,districts,india,2023-Q2,1492.3095238095239,-0.25
744103,171,341853.0,Andaman-&-Nicobar-Islands,2023,2,top,insurance,pincodes,india,2023-Q2,1999.140350877193,3.071428571428571
744105,166,255069.0,Andaman-&-Nicobar-Islands,2023,2,top,insurance,pincodes,india,2023-Q2,1536.5602409638554,-0.0292397660818714
744101,134,189989.0,Andaman-&-Nicobar-Islands,2023,2,top,insurance,pincodes,india,2023-Q2,1417.8283582089553,-0.19277108433734935
744102,82,101875.0,Andaman-&-Nicobar-Islands,2023,2,top,insurance,pincodes,india,2023-Q2,1242.378048780488,-0.3880597014925373
744104,27,34345.0,Andaman-&-Nicobar-Islands,2023,2,top,insurance,pincodes,india,2023-Q2,1272.037037037037,-0.6707317073170731
744301,25,41299.0,Andaman-&-Nicobar-Islands,2023,2,top,insurance,pincodes,india,2023-Q2,1651.96,-0.07407407407407407
744207,22,43459.0,Andaman-&-Nicobar-Islands,2023,2,top,insurance,pincodes,india,2023-Q2,1975.409090909091,-0.12
744112,21,20427.0,Andaman-&-Nicobar-Islands,2023,2,top,insurance,pincodes,india,2023-Q2,972.7142857142857,-0.045454545454545414
744107,20,24693.0,Andaman-&-Nicobar-Islands,2023,2,top,insurance,pincodes,india,2023-Q2,1234.65,-0.04761904761904767
744205,17,31404.0,Andaman-&-Nicobar-Islands,2023,2,top,insurance,pincodes,india,2023-Q2,1847.2941176470588,-0.15000000000000002
south andaman,682,1052324.0,Andaman-&-Nicobar-Islands,2023,3,top,insurance,districts,india,2023-Q3,1542.9970674486804,39.11764705882353
north and middle andaman,77,133536.0,Andaman-&-Nicobar-Islands,2023,3,top,insurance,districts,india,2023-Q3,1734.2337662337663,-0.8870967741935484
nicobars,36,65285.0,Andaman-&-Nicobar-Islands,2023,3,top,insurance,districts,india,2023-Q3,1813.4722222222222,-0.5324675324675325
744103,191,306744.0,Andaman-&-Nicobar-Islands,2023,3,top,insurance,pincodes,india,2023-Q3,1605.9895287958116,4.305555555555555
744105,147,212575.0,Andaman-&-Nicobar-Islands,2023,3,top,insurance,pincodes,india,2023-Q3,1446.0884353741496,-0.23036649214659688
744101,143,213581.0,Andaman-&-Nicobar-Islands,2023,3,top,insurance,pincodes,india,2023-Q3,1493.5734265734266,-0.027210884353741527
744102,100,120875.0,Andaman-&-Nicobar-Islands,2023,3,top,insurance,pincodes,india,2023-Q3,1208.75,-0.30069930069930073
744202,35,60750.0,Andaman-&-Nicobar-Islands,2023,3,top,insurance,pincodes,india,2023-Q3,1735.7142857142858,-0.65
744104,30,50544.0,Andaman-&-Nicobar-Islands,2023,3,top,insurance,pincodes,india,2023-Q3,1684.8,-0.1428571428571429
744112,26,46075.0,Andaman-&-Nicobar-Islands,2023,3,top,insurance,pincodes,india,2023-Q3,1772.1153846153845,-0.1333333333333333
744301,18,34636.0,Andaman-&-Nicobar-Islands,2023,3,top,insurance,pincodes,india,2023-Q3,1924.2222222222222,-0.3076923076923077
744205,16,25131.0,Andaman-&-Nicobar-Islands,2023,3,top,insurance,pincodes,india,2023-Q3,1570.6875,-0.11111111111111116
744302,16,24369.0,Andaman-&-Nicobar-Islands,2023,3,top,insurance,pincodes,india,2023-Q3,1523.0625,0.0
south andaman,1006,1504528.0,Andaman-&-Nicobar-Islands,2023,4,top,insurance,districts,india,2023-Q4,1495.5546719681909,61.875
north and middle andaman,95,156995.0,Andaman-&-Nicobar-Islands,2023,4,top,insurance,districts,india,2023-Q4,1652.578947368421,-0.9055666003976143
nicobars,44,96298.0,Andaman-&-Nicobar-Islands,2023,4,top,insurance,districts,india,2023-Q4,2188.590909090909,-0.5368421052631579
744103,268,415144.0,Andaman-&-Nicobar-Islands,2023,4,top,insurance,pincodes,india,2023-Q4,1549.044776119403,5.090909090909091
744105,214,372312.0,Andaman-&-Nicobar-Islands,2023,4,top,insurance,pincodes,india,2023-Q4,1739.7757009345794,-0.20149253731343286
