name,count,amount,state,year,quarter,source,category,country,date,avg_transaction_value,growth
sitamarhi district,307,267143.0,Bihar,2021,2,map,insurance,india,2021-Q2,870.1726384364821,1.0197368421052633
saran district,550,605534.0,Bihar,2021,2,map,insurance,india,2021-Q2,1100.9709090909091,0.7915309446254071
arwal district,72,87177.0,Bihar,2021,2,map,insurance,india,2021-Q2,1210.7916666666667,-0.8690909090909091
vaishali district,611,662818.0,Bihar,2021,2,map,insurance,india,2021-Q2,1084.8085106382978,7.486111111111111
pashchim champaran district,433,322518.0,Bihar,2021,2,map,insurance,india,2021-Q2,744.8452655889146,-0.29132569558101473
gopalganj district,274,253626.0,Bihar,2021,2,map,insurance,india,2021-Q2,925.6423357664233,-0.36720554272517325
lakhisarai district,113,109282.0,Bihar,2021,2,map,insurance,india,2021-Q2,967.0973451327434,-0.5875912408759124
aurangabad district,296,325257.0,Bihar,2021,2,map,insurance,india,2021-Q2,1098.8412162162163,1.6194690265486726
kaimur bhabua district,92,78913.0,Bihar,2021,2,map,insurance,india,2021-Q2,857.75,-0.6891891891891893
araria district,234,165704.0,Bihar,2021,2,map,insurance,india,2021-Q2,708.1367521367522,1.5434782608695654
munger district,193,174409.0,Bihar,2021,2,map,insurance,india,2021-Q2,903.6735751295337,-0.17521367521367526
katihar district,338,300178.0,Bihar,2021,2,map,insurance,india,2021-Q2,888.1005917159763,0.7512953367875648
khagaria district,175,142937.0,Bihar,2021,2,map,insurance,india,2021-Q2,816.7828571428571,-0.4822485207100592
saharsa district,177,172566.0,Bihar,2021,2,map,insurance,india,2021-Q2,974.9491525423729,0.011428571428571344
bhagalpur district,475,428330.0,Bihar,2021,2,map,insurance,india,2021-Q2,901.7473684210527,1.6836158192090394
madhubani district,460,477394.0,Bihar,2021,2,map,insurance,india,2021-Q2,1037.8130434782609,-0.03157894736842104
kishanganj district,108,56375.0,Bihar,2021,2,map,insurance,india,2021-Q2,521.9907407407408,-0.7652173913043478
gaya district,565,575770.0,Bihar,2021,2,map,insurance,india,2021-Q2,1019.0619469026549,4.231481481481482
samastipur district,559,524394.0,Bihar,2021,2,map,insurance,india,2021-Q2,938.0930232558139,-0.010619469026548645
banka district,165,143113.0,Bihar,2021,2,map,insurance,india,2021-Q2,867.3515151515152,-0.7048300536672629
purbi champaran district,509,475116.0,Bihar,2021,2,map,insurance,india,2021-Q2,933.4302554027505,2.084848484848485
sheohar district,164,142635.0,Bihar,2021,2,map,insurance,india,2021-Q2,869.7256097560976,-0.6777996070726915
bhojpur district,289,296261.0,Bihar,2021,2,map,insurance,india,2021-Q2,1025.1245674740485,0.7621951219512195
madhepura district,202,226584.0,Bihar,2021,3,map,insurance,india,2021-Q3,1121.7029702970297,-0.301038062283737
purnia district,376,360831.0,Bihar,2021,3,map,insurance,india,2021-Q3,959.656914893617,0.8613861386138615
nalanda district,481,565230.0,Bihar,2021,3,map,insurance,india,2021-Q3,1175.114345114345,0.2792553191489362
buxar district,237,224849.0,Bihar,2021,3,map,insurance,india,2021-Q3,948.7299578059071,-0.5072765072765073
darbhanga district,606,630720.0,Bihar,2021,3,map,insurance,india,2021-Q3,1040.7920792079208,1.5569620253164556
nawada district,230,258916.0,Bihar,2021,3,map,insurance,india,2021-Q3,1125.7217391304348,-0.6204620462046204
jamui district,167,191587.0,Bihar,2021,3,map,insurance,india,2021-Q3,1147.2275449101796,-0.27391304347826084
sheikhpura district,94,106069.0,Bihar,2021,3,map,insurance,india,2021-Q3,1128.3936170212767,-0.437125748502994
siwan district,486,458296.0,Bihar,2021,3,map,insurance,india,2021-Q3,942.9958847736625,4.170212765957447
muzaffarpur district,1031,999940.0,Bihar,2021,3,map,insurance,india,2021-Q3,969.8739088263821,1.1213991769547325
patna district,4025,3635269.0,Bihar,2021,3,map,insurance,india,2021-Q3,903.1724223602484,2.903976721629486
jehanabad district,175,193359.0,Bihar,2021,3,map,insurance,india,2021-Q3,1104.9085714285713,-0.9565217391304348
rohtas district,423,385006.0,Bihar,2021,3,map,insurance,india,2021-Q3,910.1796690307328,1.4171428571428573
begusarai district,780,770780.0,Bihar,2021,3,map,insurance,india,2021-Q3,988.1794871794872,0.8439716312056738
supaul district,200,172086.0,Bihar,2021,3,map,insurance,india,2021-Q3,860.43,-0.7435897435897436
sitamarhi district,375,371932.0,Bihar,2021,3,map,insurance,india,2021-Q3,991.8186666666667,0.875
saran district,640,671368.0,Bihar,2021,3,map,insurance,india,2021-Q3,1049.0125,0.7066666666666668
arwal district,80,103527.0,Bihar,2021,3,map,insurance,india,2021-Q3,1294.0875,-0.875
vaishali district,796,871661.0,Bihar,2021,3,map,insurance,india,2021-Q3,1095.0515075376884,8.95
pashchim champaran district,468,379473.0,Bihar,2021,3,map,insurance,india,2021-Q3,810.8397435897435,-0.4120603015075377
gopalganj district,392,358074.0,Bihar,2021,3,map,insurance,india,2021-Q3,913.454081632653,-0.16239316239316237
lakhisarai district,117,109866.0,Bihar,2021,3,map,insurance,india,2021-Q3,939.025641025641,-0.7015306122448979
aurangabad district,322,316369.0,Bihar,2021,3,map,insurance,india,2021-Q3,982.5124223602485,1.7521367521367521
kaimur bhabua district,131,164945.0,Bihar,2021,3,map,insurance,india,2021-Q3,1259.1221374045801,-0.5931677018633541
araria district,226,260682.0,Bihar,2021,3,map,insurance,india,2021-Q3,1153.4601769911505,0.7251908396946565
munger district,272,340380.0,Bihar,2021,3,map,insurance,india,2021-Q3,1251.3970588235295,0.20353982300884965
katihar district,358,415837.0,Bihar,2021,3,map,insurance,india,2021-Q3,1161.5558659217877,0.3161764705882353
khagaria district,229,255092.0,Bihar,2021,3,map,insurance,india,2021-Q3,1113.938864628821,-0.36033519553072624
saharsa district,280,309941.0,Bihar,2021,3,map,insurance,india,2021-Q3,1106.932142857143,0.222707423580786
bhagalpur district,603,673714.0,Bihar,2021,3,map,insurance,india,2021-Q3,1117.2703150912107,1.1535714285714285
madhubani district,478,534596.0,Bihar,2021,3,map,insurance,india,2021-Q3,1118.4016736401675,-0.2072968490878938
kishanganj district,125,115738.0,Bihar,2021,3,map,insurance,india,2021-Q3,925.904,-0.7384937238493724
gaya district,660,613726.0,Bihar,2021,3,map,insurance,india,2021-Q3,929.8878787878788,4.28
samastipur district,735,806958.0,Bihar,2021,3,map,insurance,india,2021-Q3,1097.9020408163265,0.11363636363636354
banka district,184,270526.0,Bihar,2021,3,map,insurance,india,2021-Q3,1470.25,-0.7496598639455783
purbi champaran district,561,606304.0,Bihar,2021,3,map,insurance,india,2021-Q3,1080.7557932263815,2.0489130434782608
sheohar district,122,104595.0,Bihar,2021,3,map,insurance,india,2021-Q3,857.3360655737705,-0.7825311942959001
bhojpur district,363,400115.0,Bihar,2021,3,map,insurance,india,2021-Q3,1102.2451790633609,1.9754098360655736
madhepura district,235,291320.0,Bihar,2021,4,map,insurance,india,2021-Q4,1239.659574468085,-0.3526170798898072
purnia district,534,691330.0,Bihar,2021,4,map,insurance,india,2021-Q4,1294.625468164794,1.2723404255319148
nalanda district,638,836936.0,Bihar,2021,4,map,insurance,india,2021-Q4,1311.8119122257053,0.19475655430711614
buxar district,357,473522.0,Bihar,2021,4,map,insurance,india,2021-Q4,1326.3921568627452,-0.44043887147335425
darbhanga district,793,870539.0,Bihar,2021,4,map,insurance,india,2021-Q4,1097.7793190416141,1.2212885154061626
nawada district,231,311902.0,Bihar,2021,4,map,insurance,india,2021-Q4,1350.2251082251082,-0.7087011349306431
jamui district,215,298038.0,Bihar,2021,4,map,insurance,india,2021-Q4,1386.2232558139535,-0.06926406926406925
sheikhpura district,192,215533.0,Bihar,2021,4,map,insurance,india,2021-Q4,1122.5677083333333,-0.10697674418604652
siwan district,597,798018.0,Bihar,2021,4,map,insurance,india,2021-Q4,1336.713567839196,2.109375
muzaffarpur district,1372,1563252.0,Bihar,2021,4,map,insurance,india,2021-Q4,1139.396501457726,1.2981574539363483
patna district,5114,5291931.0,Bihar,2021,4,map,insurance,india,2021-Q4,1034.7929213922566,2.727405247813411
jehanabad district,235,280296.0,Bihar,2021,4,map,insurance,india,2021-Q4,1192.7489361702128,-0.9540477121626907
rohtas district,441,655467.0,Bihar,2021,4,map,insurance,india,2021-Q4,1486.3197278911564,0.876595744680851
begusarai district,719,859763.0,Bihar,2021,4,map,insurance,india,2021-Q4,1195.7760778859526,0.6303854875283448
supaul district,262,359714.0,Bihar,2021,4,map,insurance,india,2021-Q4,1372.9541984732825,-0.6356050069541029
sitamarhi district,439,563725.0,Bihar,2021,4,map,insurance,india,2021-Q4,1284.111617312073,0.6755725190839694
saran district,880,1231657.0,Bihar,2021,4,map,insurance,india,2021-Q4,1399.6102272727273,1.0045558086560367
arwal district,109,145040.0,Bihar,2021,4,map,insurance,india,2021-Q4,1330.6422018348624,-0.8761363636363636
vaishali district,1036,1200374.0,Bihar,2021,4,map,insurance,india,2021-Q4,1158.662162162162,8.504587155963304
pashchim champaran district,528,724994.0,Bihar,2021,4,map,insurance,india,2021-Q4,1373.094696969697,-0.49034749034749037
gopalganj district,447,608537.0,Bihar,2021,4,map,insurance,india,2021-Q4,1361.380313199105,-0.15340909090909094
lakhisarai district,136,194737.0,Bihar,2021,4,map,insurance,india,2021-Q4,1431.889705882353,-0.6957494407158837
aurangabad district,379,488037.0,Bihar,2021,4,map,insurance,india,2021-Q4,1287.6965699208442,1.7867647058823528
kaimur bhabua district,151,222765.0,Bihar,2021,4,map,insurance,india,2021-Q4,1475.2649006622516,-0.6015831134564644
araria district,251,336920.0,Bihar,2021,4,map,insurance,india,2021-Q4,1342.3107569721114,0.6622516556291391
munger district,363,430673.0,Bihar,2021,4,map,insurance,india,2021-Q4,1186.426997245179,0.4462151394422311
katihar district,500,630279.0,Bihar,2021,4,map,insurance,india,2021-Q4,1260.558,0.37741046831955916
khagaria district,264,291457.0,Bihar,2021,4,map,insurance,india,2021-Q4,1104.003787878788,-0.472
saharsa district,273,347747.0,Bihar,2021,4,map,insurance,india,2021-Q4,1273.7985347985348,0.03409090909090917
bhagalpur district,818,990253.0,Bihar,2021,4,map,insurance,india,2021-Q4,1210.578239608802,1.9963369963369964
madhubani district,662,932401.0,Bihar,2021,4,map,insurance,india,2021-Q4,1408.4607250755287,-0.19070904645476772
kishanganj district,150,175979.0,Bihar,2021,4,map,insurance,india,2021-Q4,1173.1933333333334,-0.7734138972809668
gaya district,801,890348.0,Bihar,2021,4,map,insurance,india,2021-Q4,1111.54556803995,4.34
samastipur district,836,1098032.0,Bihar,2021,4,map,insurance,india,2021-Q4,1313.4354066985645,0.043695380774032566
banka district,255,418421.0,Bihar,2021,4,map,insurance,india,2021-Q4,1640.8666666666666,-0.6949760765550239
purbi champaran district,667,874730.0,Bihar,2021,4,map,insurance,india,2021-Q4,1311.43928035982,1.615686274509804
sheohar district,98,104185.0,Bihar,2021,4,map,insurance,india,2021-Q4,1063.1122448979593,-0.8530734632683659
bhojpur district,478,614961.0,Bihar,2021,4,map,insurance,india,2021-Q4,1286.5292887029289,3.8775510204081636
madhepura district,184,232517.0,Bihar,2022,1,map,insurance,india,2022-Q1,1263.679347826087,-0.6150627615062761
purnia district,417,581884.0,Bihar,2022,1,map,insurance,india,2022-Q1,1395.4052757793766,1.266304347826087
nalanda district,647,889503.0,Bihar,2022,1,map,insurance,india,2022-Q1,1374.8114374034003,0.5515587529976018
buxar district,297,444661.0,Bihar,2022,1,map,insurance,india,2022-Q1,1497.175084175084,-0.5409582689335395
darbhanga district,716,958014.0,Bihar,2022,1,map,insurance,india,2022-Q1,1338.008379888268,1.410774410774411
nawada district,199,280898.0,Bihar,2022,1,map,insurance,india,2022-Q1,1411.5477386934674,-0.7220670391061452
jamui district,187,295145.0,Bihar,2022,1,map,insurance,india,2022-Q1,1578.3155080213903,-0.06030150753768848
sheikhpura district,157,172089.0,Bihar,2022,1,map,insurance,india,2022-Q1,1096.1082802547771,-0.160427807486631
siwan district,583,843273.0,Bihar,2022,1,map,insurance,india,2022-Q1,1446.4373927958834,2.713375796178344
muzaffarpur district,1211,1664652.0,Bihar,2022,1,map,insurance,india,2022-Q1,1374.6094137076796,1.077186963979417
patna district,4444,5436425.0,Bihar,2022,1,map,insurance,india,2022-Q1,1223.3179567956795,2.6696944673823286
jehanabad district,236,268809.0,Bihar,2022,1,map,insurance,india,2022-Q1,1139.0211864406779,-0.946894689468947
rohtas district,387,705402.0,Bihar,2022,1,map,insurance,india,2022-Q1,1822.7441860465117,0.6398305084745763
begusarai district,665,982309.0,Bihar,2022,1,map,insurance,india,2022-Q1,1477.1563909774436,0.7183462532299743
supaul district,196,295668.0,Bihar,2022,1,map,insurance,india,2022-Q1,1508.5102040816328,-0.7052631578947368
sitamarhi district,338,470086.0,Bihar,2022,1,map,insurance,india,2022-Q1,1390.7869822485206,0.7244897959183674
saran district,698,1079022.0,Bihar,2022,1,map,insurance,india,2022-Q1,1545.8767908309455,1.0650887573964498
arwal district,119,166646.0,Bihar,2022,1,map,insurance,india,2022-Q1,1400.3865546218487,-0.829512893982808
vaishali district,900,1300490.0,Bihar,2022,1,map,insurance,india,2022-Q1,1444.9888888888888,6.563025210084033
pashchim champaran district,457,657165.0,Bihar,2022,1,map,insurance,india,2022-Q1,1437.9978118161926,-0.4922222222222222
gopalganj district,342,589290.0,Bihar,2022,1,map,insurance,india,2022-Q1,1723.0701754385964,-0.25164113785557984
lakhisarai district,192,216525.0,Bihar,2022,1,map,insurance,india,2022-Q1,1127.734375,-0.4385964912280702
aurangabad district,391,681802.0,Bihar,2022,1,map,insurance,india,2022-Q1,1743.7391304347825,1.0364583333333335
kaimur bhabua district,243,337086.0,Bihar,2022,1,map,insurance,india,2022-Q1,1387.1851851851852,-0.3785166240409207
araria district,210,305405.0,Bihar,2022,1,map,insurance,india,2022-Q1,1454.3095238095239,-0.13580246913580252
munger district,652,604211.0,Bihar,2022,1,map,insurance,india,2022-Q1,926.7039877300614,2.104761904761905
katihar district,428,631105.0,Bihar,2022,1,map,insurance,india,2022-Q1,1474.5443925233644,-0.34355828220858897
khagaria district,219,282524.0,Bihar,2022,1,map,insurance,india,2022-Q1,1290.0639269406392,-0.48831775700934577
saharsa district,307,375098.0,Bihar,2022,1,map,insurance,india,2022-Q1,1221.8175895765473,0.4018264840182648
bhagalpur district,790,1009817.0,Bihar,2022,1,map,insurance,india,2022-Q1,1278.2493670886076,1.57328990228013
madhubani district,560,931711.0,Bihar,2022,1,map,insurance,india,2022-Q1,1663.7696428571428,-0.2911392405063291
kishanganj district,111,153658.0,Bihar,2022,1,map,insurance,india,2022-Q1,1384.3063063063064,-0.8017857142857143
gaya district,710,986298.0,Bihar,2022,1,map,insurance,india,2022-Q1,1389.1521126760563,5.396396396396397
samastipur district,846,1134330.0,Bihar,2022,1,map,insurance,india,2022-Q1,1340.8156028368794,0.19154929577464785
banka district,244,441020.0,Bihar,2022,1,map,insurance,india,2022-Q1,1807.4590163934427,-0.7115839243498818
purbi champaran district,492,636410.0,Bihar,2022,1,map,insurance,india,2022-Q1,1293.5162601626016,1.0163934426229506
sheohar district,112,143629.0,Bihar,2022,1,map,insurance,india,2022-Q1,1282.4017857142858,-0.7723577235772358
bhojpur district,366,571159.0,Bihar,2022,1,map,insurance,india,2022-Q1,1560.5437158469945,2.267857142857143
madhepura district,241,334739.0,Bihar,2022,2,map,insurance,india,2022-Q2,1388.9585062240665,-0.3415300546448088
purnia district,579,765476.0,Bihar,2022,2,map,insurance,india,2022-Q2,1322.0656303972366,1.4024896265560165
nalanda district,622,841049.0,Bihar,2022,2,map,insurance,india,2022-Q2,1352.168810289389,0.07426597582037986
buxar district,213,352709.0,Bihar,2022,2,map,insurance,india,2022-Q2,1655.9107981220657,-0.657556270096463
darbhanga district,823,901618.0,Bihar,2022,2,map,insurance,india,2022-Q2,1095.5261239368165,2.863849765258216
nawada district,257,393990.0,Bihar,2022,2,map,insurance,india,2022-Q2,1533.035019455253,-0.6877278250303767
jamui district,215,277834.0,Bihar,2022,2,map,insurance,india,2022-Q2,1292.2511627906977,-0.16342412451361865
sheikhpura district,120,150712.0,Bihar,2022,2,map,insurance,india,2022-Q2,1255.9333333333334,-0.4418604651162791
siwan district,571,845240.0,Bihar,2022,2,map,insurance,india,2022-Q2,1480.2802101576183,3.7583333333333337
muzaffarpur district,1312,1527583.0,Bihar,2022,2,map,insurance,india,2022-Q2,1164.3163109756097,1.2977232924693518
patna district,4980,5796863.0,Bihar,2022,2,map,insurance,india,2022-Q2,1164.0287148594377,2.7957317073170733
jehanabad district,188,280036.0,Bihar,2022,2,map,insurance,india,2022-Q2,1489.5531914893618,-0.9622489959839358
rohtas district,392,554547.0,Bihar,2022,2,map,insurance,india,2022-Q2,1414.6607142857142,1.0851063829787235
begusarai district,734,980380.0,Bihar,2022,2,map,insurance,india,2022-Q2,1335.6675749318802,0.8724489795918366
supaul district,236,333032.0,Bihar,2022,2,map,insurance,india,2022-Q2,1411.1525423728813,-0.6784741144414169
sitamarhi district,429,631962.0,Bihar,2022,2,map,insurance,india,2022-Q2,1473.1048951048951,0.8177966101694916
saran district,831,1134410.0,Bihar,2022,2,map,insurance,india,2022-Q2,1365.1143200962695,0.9370629370629371
arwal district,119,177049.0,Bihar,2022,2,map,insurance,india,2022-Q2,1487.8067226890757,-0.8567990373044525
vaishali district,1030,1332752.0,Bihar,2022,2,map,insurance,india,2022-Q2,1293.9339805825243,7.655462184873949
pashchim champaran district,419,523598.0,Bihar,2022,2,map,insurance,india,2022-Q2,1249.6372315035799,-0.5932038834951456
gopalganj district,302,505681.0,Bihar,2022,2,map,insurance,india,2022-Q2,1674.4403973509934,-0.27923627684964203
lakhisarai district,148,173040.0,Bihar,2022,2,map,insurance,india,2022-Q2,1169.1891891891892,-0.509933774834437
aurangabad district,327,468808.0,Bihar,2022,2,map,insurance,india,2022-Q2,1433.663608562691,1.2094594594594597
kaimur bhabua district,165,246810.0,Bihar,2022,2,map,insurance,india,2022-Q2,1495.8181818181818,-0.4954128440366973
araria district,245,343057.0,Bihar,2022,2,map,insurance,india,2022-Q2,1400.2326530612245,0.48484848484848486
munger district,869,685212.0,Bihar,2022,2,map,insurance,india,2022-Q2,788.506329113924,2.546938775510204
katihar district,480,605789.0,Bihar,2022,2,map,insurance,india,2022-Q2,1262.0604166666667,-0.44764096662830843
khagaria district,279,403085.0,Bihar,2022,2,map,insurance,india,2022-Q2,1444.7491039426523,-0.41874999999999996
saharsa district,288,379111.0,Bihar,2022,2,map,insurance,india,2022-Q2,1316.357638888889,0.032258064516129004
bhagalpur district,806,1158286.0,Bihar,2022,2,map,insurance,india,2022-Q2,1437.0794044665013,1.7986111111111112
madhubani district,536,765513.0,Bihar,2022,2,map,insurance,india,2022-Q2,1428.1958955223881,-0.33498759305210923
kishanganj district,133,182196.0,Bihar,2022,2,map,insurance,india,2022-Q2,1369.8947368421052,-0.7518656716417911
gaya district,781,1127943.0,Bihar,2022,2,map,insurance,india,2022-Q2,1444.2291933418694,4.87218045112782
samastipur district,866,1140296.0,Bihar,2022,2,map,insurance,india,2022-Q2,1316.7390300230948,0.1088348271446864
banka district,230,413190.0,Bihar,2022,2,map,insurance,india,2022-Q2,1796.4782608695652,-0.7344110854503465
purbi champaran district,602,806310.0,Bihar,2022,2,map,insurance,india,2022-Q2,1339.3853820598006,1.617391304347826
sheohar district,91,118708.0,Bihar,2022,2,map,insurance,india,2022-Q2,1304.4835164835165,-0.8488372093023255
bhojpur district,433,554219.0,Bihar,2022,2,map,insurance,india,2022-Q2,1279.9515011547344,3.758241758241758
madhepura district,312,360612.0,Bihar,2022,3,map,insurance,india,2022-Q3,1155.8076923076924,-0.27944572748267893
purnia district,769,969744.0,Bihar,2022,3,map,insurance,india,2022-Q3,1261.0455136540963,1.4647435897435899
nalanda district,802,1007554.0,Bihar,2022,3,map,insurance,india,2022-Q3,1256.3017456359103,0.042912873862158696
buxar district,262,384070.0,Bihar,2022,3,map,insurance,india,2022-Q3,1465.9160305343512,-0.6733167082294265
darbhanga district,978,1175895.0,Bihar,2022,3,map,insurance,india,2022-Q3,1202.346625766871,2.732824427480916
nawada district,328,416328.0,Bihar,2022,3,map,insurance,india,2022-Q3,1269.2926829268292,-0.6646216768916156
jamui district,253,323778.0,Bihar,2022,3,map,insurance,india,2022-Q3,1279.7549407114625,-0.22865853658536583
sheikhpura district,217,251319.0,Bihar,2022,3,map,insurance,india,2022-Q3,1158.152073732719,-0.14229249011857703
siwan district,621,785645.0,Bihar,2022,3,map,insurance,india,2022-Q3,1265.1288244766506,1.8617511520737327
muzaffarpur district,1848,2047804.0,Bihar,2022,3,map,insurance,india,2022-Q3,1108.1190476190477,1.9758454106280192
patna district,6711,7663832.0,Bihar,2022,3,map,insurance,india,2022-Q3,1141.980628818358,2.6314935064935066
jehanabad district,305,358453.0,Bihar,2022,3,map,insurance,india,2022-Q3,1175.255737704918,-0.9545522276858889
rohtas district,490,748040.0,Bihar,2022,3,map,insurance,india,2022-Q3,1526.6122448979593,0.6065573770491803
begusarai district,1010,1185869.0,Bihar,2022,3,map,insurance,india,2022-Q3,1174.1277227722771,1.0612244897959182
supaul district,301,359591.0,Bihar,2022,3,map,insurance,india,2022-Q3,1194.654485049834,-0.7019801980198019
sitamarhi district,576,693893.0,Bihar,2022,3,map,insurance,india,2022-Q3,1204.6753472222222,0.9136212624584719
saran district,1013,1475793.0,Bihar,2022,3,map,insurance,india,2022-Q3,1456.8538993089833,0.7586805555555556
arwal district,142,220383.0,Bihar,2022,3,map,insurance,india,2022-Q3,1551.9929577464789,-0.859822309970385
vaishali district,1495,1738699.0,Bihar,2022,3,map,insurance,india,2022-Q3,1163.009364548495,9.528169014084508
pashchim champaran district,612,713749.0,Bihar,2022,3,map,insurance,india,2022-Q3,1166.2565359477123,-0.5906354515050167
gopalganj district,469,671041.0,Bihar,2022,3,map,insurance,india,2022-Q3,1430.7910447761194,-0.2336601307189542
lakhisarai district,167,193296.0,Bihar,2022,3,map,insurance,india,2022-Q3,1157.4610778443114,-0.6439232409381663
aurangabad district,449,549606.0,Bihar,2022,3,map,insurance,india,2022-Q3,1224.0668151447662,1.6886227544910182
kaimur bhabua district,226,334469.0,Bihar,2022,3,map,insurance,india,2022-Q3,1479.9513274336284,-0.4966592427616926
araria district,375,438329.0,Bihar,2022,3,map,insurance,india,2022-Q3,1168.8773333333334,0.6592920353982301
munger district,548,668235.0,Bihar,2022,3,map,insurance,india,2022-Q3,1219.4069343065694,0.4613333333333334
katihar district,635,825876.0,Bihar,2022,3,map,insurance,india,2022-Q3,1300.5921259842519,0.15875912408759119
khagaria district,341,443598.0,Bihar,2022,3,map,insurance,india,2022-Q3,1300.873900293255,-0.462992125984252
saharsa district,397,440910.0,Bihar,2022,3,map,insurance,india,2022-Q3,1110.6045340050377,0.16422287390029333
bhagalpur district,1030,1287137.0,Bihar,2022,3,map,insurance,india,2022-Q3,1249.647572815534,1.5944584382871536
madhubani district,700,880331.0,Bihar,2022,3,map,insurance,india,2022-Q3,1257.6157142857144,-0.3203883495145631
kishanganj district,234,284796.0,Bihar,2022,3,map,insurance,india,2022-Q3,1217.076923076923,-0.6657142857142857
gaya district,1052,1275154.0,Bihar,2022,3,map,insurance,india,2022-Q3,1212.1235741444866,3.4957264957264957
samastipur district,1037,1446763.0,Bihar,2022,3,map,insurance,india,2022-Q3,1395.1427193828351,-0.014258555133079831
banka district,292,381848.0,Bihar,2022,3,map,insurance,india,2022-Q3,1307.6986301369864,-0.7184185149469624
purbi champaran district,801,834279.0,Bihar,2022,3,map,insurance,india,2022-Q3,1041.5468164794008,1.743150684931507
sheohar district,134,156696.0,Bihar,2022,3,map,insurance,india,2022-Q3,1169.3731343283582,-0.83270911360799
bhojpur district,579,710836.0,Bihar,2022,3,map,insurance,india,2022-Q3,1227.6960276338514,3.32089552238806
madhepura district,388,475077.0,Bihar,2022,4,map,insurance,india,2022-Q4,1224.4252577319587,-0.3298791018998273
purnia district,915,1262372.0,Bihar,2022,4,map,insurance,india,2022-Q4,1379.6415300546448,1.3582474226804124
nalanda district,944,1190812.0,Bihar,2022,4,map,insurance,india,2022-Q4,1261.4533898305085,0.03169398907103815
buxar district,379,527851.0,Bihar,2022,4,map,insurance,india,2022-Q4,1392.7467018469656,-0.5985169491525424
darbhanga district,1183,1530684.0,Bihar,2022,4,map,insurance,india,2022-Q4,1293.9002535925613,2.1213720316622693
nawada district,366,519474.0,Bihar,2022,4,map,insurance,india,2022-Q4,1419.327868852459,-0.6906170752324599
jamui district,653,767702.0,Bihar,2022,4,map,insurance,india,2022-Q4,1175.6539050535987,0.784153005464481
sheikhpura district,157,217169.0,Bihar,2022,4,map,insurance,india,2022-Q4,1383.2420382165606,-0.7595712098009189
siwan district,846,1156245.0,Bihar,2022,4,map,insurance,india,2022-Q4,1366.7198581560283,4.388535031847134
muzaffarpur district,2305,2622512.0,Bihar,2022,4,map,insurance,india,2022-Q4,1137.7492407809111,1.7245862884160759
patna district,7741,8886520.0,Bihar,2022,4,map,insurance,india,2022-Q4,1147.9808810231236,2.358351409978308
jehanabad district,337,394075.0,Bihar,2022,4,map,insurance,india,2022-Q4,1169.3620178041542,-0.956465572923395
rohtas district,615,960045.0,Bihar,2022,4,map,insurance,india,2022-Q4,1561.0487804878048,0.8249258160237389
begusarai district,1065,1313395.0,Bihar,2022,4,map,insurance,india,2022-Q4,1233.2347417840376,0.7317073170731707
supaul district,338,451200.0,Bihar,2022,4,map,insurance,india,2022-Q4,1334.9112426035504,-0.6826291079812207
sitamarhi district,720,819838.0,Bihar,2022,4,map,insurance,india,2022-Q4,1138.6638888888888,1.1301775147928996
saran district,1260,1760294.0,Bihar,2022,4,map,insurance,india,2022-Q4,1397.0587301587302,0.75
arwal district,183,252011.0,Bihar,2022,4,map,insurance,india,2022-Q4,1377.1092896174864,-0.8547619047619047
vaishali district,1553,1950312.0,Bihar,2022,4,map,insurance,india,2022-Q4,1255.835157759176,7.4863387978142075
pashchim champaran district,639,899415.0,Bihar,2022,4,map,insurance,india,2022-Q4,1407.5352112676057,-0.5885383129426915
gopalganj district,493,817014.0,Bihar,2022,4,map,insurance,india,2022-Q4,1657.2292089249493,-0.22848200312989042
lakhisarai district,232,352021.0,Bihar,2022,4,map,insurance,india,2022-Q4,1517.3318965517242,-0.5294117647058824
aurangabad district,526,855196.0,Bihar,2022,4,map,insurance,india,2022-Q4,1625.8479087452472,1.2672413793103448
kaimur bhabua district,236,382037.0,Bihar,2022,4,map,insurance,india,2022-Q4,1618.800847457627,-0.5513307984790874
araria district,419,605578.0,Bihar,2022,4,map,insurance,india,2022-Q4,1445.293556085919,0.7754237288135593
munger district,547,725502.0,Bihar,2022,4,map,insurance,india,2022-Q4,1326.3290676416818,0.305489260143198
katihar district,737,1086841.0,Bihar,2022,4,map,insurance,india,2022-Q4,1474.6824966078698,0.3473491773308959
khagaria district,439,648593.0,Bihar,2022,4,map,insurance,india,2022-Q4,1477.4328018223234,-0.4043419267299865
saharsa district,473,577623.0,Bihar,2022,4,map,insurance,india,2022-Q4,1221.1902748414377,0.07744874715261951
bhagalpur district,1277,1839829.0,Bihar,2022,4,map,insurance,india,2022-Q4,1440.7431480031323,1.699788583509514
madhubani district,930,1430124.0,Bihar,2022,4,map,insurance,india,2022-Q4,1537.7677419354839,-0.27173061863743153
kishanganj district,270,388500.0,Bihar,2022,4,map,insurance,india,2022-Q4,1438.888888888889,-0.7096774193548387
gaya district,1156,1515312.0,Bihar,2022,4,map,insurance,india,2022-Q4,1310.8235294117646,3.2814814814814817
samastipur district,1371,1741058.0,Bihar,2022,4,map,insurance,india,2022-Q4,1269.9183078045223,0.1859861591695502
banka district,426,672199.0,Bihar,2022,4,map,insurance,india,2022-Q4,1577.9319248826291,-0.6892778993435449
