name,count,amount,state,year,quarter,country,date,avg_transaction_value,growth
devbhumi dwarka district,162667,29402824.0,Gujarat,2023,3,india,2023-Q3,180.75469517480497,-0.6496684420112724
rajkot district,1167848,87736067.0,Gujarat,2023,3,india,2023-Q3,75.12627242586365,6.1793787307812895
aravallis district,259417,43618391.0,Gujarat,2023,3,india,2023-Q3,168.14006406673425,-0.7778674964550181
chhotaudepur district,109721,43061604.0,Gujarat,2023,3,india,2023-Q3,392.46456011155567,-0.5770477647956764
botad district,222558,33589302.0,Gujarat,2023,3,india,2023-Q3,150.92381311837812,1.0283993036884462
bharuch district,955541,48535847.0,Gujarat,2023,3,india,2023-Q3,50.79410197992551,3.2934471014297397
bhavnagar district,784444,51079563.0,Gujarat,2023,3,india,2023-Q3,65.11562711933549,-0.17905772750724458
junagadh district,334954,37092145.0,Gujarat,2023,3,india,2023-Q3,110.73802671411597,-0.5730045739402685
mahesana district,864845,31938408.0,Gujarat,2023,3,india,2023-Q3,36.929632477495964,1.5819814064020732
the dangs district,30986,28418475.0,Gujarat,2023,3,india,2023-Q3,917.139191893113,-0.964171614566772
kheda district,531367,37524184.0,Gujarat,2023,3,india,2023-Q3,70.6182054963895,16.1486155037759
surat district,4238878,42874494.0,Gujarat,2023,3,india,2023-Q3,10.114585510599738,6.977307585905787
porbandar district,116719,16619043.0,Gujarat,2023,3,india,2023-Q3,142.38507012568647,-0.9724646474845466
gandhinagar district,1044993,19640585.0,Gujarat,2023,3,india,2023-Q3,18.794944080965134,7.953066767193002
panch mahals district,349209,56191422.0,Gujarat,2023,3,india,2023-Q3,160.91057790606772,-0.6658264696509929
narmada district,96573,41291465.0,Gujarat,2023,3,india,2023-Q3,427.5673842585402,-0.7234521447041743
gir somnath district,290226,48135785.0,Gujarat,2023,3,india,2023-Q3,165.85621205543265,2.005249914572396
valsad district,852301,48092794.0,Gujarat,2023,3,india,2023-Q3,56.42700642144031,1.9366803801175636
mahisagar district,156901,32352434.0,Gujarat,2023,3,india,2023-Q3,206.19648058329776,-0.8159089335809767
sabar kantha district,450547,47901522.0,Gujarat,2023,3,india,2023-Q3,106.31859051330937,1.8715368289558385
tapi district,177207,22562050.0,Gujarat,2023,3,india,2023-Q3,127.32030901713814,-0.6066847631878582
vadodara district,1789238,38280832.0,Gujarat,2023,3,india,2023-Q3,21.395047500667882,9.096881048717037
banas kantha district,1074757,136797869.0,Gujarat,2023,3,india,2023-Q3,127.28260341640018,-0.3993213870932766
amreli district,335190,61940571.0,Gujarat,2023,3,india,2023-Q3,184.7924192249172,-0.6881248505476121
ahmadabad district,5105557,61905156.0,Gujarat,2023,3,india,2023-Q3,12.125054328058622,14.231829708523524
dohad district,258572,78361152.0,Gujarat,2023,3,india,2023-Q3,303.05350927401264,-0.9493547912597979
navsari district,371393,16713597.0,Gujarat,2023,3,india,2023-Q3,45.0024556197882,0.43632334514177873
patan district,438627,48303625.0,Gujarat,2023,3,india,2023-Q3,110.1246047324948,0.1810319526754678
kachchh district,888857,143539009.0,Gujarat,2023,3,india,2023-Q3,161.4871784775279,1.026452999929325
surendranagar district,418160,90077532.0,Gujarat,2023,3,india,2023-Q3,215.41403290606468,-0.5295531227182775
morbi district,367378,86008211.0,Gujarat,2023,3,india,2023-Q3,234.1136676665451,-0.12144155347235508
anand district,697852,44138656.0,Gujarat,2023,4,india,2023-Q4,63.24930787616859,0.899547604919184
jamnagar district,481628,37471589.0,Gujarat,2023,4,india,2023-Q4,77.80193219663309,-0.309842201498312
devbhumi dwarka district,169269,14585778.0,Gujarat,2023,4,india,2023-Q4,86.1692217712635,-0.6485482571611285
rajkot district,1210023,101399666.0,Gujarat,2023,4,india,2023-Q4,83.79978397104848,6.148520993211988
aravallis district,269093,23928595.0,Gujarat,2023,4,india,2023-Q4,88.9231418134251,-0.7776133180939536
chhotaudepur district,114032,15446549.0,Gujarat,2023,4,india,2023-Q4,135.4580205556335,-0.5762357251953785
botad district,231497,22549990.0,Gujarat,2023,4,india,2023-Q4,97.40942647204932,1.0301055843973623
bharuch district,991279,84491734.0,Gujarat,2023,4,india,2023-Q4,85.23506903707231,3.282038212158257
bhavnagar district,814921,56517052.0,Gujarat,2023,4,india,2023-Q4,69.35279861483505,-0.17790954917838464
junagadh district,347650,26168873.0,Gujarat,2023,4,india,2023-Q4,75.27361714367899,-0.573394230851825
mahesana district,895934,57536083.0,Gujarat,2023,4,india,2023-Q4,64.21910877363734,1.5771149144254277
the dangs district,32163,4882941.0,Gujarat,2023,4,india,2023-Q4,151.81858035631004,-0.9641011503079467
kheda district,551513,46870073.0,Gujarat,2023,4,india,2023-Q4,84.98452982975923,16.1474364953518
surat district,4396038,275744000.0,Gujarat,2023,4,india,2023-Q4,62.72557243590706,6.970869227017314
porbandar district,121178,9140411.0,Gujarat,2023,4,india,2023-Q4,75.42962418920926,-0.9724347241766336
gandhinagar district,1080850,67966824.0,Gujarat,2023,4,india,2023-Q4,62.8827533885368,7.919523345821849
panch mahals district,362520,45815881.0,Gujarat,2023,4,india,2023-Q4,126.38166445989187,-0.6645973076745154
narmada district,100387,11043651.0,Gujarat,2023,4,india,2023-Q4,110.01076832657616,-0.7230856228621869
gir somnath district,301672,23230024.0,Gujarat,2023,4,india,2023-Q4,77.00424301890796,2.005090300536922
valsad district,883746,78415702.0,Gujarat,2023,4,india,2023-Q4,88.73104036680222,1.9294929592404997
mahisagar district,163011,19609970.0,Gujarat,2023,4,india,2023-Q4,120.2984461171332,-0.815545416895805
sabar kantha district,467100,34896165.0,Gujarat,2023,4,india,2023-Q4,74.70812459858702,1.8654507977989216
tapi district,183785,21153705.0,Gujarat,2023,4,india,2023-Q4,115.10028021873384,-0.6065403553842861
vadodara district,1851909,114081455.0,Gujarat,2023,4,india,2023-Q4,61.602084659667405,9.076496993769894
banas kantha district,1116214,89516028.0,Gujarat,2023,4,india,2023-Q4,80.19611651529188,-0.3972630404625713
amreli district,348654,31125995.0,Gujarat,2023,4,india,2023-Q4,89.27473942648012,-0.6876459173599327
ahmadabad district,5282400,311839231.0,Gujarat,2023,4,india,2023-Q4,59.03362694987127,14.15083721970779
dohad district,267994,50869903.0,Gujarat,2023,4,india,2023-Q4,189.81732053702694,-0.949266621232773
navsari district,384813,26842023.0,Gujarat,2023,4,india,2023-Q4,69.75342049255093,0.4359015500347023
patan district,455269,35147713.0,Gujarat,2023,4,india,2023-Q4,77.20207833171158,0.18309152757313285
kachchh district,922553,77520557.0,Gujarat,2023,4,india,2023-Q4,84.02829647727556,1.0263909908208113
surendranagar district,434391,37705071.0,Gujarat,2023,4,india,2023-Q4,86.79984391941822,-0.5291424991301312
morbi district,381317,52429177.0,Gujarat,2023,4,india,2023-Q4,137.49498973295184,-0.12218024774914771
anand district,725286,47712353.0,Gujarat,2024,1,india,2024-Q1,65.7841913396922,0.9020552453732722
jamnagar district,502043,103491091.0,Gujarat,2024,1,india,2024-Q1,206.13989439151626,-0.3077999575339935
devbhumi dwarka district,177051,55135369.0,Gujarat,2024,1,india,2024-Q1,311.4095317168499,-0.6473389729564998
rajkot district,1258350,153387378.0,Gujarat,2024,1,india,2024-Q1,121.89563952795328,6.107274175237643
aravallis district,280637,41011031.0,Gujarat,2024,1,india,2024-Q1,146.13550957286458,-0.7769801724480471
chhotaudepur district,119543,76259410.0,Gujarat,2024,1,india,2024-Q1,637.924512518508,-0.5740297964986798
botad district,241676,31722303.0,Gujarat,2024,1,india,2024-Q1,131.25963273142554,1.0216658440895743
bharuch district,1032496,65684071.0,Gujarat,2024,1,india,2024-Q1,63.616780113433855,3.2722322448236483
bhavnagar district,849932,69328239.0,Gujarat,2024,1,india,2024-Q1,81.5691596504191,-0.17681811842370332
junagadh district,362721,55200486.0,Gujarat,2024,1,india,2024-Q1,152.18442273813758,-0.5732352705863528
mahesana district,931768,44584198.0,Gujarat,2024,1,india,2024-Q1,47.84903323574109,1.5688283832477303
the dangs district,33734,44394519.0,Gujarat,2024,1,india,2024-Q1,1316.0170451176855,-0.9637957088030497
kheda district,574412,41455807.0,Gujarat,2024,1,india,2024-Q1,72.17085819934124,16.02768719985771
surat district,4569769,60117201.0,Gujarat,2024,1,india,2024-Q1,13.155413544973499,6.955559772428153
porbandar district,126509,34106094.0,Gujarat,2024,1,india,2024-Q1,269.5942106885676,-0.9723161061314041
gandhinagar district,1122367,26275839.0,Gujarat,2024,1,india,2024-Q1,23.411093697516055,7.871835205400407
panch mahals district,378230,71211579.0,Gujarat,2024,1,india,2024-Q1,188.27586124844672,-0.6630068417906085
narmada district,104913,59601688.0,Gujarat,2024,1,india,2024-Q1,568.1058400770162,-0.7226211564392037
gir somnath district,314774,31816020.0,Gujarat,2024,1,india,2024-Q1,101.07575593918176,2.000333609752843
valsad district,919660,69230695.0,Gujarat,2024,1,india,2024-Q1,75.27857577800492,1.9216517247294886
mahisagar district,170321,52391947.0,Gujarat,2024,1,india,2024-Q1,307.6070889673029,-0.8148000347954679
sabar kantha district,486544,69518281.0,Gujarat,2024,1,india,2024-Q1,142.8817969186754,1.8566295406908133
tapi district,191321,29632547.0,Gujarat,2024,1,india,2024-Q1,154.88392283126265,-0.606775543424644
vadodara district,1923948,62236670.0,Gujarat,2024,1,india,2024-Q1,32.34841586155135,9.056125569069783
banas kantha district,1165004,180333087.0,Gujarat,2024,1,india,2024-Q1,154.79181788217036,-0.39447219987234583
amreli district,364743,90760710.0,Gujarat,2024,1,india,2024-Q1,248.83468634079338,-0.6869169547915716
ahmadabad district,5485010,78387058.0,Gujarat,2024,1,india,2024-Q1,14.291142222165503,14.03801306673466
dohad district,279800,92944959.0,Gujarat,2024,1,india,2024-Q1,332.1835561115082,-0.9489882425009253
navsari district,400390,20591803.0,Gujarat,2024,1,india,2024-Q1,51.42936387022653,0.43098641887062183
patan district,475027,93489428.0,Gujarat,2024,1,india,2024-Q1,196.80866140240448,0.18641074951921865
kachchh district,962243,218768815.0,Gujarat,2024,1,india,2024-Q1,227.3529815233782,1.025659594086231
surendranagar district,454008,130488828.0,Gujarat,2024,1,india,2024-Q1,287.41526140508535,-0.528177393859971
morbi district,397742,90530684.0,Gujarat,2024,1,india,2024-Q1,227.61157735416427,-0.1239317368856937
anand district,753085,28070616.0,Gujarat,2024,2,india,2024-Q2,37.27416692670814,0.8934007472180459
jamnagar district,521447,72533623.0,Gujarat,2024,2,india,2024-Q2,139.10066219577445,-0.3075854651201392
devbhumi dwarka district,183979,48610121.0,Gujarat,2024,2,india,2024-Q2,264.21559525815445,-0.6471760313128659
rajkot district,1306577,108008646.0,Gujarat,2024,2,india,2024-Q2,82.6653507600394,6.101772484903169
aravallis district,291603,56532009.0,Gujarat,2024,2,india,2024-Q2,193.86634911163466,-0.7768191235572033
chhotaudepur district,124295,99102579.0,Gujarat,2024,2,india,2024-Q2,797.3175027153144,-0.5737526705829501
botad district,251325,33192484.0,Gujarat,2024,2,india,2024-Q2,132.06996518452203,1.022004103141719
bharuch district,1072930,82915654.0,Gujarat,2024,2,india,2024-Q2,77.27964918494217,3.269093802844922
bhavnagar district,883954,110515879.0,Gujarat,2024,2,india,2024-Q2,125.02446846781619,-0.17613078206406751
junagadh district,376596,70489767.0,Gujarat,2024,2,india,2024-Q2,187.17609055858267,-0.5739642560585732
mahesana district,967060,37617369.0,Gujarat,2024,2,india,2024-Q2,38.89869191156702,1.5678976940806595
the dangs district,35094,50330234.0,Gujarat,2024,2,india,2024-Q2,1434.1549552630079,-0.9637106280892602
kheda district,597375,40872889.0,Gujarat,2024,2,india,2024-Q2,68.4208227662691,16.022140536843906
surat district,4747919,64213609.0,Gujarat,2024,2,india,2024-Q2,13.524579715871312,6.947970705168445
porbandar district,131548,35839487.0,Gujarat,2024,2,india,2024-Q2,272.44418007115274,-0.9722935458671472
gandhinagar district,1164291,24857710.0,Gujarat,2024,2,india,2024-Q2,21.350083441338978,7.850693283060176
panch mahals district,393384,96143003.0,Gujarat,2024,2,india,2024-Q2,244.39988154068288,-0.6621257056869803
narmada district,108994,74933056.0,Gujarat,2024,2,india,2024-Q2,687.497073233389,-0.72293230024607
gir somnath district,327261,52081951.0,Gujarat,2024,2,india,2024-Q2,159.14499741796303,2.00255977393251
valsad district,955703,71747738.0,Gujarat,2024,2,india,2024-Q2,75.07325811470719,1.9203082554902662
mahisagar district,177065,65633451.0,Gujarat,2024,2,india,2024-Q2,370.67433428402,-0.8147280065041127
sabar kantha district,505272,67912043.0,Gujarat,2024,2,india,2024-Q2,134.40689965008946,1.8535961370118317
tapi district,198724,35740123.0,Gujarat,2024,2,india,2024-Q2,179.84804553048448,-0.6066989661014266
vadodara district,1996837,42658393.0,Gujarat,2024,2,india,2024-Q2,21.362982056121755,9.048293110042069
banas kantha district,1210784,169819714.0,Gujarat,2024,2,india,2024-Q2,140.2559944630917,-0.3936490559820356
amreli district,379190,78875112.0,Gujarat,2024,2,india,2024-Q2,208.0094728236504,-0.6868227528609563
ahmadabad district,5693015,73682060.0,Gujarat,2024,2,india,2024-Q2,12.942537477944464,14.01362113979799
dohad district,290721,143241076.0,Gujarat,2024,2,india,2024-Q2,492.7097664083434,-0.9489337372200846
navsari district,416240,27035132.0,Gujarat,2024,2,india,2024-Q2,64.95082644628098,0.43175071632252227
patan district,493248,47658430.0,Gujarat,2024,2,india,2024-Q2,96.62163860775918,0.1850086488564291
kachchh district,999285,221315027.0,Gujarat,2024,2,india,2024-Q2,221.47338046703393,1.0259281335149866
surendranagar district,471820,111022931.0,Gujarat,2024,2,india,2024-Q2,235.30781018184902,-0.5278424073212347
morbi district,413264,75795527.0,Gujarat,2024,2,india,2024-Q2,183.40704005187968,-0.12410665084142258
anand district,647216,45986935.0,Gujarat,2024,3,india,2024-Q3,71.05345819633631,0.5661078632544814
jamnagar district,545665,107566918.0,Gujarat,2024,3,india,2024-Q3,197.12995702491455,-0.15690434105460926
devbhumi dwarka district,177046,53310415.0,Gujarat,2024,3,india,2024-Q3,301.11053059656814,-0.6755408538205676
aravalli district,313257,66475649.0,Gujarat,2024,3,india,2024-Q3,212.20802408246263,0.769353727279916
rajkot district,1464200,213887792.0,Gujarat,2024,3,india,2024-Q3,146.07826253244093,3.674117417966717
chhotaudepur district,138315,71576575.0,Gujarat,2024,3,india,2024-Q3,517.4896070563568,-0.9055354459773255
botad district,256100,45726266.0,Gujarat,2024,3,india,2024-Q3,178.54848106208513,0.8515706900914579
bharuch district,1024612,116797870.0,Gujarat,2024,3,india,2024-Q3,113.99229171627894,3.0008278016399847
bhavnagar district,792860,95871281.0,Gujarat,2024,3,india,2024-Q3,120.9182970511818,-0.22618513154247655
ahmedabad district,5580316,126474497.0,Gujarat,2024,3,india,2024-Q3,22.664396962465926,6.038211033473753
junagadh district,353548,72455646.0,Gujarat,2024,3,india,2024-Q3,204.93863916639324,-0.936643731286902
dahod district,427256,89263582.0,Gujarat,2024,3,india,2024-Q3,208.92294549403636,0.20848088519804953
mahesana district,954366,50525087.0,Gujarat,2024,3,india,2024-Q3,52.94099643113858,1.2337100005617243
kheda district,586011,38327751.0,Gujarat,2024,3,india,2024-Q3,65.40449070068651,-0.38596827632166275
surat district,4957655,52739198.0,Gujarat,2024,3,india,2024-Q3,10.637932248210092,7.460003310518061
porbandar district,124533,71701059.0,Gujarat,2024,3,india,2024-Q3,575.7595095275951,-0.9748806643463492
gandhinagar district,1231807,20314121.0,Gujarat,2024,3,india,2024-Q3,16.491318039270762,8.891410308914104
narmada district,121653,56620751.0,Gujarat,2024,3,india,2024-Q3,465.4283166054269,-0.9012402105199921
gir somnath district,312329,29848779.0,Gujarat,2024,3,india,2024-Q3,95.5683878218161,1.5673760614205978
valsad district,992156,83067747.0,Gujarat,2024,3,india,2024-Q3,83.7244818355178,2.176637456015932
panchmahals district,450615,53491187.0,Gujarat,2024,3,india,2024-Q3,118.70707144680048,-0.5458224311499401
mahisagar district,204977,46387721.0,Gujarat,2024,3,india,2024-Q3,226.30695639022915,-0.5451172286763646
tapi district,201183,44350924.0,Gujarat,2024,3,india,2024-Q3,220.45065437934616,-0.018509393736858226
vadodara district,1840568,43986518.0,Gujarat,2024,3,india,2024-Q3,23.898338991007122,8.148725289910182
sabarkantha district,508954,95998232.0,Gujarat,2024,3,india,2024-Q3,188.61868066662214,-0.7234799257620474
amreli district,342497,156675525.0,Gujarat,2024,3,india,2024-Q3,457.4507951894469,-0.3270570621313518
navsari district,391077,21009968.0,Gujarat,2024,3,india,2024-Q3,53.72335371295167,0.14184065845832228
patan district,516521,106982742.0,Gujarat,2024,3,india,2024-Q3,207.12176658838652,0.3207654758525815
kachchh district,1163061,331583795.0,Gujarat,2024,3,india,2024-Q3,285.09579033257927,1.2517206464015982
surendranagar district,485074,208528266.0,Gujarat,2024,3,india,2024-Q3,429.8895962265551,-0.58293331132245
dangs district,44548,45197445.0,Gujarat,2024,3,india,2024-Q3,1014.5785444913352,-0.908162465933033
morbi district,563373,121462957.0,Gujarat,2024,3,india,2024-Q3,215.59953529899374,11.646426326658885
banaskantha district,1368759,88890341.0,Gujarat,2024,3,india,2024-Q3,64.94228786806151,1.429578627303758
anand district,665640,50093583.0,Gujarat,2024,4,india,2024-Q4,75.25626915449793,-0.513690868881958
jamnagar district,560824,46768001.0,Gujarat,2024,4,india,2024-Q4,83.39158274253599,-0.15746649840754767
devbhumi dwarka district,183421,17975178.0,Gujarat,2024,4,india,2024-Q4,97.99956384492506,-0.6729437399255381
aravalli district,324152,28438750.0,Gujarat,2024,4,india,2024-Q4,87.73276117377033,0.7672567481368
rajkot district,1505556,117943793.0,Gujarat,2024,4,india,2024-Q4,78.3390275751948,3.6445988301784347
chhotaudepur district,143660,21664654.0,Gujarat,2024,4,india,2024-Q4,150.8050535987749,-0.9045801019689736
botad district,265046,22622315.0,Gujarat,2024,4,india,2024-Q4,85.35241052496548,0.8449533621049701
bharuch district,1050539,137363256.0,Gujarat,2024,4,india,2024-Q4,130.75502765723118,2.963610090323944
bhavnagar district,819511,68435635.0,Gujarat,2024,4,india,2024-Q4,83.5078906811501,-0.2199137775941683
ahmedabad district,5702922,352843537.0,Gujarat,2024,4,india,2024-Q4,61.87065805914933,5.9589328270151345
junagadh district,367916,33575586.0,Gujarat,2024,4,india,2024-Q4,91.25883625610193,-0.9354864050393815
dahod district,447555,62556982.0,Gujarat,2024,4,india,2024-Q4,139.7749595021841,0.2164597353743789
mahesana district,981097,67109466.0,Gujarat,2024,4,india,2024-Q4,68.40247804243617,1.1921261074057936
kheda district,604149,51080059.0,Gujarat,2024,4,india,2024-Q4,84.54877687457895,-0.38421073553379537
surat district,5048172,380913927.0,Gujarat,2024,4,india,2024-Q4,75.45581390649923,7.355839370751255
porbandar district,128617,14346709.0,Gujarat,2024,4,india,2024-Q4,111.54597759238669,-0.9745220646206191
gandhinagar district,1260236,84687448.0,Gujarat,2024,4,india,2024-Q4,67.19967371190793,8.79836258037429
narmada district,126509,14924597.0,Gujarat,2024,4,india,2024-Q4,117.97261064430198,-0.8996148340469563
gir somnath district,324552,28125080.0,Gujarat,2024,4,india,2024-Q4,86.65816263649585,1.5654459366527282
valsad district,1018017,93164876.0,Gujarat,2024,4,india,2024-Q4,91.51603165762458,2.1366837979738222
panchmahals district,465183,54657492.0,Gujarat,2024,4,india,2024-Q4,117.49675289079782,-0.5430498704834987
mahisagar district,212715,24053307.0,Gujarat,2024,4,india,2024-Q4,113.07762499118539,-0.542728345618821
tapi district,208255,22100156.0,Gujarat,2024,4,india,2024-Q4,106.12065016446184,-0.02096702160167363
vadodara district,1888611,119069394.0,Gujarat,2024,4,india,2024-Q4,63.04601318111565,8.06874264723536
sabarkantha district,525073,53253882.0,Gujarat,2024,4,india,2024-Q4,101.42186324568203,-0.7219792747156508
amreli district,356569,36686298.0,Gujarat,2024,4,india,2024-Q4,102.8869531563316,-0.32091537748084553
navsari district,402180,28851000.0,Gujarat,2024,4,india,2024-Q4,71.73653587945697,0.1279163359686344
patan district,534523,44423636.0,Gujarat,2024,4,india,2024-Q4,83.10893263713629,0.32906410065144964
kachchh district,1194949,95097718.0,Gujarat,2024,4,india,2024-Q4,79.583076767293,1.235542717525719
surendranagar district,501731,49402966.0,Gujarat,2024,4,india,2024-Q4,98.46504601071092,-0.5801235031787968
dangs district,46536,7825578.0,Gujarat,2024,4,india,2024-Q4,168.1618102114492,-0.9072491036033253
morbi district,580179,58240080.0,Gujarat,2024,4,india,2024-Q4,100.38295077898373,11.467315626611656
banaskantha district,1417046,118129204.0,Gujarat,2024,4,india,2024-Q4,83.36299880173262,1.4424289745061438
yamunanagar district,46198,0.0,Haryana,2018,1,india,2018-Q1,0.0,
sonipat district,79638,0.0,Haryana,2018,1,india,2018-Q1,0.0,0.7238408589116412
jind district,51815,0.0,Haryana,2018,1,india,2018-Q1,0.0,-0.34936839197368086
rohtak district,62452,0.0,Haryana,2018,1,india,2018-Q1,0.0,0.20528804400270184
faridabad district,231504,0.0,Haryana,2018,1,india,2018-Q1,0.0,2.706910907577019
mahendragarh district,45460,0.0,Haryana,2018,1,india,2018-Q1,0.0,-0.8036319026885065
hisar district,113872,0.0,Haryana,2018,1,india,2018-Q1,0.0,1.504883413990321
karnal district,73612,0.0,Haryana,2018,1,india,2018-Q1,0.0,-0.3535548686244204
fatehabad district,48955,0.0,Haryana,2018,1,india,2018-Q1,0.0,-0.33495897408031294
palwal district,48774,0.0,Haryana,2018,1,india,2018-Q1,0.0,-0.0036972730058216774
charkhi dadri district,14712,0.0,Haryana,2018,1,india,2018-Q1,0.0,-0.6983638823963587
ambala district,54127,0.0,Haryana,2018,1,india,2018-Q1,0.0,2.67910549211528
rewari district,85350,0.0,Haryana,2018,1,india,2018-Q1,0.0,0.57684704491289
panchkula district,41867,0.0,Haryana,2018,1,india,2018-Q1,0.0,-0.5094669009958992
bhiwani district,57585,0.0,Haryana,2018,1,india,2018-Q1,0.0,0.3754269472376812
sirsa district,70800,0.0,Haryana,2018,1,india,2018-Q1,0.0,0.22948684553269083
mewat district,29541,0.0,Haryana,2018,1,india,2018-Q1,0.0,-0.5827542372881356
panipat district,74739,0.0,Haryana,2018,1,india,2018-Q1,0.0,1.530009139839545
gurugram district,474081,0.0,Haryana,2018,1,india,2018-Q1,0.0,5.343154176534339
kaithal district,41222,0.0,Haryana,2018,1,india,2018-Q1,0.0,-0.913048614055404
kurukshetra district,47932,0.0,Haryana,2018,1,india,2018-Q1,0.0,0.16277715782834412
jhajjar district,53121,0.0,Haryana,2018,1,india,2018-Q1,0.0,0.10825753150296258
yamunanagar district,62261,0.0,Haryana,2018,2,india,2018-Q2,0.0,0.17206001393046066
sonipat district,106837,0.0,Haryana,2018,2,india,2018-Q2,0.0,0.7159538073593421
jind district,68635,0.0,Haryana,2018,2,india,2018-Q2,0.0,-0.3575727510132257
rohtak district,82822,0.0,Haryana,2018,2,india,2018-Q2,0.0,0.20670211990966703
faridabad district,306358,0.0,Haryana,2018,2,india,2018-Q2,0.0,2.698993021177948
mahendragarh district,60336,0.0,Haryana,2018,2,india,2018-Q2,0.0,-0.8030539434256654
hisar district,147599,0.0,Haryana,2018,2,india,2018-Q2,0.0,1.446284142137364
karnal district,98276,0.0,Haryana,2018,2,india,2018-Q2,0.0,-0.33416893068381226
fatehabad district,63066,0.0,Haryana,2018,2,india,2018-Q2,0.0,-0.3582766901379788
palwal district,64886,0.0,Haryana,2018,2,india,2018-Q2,0.0,0.028858656011162998
charkhi dadri district,19559,0.0,Haryana,2018,2,india,2018-Q2,0.0,-0.698563634682366
ambala district,73358,0.0,Haryana,2018,2,india,2018-Q2,0.0,2.7506007464594306
rewari district,113056,0.0,Haryana,2018,2,india,2018-Q2,0.0,0.5411543389950653
panchkula district,56729,0.0,Haryana,2018,2,india,2018-Q2,0.0,-0.4982221200113218
bhiwani district,75485,0.0,Haryana,2018,2,india,2018-Q2,0.0,0.3306245482909975
sirsa district,91908,0.0,Haryana,2018,2,india,2018-Q2,0.0,0.21756640392130877
mewat district,41358,0.0,Haryana,2018,2,india,2018-Q2,0.0,-0.5500065282673978
panipat district,101243,0.0,Haryana,2018,2,india,2018-Q2,0.0,1.4479665360994245
gurugram district,621718,0.0,Haryana,2018,2,india,2018-Q2,0.0,5.1408492438983435
kaithal district,55832,0.0,Haryana,2018,2,india,2018-Q2,0.0,-0.9101972276820037
kurukshetra district,64186,0.0,Haryana,2018,2,india,2018-Q2,0.0,0.14962745378994136
jhajjar district,71713,0.0,Haryana,2018,2,india,2018-Q2,0.0,0.11726856323808921
yamunanagar district,77303,0.0,Haryana,2018,3,india,2018-Q3,0.0,0.07794960467418743
sonipat district,132705,0.0,Haryana,2018,3,india,2018-Q3,0.0,0.7166862864313157
jind district,84500,0.0,Haryana,2018,3,india,2018-Q3,0.0,-0.36324931238461244
rohtak district,101649,0.0,Haryana,2018,3,india,2018-Q3,0.0,0.2029467455621301
faridabad district,383316,0.0,Haryana,2018,3,india,2018-Q3,0.0,2.770976595933064
mahendragarh district,74545,0.0,Haryana,2018,3,india,2018-Q3,0.0,-0.8055259890012418
hisar district,176380,0.0,Haryana,2018,3,india,2018-Q3,0.0,1.3660875980951102
karnal district,121471,0.0,Haryana,2018,3,india,2018-Q3,0.0,-0.31131080621385643
fatehabad district,75108,0.0,Haryana,2018,3,india,2018-Q3,0.0,-0.38167957784162476
palwal district,81688,0.0,Haryana,2018,3,india,2018-Q3,0.0,0.08760717899557968
charkhi dadri district,24373,0.0,Haryana,2018,3,india,2018-Q3,0.0,-0.7016330427969837
ambala district,92472,0.0,Haryana,2018,3,india,2018-Q3,0.0,2.794034382308292
rewari district,138368,0.0,Haryana,2018,3,india,2018-Q3,0.0,0.49632321135046276
panchkula district,71245,0.0,Haryana,2018,3,india,2018-Q3,0.0,-0.4851049375578168
bhiwani district,92291,0.0,Haryana,2018,3,india,2018-Q3,0.0,0.2954031861885045
sirsa district,109165,0.0,Haryana,2018,3,india,2018-Q3,0.0,0.1828347292802115
mewat district,53421,0.0,Haryana,2018,3,india,2018-Q3,0.0,-0.510639857097055
panipat district,124290,0.0,Haryana,2018,3,india,2018-Q3,0.0,1.3266131296681078
gurugram district,767369,0.0,Haryana,2018,3,india,2018-Q3,0.0,5.174020436076917
kaithal district,68422,0.0,Haryana,2018,3,india,2018-Q3,0.0,-0.9108355953915261
kurukshetra district,80097,0.0,Haryana,2018,3,india,2018-Q3,0.0,0.17063225278419214
jhajjar district,90220,0.0,Haryana,2018,3,india,2018-Q3,0.0,0.12638425908585837
yamunanagar district,94449,0.0,Haryana,2018,4,india,2018-Q4,0.0,0.046874307248947034
sonipat district,165599,0.0,Haryana,2018,4,india,2018-Q4,0.0,0.7533166047284778
jind district,103156,0.0,Haryana,2018,4,india,2018-Q4,0.0,-0.37707353305273583
rohtak district,124365,0.0,Haryana,2018,4,india,2018-Q4,0.0,0.20560122532862857
faridabad district,521996,0.0,Haryana,2018,4,india,2018-Q4,0.0,3.197290234390705
mahendragarh district,91223,0.0,Haryana,2018,4,india,2018-Q4,0.0,-0.8252419558770565
hisar district,210671,0.0,Haryana,2018,4,india,2018-Q4,0.0,1.3094066189447835
karnal district,149062,0.0,Haryana,2018,4,india,2018-Q4,0.0,-0.29244176939398403
fatehabad district,88259,0.0,Haryana,2018,4,india,2018-Q4,0.0,-0.4079040935986368
palwal district,113042,0.0,Haryana,2018,4,india,2018-Q4,0.0,0.28079855878720594
charkhi dadri district,29865,0.0,Haryana,2018,4,india,2018-Q4,0.0,-0.7358061605420994
ambala district,114192,0.0,Haryana,2018,4,india,2018-Q4,0.0,2.8236062280261174
rewari district,172035,0.0,Haryana,2018,4,india,2018-Q4,0.0,0.5065416141235812
panchkula district,88703,0.0,Haryana,2018,4,india,2018-Q4,0.0,-0.48438980440026735
bhiwani district,111607,0.0,Haryana,2018,4,india,2018-Q4,0.0,0.25820998162407127
