name,count,amount,state,year,quarter,source,category,level,country,date,avg_transaction_value,growth
744102,3237,15350444.97320769,Andaman-&-Nicobar-Islands,2019,4,top,transaction,pincodes,india,2019-Q4,4742.1825681827895,-0.08248299319727892
744202,1783,5800016.5561128855,Andaman-&-Nicobar-Islands,2019,4,top,transaction,pincodes,india,2019-Q4,3252.953761140149,-0.44918134074760585
744211,1596,7908264.721918669,Andaman-&-Nicobar-Islands,2019,4,top,transaction,pincodes,india,2019-Q4,4955.053083908941,-0.1048794167134044
744301,1549,7056478.928838715,Andaman-&-Nicobar-Islands,2019,4,top,transaction,pincodes,india,2019-Q4,4555.50608704888,-0.029448621553884724
744201,886,946768.0636478986,Andaman-&-Nicobar-Islands,2019,4,top,transaction,pincodes,india,2019-Q4,1068.5869792865674,-0.42801807617817944
744107,777,3030368.911900454,Andaman-&-Nicobar-Islands,2019,4,top,transaction,pincodes,india,2019-Q4,3900.0886897045743,-0.12302483069977421
south andaman,32713,134679396.90582758,Andaman-&-Nicobar-Islands,2020,1,top,transaction,districts,india,2020-Q1,4116.999263467967,41.1016731016731
north and middle andaman,5674,14697371.617857102,Andaman-&-Nicobar-Islands,2020,1,top,transaction,districts,india,2020-Q1,2590.301659826772,-0.826552135236756
nicobars,2911,12099543.773590053,Andaman-&-Nicobar-Islands,2020,1,top,transaction,districts,india,2020-Q1,4156.490475297167,-0.486958054282693
744101,11793,58229349.02415232,Andaman-&-Nicobar-Islands,2020,1,top,transaction,pincodes,india,2020-Q1,4937.619691694423,3.051185159738921
744103,5870,22009443.07305397,Andaman-&-Nicobar-Islands,2020,1,top,transaction,pincodes,india,2020-Q1,3749.4792287996543,-0.5022470957347579
744105,4635,16774043.311987936,Andaman-&-Nicobar-Islands,2020,1,top,transaction,pincodes,india,2020-Q1,3618.9953208172465,-0.21039182282793867
744102,3820,14517706.12269676,Andaman-&-Nicobar-Islands,2020,1,top,transaction,pincodes,india,2020-Q1,3800.446628978209,-0.1758360302049622
744211,1837,8425387.79004211,Andaman-&-Nicobar-Islands,2020,1,top,transaction,pincodes,india,2020-Q1,4586.49308113343,-0.5191099476439791
744301,1819,6901162.107519586,Andaman-&-Nicobar-Islands,2020,1,top,transaction,pincodes,india,2020-Q1,3793.9318897853686,-0.009798584648884057
744202,1794,5037742.395579022,Andaman-&-Nicobar-Islands,2020,1,top,transaction,pincodes,india,2020-Q1,2808.1061290852967,-0.013743815283122629
744104,1302,5293130.290633954,Andaman-&-Nicobar-Islands,2020,1,top,transaction,pincodes,india,2020-Q1,4065.384247798736,-0.274247491638796
744201,1157,1242638.821252932,Andaman-&-Nicobar-Islands,2020,1,top,transaction,pincodes,india,2020-Q1,1074.0179958970891,-0.11136712749615973
744107,1043,2990354.4448547475,Andaman-&-Nicobar-Islands,2020,1,top,transaction,pincodes,india,2020-Q1,2867.070416926891,-0.09853068280034571
south andaman,48088,132855778.74838585,Andaman-&-Nicobar-Islands,2020,2,top,transaction,districts,india,2020-Q2,2762.763657219802,45.105465004793864
north and middle andaman,10979,22447714.06105896,Andaman-&-Nicobar-Islands,2020,2,top,transaction,districts,india,2020-Q2,2044.6046143600474,-0.7716894027616037
nicobars,3895,14341508.60470232,Andaman-&-Nicobar-Islands,2020,2,top,transaction,districts,india,2020-Q2,3682.0304505012373,-0.6452318061754259
744101,11868,48293323.21851964,Andaman-&-Nicobar-Islands,2020,2,top,transaction,pincodes,india,2020-Q2,4069.2048549477286,2.0469833119383827
744103,10035,26197535.98945152,Andaman-&-Nicobar-Islands,2020,2,top,transaction,pincodes,india,2020-Q2,2610.616441400251,-0.15444893832153694
744105,9341,23203019.858980607,Andaman-&-Nicobar-Islands,2020,2,top,transaction,pincodes,india,2020-Q2,2483.99741558512,-0.06915794718485302
744102,6012,17786750.907515876,Andaman-&-Nicobar-Islands,2020,2,top,transaction,pincodes,india,2020-Q2,2958.5414017824146,-0.3563858259287014
744202,3722,8924121.010762567,Andaman-&-Nicobar-Islands,2020,2,top,transaction,pincodes,india,2020-Q2,2397.668192037229,-0.3809048569527611
744107,2555,3980470.685369815,Andaman-&-Nicobar-Islands,2020,2,top,transaction,pincodes,india,2020-Q2,1557.9141625713562,-0.3135411069317571
744301,2275,9055232.527755566,Andaman-&-Nicobar-Islands,2020,2,top,transaction,pincodes,india,2020-Q2,3980.3219902222268,-0.1095890410958904
744211,2045,3319717.6328789736,Andaman-&-Nicobar-Islands,2020,2,top,transaction,pincodes,india,2020-Q2,1623.333805808789,-0.10109890109890107
744205,1847,4459064.90732021,Andaman-&-Nicobar-Islands,2020,2,top,transaction,pincodes,india,2020-Q2,2414.2203071576664,-0.0968215158924205
744104,1840,3334591.822304932,Andaman-&-Nicobar-Islands,2020,2,top,transaction,pincodes,india,2020-Q2,1812.2781642961586,-0.0037899296155928797
south andaman,95323,282366109.20523936,Andaman-&-Nicobar-Islands,2020,3,top,transaction,districts,india,2020-Q3,2962.2033423752855,50.805978260869566
north and middle andaman,16747,33486883.37042556,Andaman-&-Nicobar-Islands,2020,3,top,transaction,districts,india,2020-Q3,1999.5750504822092,-0.8243131248491969
nicobars,5413,22166453.754695386,Andaman-&-Nicobar-Islands,2020,3,top,transaction,districts,india,2020-Q3,4095.040412838608,-0.6767779303755896
744101,24386,100439119.66860785,Andaman-&-Nicobar-Islands,2020,3,top,transaction,pincodes,india,2020-Q3,4118.720563791021,3.5050803620912614
744103,21272,60332278.69396809,Andaman-&-Nicobar-Islands,2020,3,top,transaction,pincodes,india,2020-Q3,2836.2297242369355,-0.1276962191421307
744105,17166,44061506.56273589,Andaman-&-Nicobar-Islands,2020,3,top,transaction,pincodes,india,2020-Q3,2566.7893838247637,-0.1930236931177134
744102,13934,43077189.842844136,Andaman-&-Nicobar-Islands,2020,3,top,transaction,pincodes,india,2020-Q3,3091.5164233417636,-0.18827915647209603
744202,5779,11975748.707876924,Andaman-&-Nicobar-Islands,2020,3,top,transaction,pincodes,india,2020-Q3,2072.287369419783,-0.5852590785129899
744107,4753,7628018.669464628,Andaman-&-Nicobar-Islands,2020,3,top,transaction,pincodes,india,2020-Q3,1604.8850556416216,-0.17753936667243464
744104,3468,7353834.51320935,Andaman-&-Nicobar-Islands,2020,3,top,transaction,pincodes,india,2020-Q3,2120.4828469461795,-0.2703555649063749
744112,3422,6067986.696111794,Andaman-&-Nicobar-Islands,2020,3,top,transaction,pincodes,india,2020-Q3,1773.2281403015177,-0.013264129181084217
744301,3071,13352610.531559702,Andaman-&-Nicobar-Islands,2020,3,top,transaction,pincodes,india,2020-Q3,4347.9682616606,-0.1025715955581531
744205,2991,7535645.788593667,Andaman-&-Nicobar-Islands,2020,3,top,transaction,pincodes,india,2020-Q3,2519.4402502820685,-0.02605014653207427
south andaman,186494,523122462.883029,Andaman-&-Nicobar-Islands,2020,4,top,transaction,districts,india,2020-Q4,2805.036424137125,61.35172183216316
north and middle andaman,29349,68941322.38839513,Andaman-&-Nicobar-Islands,2020,4,top,transaction,districts,india,2020-Q4,2349.0177651161925,-0.8426276448572072
nicobars,8688,35218871.04342848,Andaman-&-Nicobar-Islands,2020,4,top,transaction,districts,india,2020-Q4,4053.7374589581586,-0.7039762853930287
744103,46884,138264791.5489212,Andaman-&-Nicobar-Islands,2020,4,top,transaction,pincodes,india,2020-Q4,2949.0826625057844,4.3964088397790055
744101,40392,136401368.02166596,Andaman-&-Nicobar-Islands,2020,4,top,transaction,pincodes,india,2020-Q4,3376.9401867118727,-0.13846941387253642
744105,34410,87838226.93633425,Andaman-&-Nicobar-Islands,2020,4,top,transaction,pincodes,india,2020-Q4,2552.6947671123003,-0.1480986333927511
744102,26694,76348598.32238364,Andaman-&-Nicobar-Islands,2020,4,top,transaction,pincodes,india,2020-Q4,2860.1407927767905,-0.2242371403661726
744202,10949,25543799.074759968,Andaman-&-Nicobar-Islands,2020,4,top,transaction,pincodes,india,2020-Q4,2332.980096333909,-0.589832921255713
744107,9743,18083250.19055397,Andaman-&-Nicobar-Islands,2020,4,top,transaction,pincodes,india,2020-Q4,1856.0248579035174,-0.11014704539227327
744104,7654,19126095.533284884,Andaman-&-Nicobar-Islands,2020,4,top,transaction,pincodes,india,2020-Q4,2498.836625723136,-0.21441034588935648
744112,7016,15890275.050448488,Andaman-&-Nicobar-Islands,2020,4,top,transaction,pincodes,india,2020-Q4,2264.8624644310844,-0.08335510844003136
744205,5118,12002695.281042248,Andaman-&-Nicobar-Islands,2020,4,top,transaction,pincodes,india,2020-Q4,2345.1925129039173,-0.2705245153933865
744201,5011,6777275.536669218,Andaman-&-Nicobar-Islands,2020,4,top,transaction,pincodes,india,2020-Q4,1352.4796520992254,-0.0209066041422431
south andaman,207092,669604045.1248703,Andaman-&-Nicobar-Islands,2021,1,top,transaction,districts,india,2021-Q1,3233.3650992064895,40.327479545001
north and middle andaman,27358,75027255.27919498,Andaman-&-Nicobar-Islands,2021,1,top,transaction,districts,india,2021-Q1,2742.4247123033474,-0.8678944623645529
nicobars,10302,39075266.9856904,Andaman-&-Nicobar-Islands,2021,1,top,transaction,districts,india,2021-Q1,3792.9787406028345,-0.6234373857738138
744101,55726,190830957.0606181,Andaman-&-Nicobar-Islands,2021,1,top,transaction,pincodes,india,2021-Q1,3424.451011388187,4.409240924092409
744103,47328,158404100.7854989,Andaman-&-Nicobar-Islands,2021,1,top,transaction,pincodes,india,2021-Q1,3346.9426298491144,-0.1507016473459426
744105,35467,111571687.43195169,Andaman-&-Nicobar-Islands,2021,1,top,transaction,pincodes,india,2021-Q1,3145.788688977125,-0.2506127450980392
744102,23957,80750048.8238959,Andaman-&-Nicobar-Islands,2021,1,top,transaction,pincodes,india,2021-Q1,3370.6244030511293,-0.3245270251219443
744211,10648,34956327.94105429,Andaman-&-Nicobar-Islands,2021,1,top,transaction,pincodes,india,2021-Q1,3282.900820910433,-0.5555370037984723
744202,10597,28127629.877961583,Andaman-&-Nicobar-Islands,2021,1,top,transaction,pincodes,india,2021-Q1,2654.301205809341,-0.004789631855747545
744107,8848,19627951.46996916,Andaman-&-Nicobar-Islands,2021,1,top,transaction,pincodes,india,2021-Q1,2218.348945520927,-0.1650467113333962
744104,8799,27854306.51949638,Andaman-&-Nicobar-Islands,2021,1,top,transaction,pincodes,india,2021-Q1,3165.621834242116,-0.005537974683544333
744112,7113,21084790.0528014,Andaman-&-Nicobar-Islands,2021,1,top,transaction,pincodes,india,2021-Q1,2964.261219288823,-0.19161268325946135
744301,5630,22671937.31314759,Andaman-&-Nicobar-Islands,2021,1,top,transaction,pincodes,india,2021-Q1,4026.9870893690213,-0.2084914944467876
south andaman,286907,760893020.5704947,Andaman-&-Nicobar-Islands,2021,2,top,transaction,districts,india,2021-Q2,2652.054570193459,49.96039076376554
north and middle andaman,39200,90233388.79463305,Andaman-&-Nicobar-Islands,2021,2,top,transaction,districts,india,2021-Q2,2301.872163128394,-0.8633703604303834
nicobars,15307,48020606.74716838,Andaman-&-Nicobar-Islands,2021,2,top,transaction,districts,india,2021-Q2,3137.166443272253,-0.609515306122449
744101,73334,227585492.7414593,Andaman-&-Nicobar-Islands,2021,2,top,transaction,pincodes,india,2021-Q2,3103.4103245624037,3.790879989547266
744103,66321,174752815.1688521,Andaman-&-Nicobar-Islands,2021,2,top,transaction,pincodes,india,2021-Q2,2634.9544664412792,-0.09563094880955625
744105,52645,134835744.22049245,Andaman-&-Nicobar-Islands,2021,2,top,transaction,pincodes,india,2021-Q2,2561.226027552331,-0.2062091946743867
744102,34289,100890426.76234056,Andaman-&-Nicobar-Islands,2021,2,top,transaction,pincodes,india,2021-Q2,2942.3554715022474,-0.3486750878525976
744202,16476,40647907.96960775,Andaman-&-Nicobar-Islands,2021,2,top,transaction,pincodes,india,2021-Q2,2467.0980802141144,-0.5194960482953717
744107,14524,24690581.539094776,Andaman-&-Nicobar-Islands,2021,2,top,transaction,pincodes,india,2021-Q2,1699.9849586267403,-0.11847535809662535
744104,11278,28333852.06159348,Andaman-&-Nicobar-Islands,2021,2,top,transaction,pincodes,india,2021-Q2,2512.3117628651785,-0.22349215092261088
744211,10182,20377949.346094526,Andaman-&-Nicobar-Islands,2021,2,top,transaction,pincodes,india,2021-Q2,2001.3700005985588,-0.09718035112608614
744112,9635,21637658.167199604,Andaman-&-Nicobar-Islands,2021,2,top,transaction,pincodes,india,2021-Q2,2245.735149683405,-0.05372225495973282
744301,8463,27666837.39688266,Andaman-&-Nicobar-Islands,2021,2,top,transaction,pincodes,india,2021-Q2,3269.1524751131587,-0.12163985469641936
south andaman,382418,1116789010.6459613,Andaman-&-Nicobar-Islands,2021,3,top,transaction,districts,india,2021-Q3,2920.3358906901904,44.18704950963016
north and middle andaman,46592,118254865.82750684,Andaman-&-Nicobar-Islands,2021,3,top,transaction,districts,india,2021-Q3,2538.093789223619,-0.8781647307396618
nicobars,20754,74980519.32813609,Andaman-&-Nicobar-Islands,2021,3,top,transaction,districts,india,2021-Q3,3612.8225560439473,-0.5545587225274725
744101,116324,388328168.7639693,Andaman-&-Nicobar-Islands,2021,3,top,transaction,pincodes,india,2021-Q3,3338.33231976178,4.604895441842537
744103,84790,246433385.80990067,Andaman-&-Nicobar-Islands,2021,3,top,transaction,pincodes,india,2021-Q3,2906.3968134202228,-0.27108765173137095
744105,67257,185238368.4767078,Andaman-&-Nicobar-Islands,2021,3,top,transaction,pincodes,india,2021-Q3,2754.187199499053,-0.20678146007783937
744102,43850,131239564.16909727,Andaman-&-Nicobar-Islands,2021,3,top,transaction,pincodes,india,2021-Q3,2992.9205055666425,-0.3480232540850766
744202,19088,48475163.57429314,Andaman-&-Nicobar-Islands,2021,3,top,transaction,pincodes,india,2021-Q3,2539.5622157529933,-0.5646978335233752
744107,16203,37962312.09641009,Andaman-&-Nicobar-Islands,2021,3,top,transaction,pincodes,india,2021-Q3,2342.918724705924,-0.15114207879295893
744104,14657,35301326.114471875,Andaman-&-Nicobar-Islands,2021,3,top,transaction,pincodes,india,2021-Q3,2408.4960165430766,-0.09541442942664935
744112,11565,28491553.61094001,Andaman-&-Nicobar-Islands,2021,3,top,transaction,pincodes,india,2021-Q3,2463.601695714657,-0.21095722180528076
744301,11553,43464511.051198,Andaman-&-Nicobar-Islands,2021,3,top,transaction,pincodes,india,2021-Q3,3762.183939340258,-0.001037613488975353
744211,9655,19497765.25714052,Andaman-&-Nicobar-Islands,2021,3,top,transaction,pincodes,india,2021-Q3,2019.447463194254,-0.1642863325543149
south andaman,558571,1694794708.0093331,Andaman-&-Nicobar-Islands,2021,4,top,transaction,districts,india,2021-Q4,3034.1616518031424,56.853029518384254
north and middle andaman,53115,156486112.28732437,Andaman-&-Nicobar-Islands,2021,4,top,transaction,districts,india,2021-Q4,2946.1755113870727,-0.9049091342013817
nicobars,24437,81329281.0269996,Andaman-&-Nicobar-Islands,2021,4,top,transaction,districts,india,2021-Q4,3328.120515079576,-0.5399228089993411
744101,165719,533026207.9731797,Andaman-&-Nicobar-Islands,2021,4,top,transaction,pincodes,india,2021-Q4,3216.4459595651656,5.781478904939232
744103,121613,372243734.27985656,Andaman-&-Nicobar-Islands,2021,4,top,transaction,pincodes,india,2021-Q4,3060.887687005966,-0.26614932506230427
744105,95028,281223411.7435058,Andaman-&-Nicobar-Islands,2021,4,top,transaction,pincodes,india,2021-Q4,2959.3742027981834,-0.2186032743210019
744102,58258,174623253.47653326,Andaman-&-Nicobar-Islands,2021,4,top,transaction,pincodes,india,2021-Q4,2997.4124322244716,-0.3869385865218672
744211,27938,94222862.10725296,Andaman-&-Nicobar-Islands,2021,4,top,transaction,pincodes,india,2021-Q4,3372.5700518023104,-0.5204435442342683
744104,25662,69245386.0816525,Andaman-&-Nicobar-Islands,2021,4,top,transaction,pincodes,india,2021-Q4,2698.3627964169787,-0.08146610351492589
744202,21913,67790798.04849821,Andaman-&-Nicobar-Islands,2021,4,top,transaction,pincodes,india,2021-Q4,3093.6338268835034,-0.146091497155327
744107,21397,52036029.9980372,Andaman-&-Nicobar-Islands,2021,4,top,transaction,pincodes,india,2021-Q4,2431.9311117463753,-0.023547665769178105
744112,18915,55448543.43365714,Andaman-&-Nicobar-Islands,2021,4,top,transaction,pincodes,india,2021-Q4,2931.4588122472715,-0.11599756975276909
744301,14553,47792330.70050094,Andaman-&-Nicobar-Islands,2021,4,top,transaction,pincodes,india,2021-Q4,3284.019150725001,-0.2306106264869151
south andaman,705512,1872991195.902684,Andaman-&-Nicobar-Islands,2022,1,top,transaction,districts,india,2022-Q1,2654.7970777289174,47.47880162165877
north and middle andaman,60059,161624878.52274162,Andaman-&-Nicobar-Islands,2022,1,top,transaction,districts,india,2022-Q1,2691.1017253491004,-0.9148717527129234
nicobars,29177,94414127.64974087,Andaman-&-Nicobar-Islands,2022,1,top,transaction,districts,india,2022-Q1,3235.909368671929,-0.5141943755307281
744101,209941,615978080.6944855,Andaman-&-Nicobar-Islands,2022,1,top,transaction,pincodes,india,2022-Q1,2934.0532849442725,6.1954279055420365
744103,157230,399715980.1391735,Andaman-&-Nicobar-Islands,2022,1,top,transaction,pincodes,india,2022-Q1,2542.237360167738,-0.25107530210868767
744105,122716,321850608.7396423,Andaman-&-Nicobar-Islands,2022,1,top,transaction,pincodes,india,2022-Q1,2622.727343945715,-0.21951281562042868
744102,74883,193336549.94178736,Andaman-&-Nicobar-Islands,2022,1,top,transaction,pincodes,india,2022-Q1,2581.8483493154304,-0.3897861729521823
744104,32471,72915521.83614868,Andaman-&-Nicobar-Islands,2022,1,top,transaction,pincodes,india,2022-Q1,2245.558246932607,-0.5663768812681116
744211,30272,86955570.58655271,Andaman-&-Nicobar-Islands,2022,1,top,transaction,pincodes,india,2022-Q1,2872.4752440061015,-0.06772196729389302
744107,25379,58776727.62636636,Andaman-&-Nicobar-Islands,2022,1,top,transaction,pincodes,india,2022-Q1,2315.959164126497,-0.16163451374207183
744202,24022,68519268.77643085,Andaman-&-Nicobar-Islands,2022,1,top,transaction,pincodes,india,2022-Q1,2852.3548737170445,-0.05346940383781862
744112,23471,55469783.6622991,Andaman-&-Nicobar-Islands,2022,1,top,transaction,pincodes,india,2022-Q1,2363.332779272255,-0.022937307468154144
744301,17630,56879992.28461884,Andaman-&-Nicobar-Islands,2022,1,top,transaction,pincodes,india,2022-Q1,3226.318337187682,-0.24886029568403567
south andaman,954875,2357326563.362071,Andaman-&-Nicobar-Islands,2022,2,top,transaction,districts,india,2022-Q2,2468.727910315037,53.1619398752127
north and middle andaman,72573,195693167.78757268,Andaman-&-Nicobar-Islands,2022,2,top,transaction,districts,india,2022-Q2,2696.501009846261,-0.9239973818562639
nicobars,43769,132900618.93062323,Andaman-&-Nicobar-Islands,2022,2,top,transaction,districts,india,2022-Q2,3036.409763317033,-0.3968969175864302
744101,252722,702122365.3629664,Andaman-&-Nicobar-Islands,2022,2,top,transaction,pincodes,india,2022-Q2,2778.239984500623,4.773995293472549
744103,230746,561168775.5622396,Andaman-&-Nicobar-Islands,2022,2,top,transaction,pincodes,india,2022-Q2,2431.9761797051287,-0.08695720989862377
744105,176252,415796516.6034926,Andaman-&-Nicobar-Islands,2022,2,top,transaction,pincodes,india,2022-Q2,2359.10240226206,-0.23616444055368235
744102,101551,240451609.192299,Andaman-&-Nicobar-Islands,2022,2,top,transaction,pincodes,india,2022-Q2,2367.7916435318116,-0.42383065156707445
744104,47069,94335358.34017952,Andaman-&-Nicobar-Islands,2022,2,top,transaction,pincodes,india,2022-Q2,2004.192958001647,-0.5364989020295221
744211,40245,108788594.62847154,Andaman-&-Nicobar-Islands,2022,2,top,transaction,pincodes,india,2022-Q2,2703.1580228220037,-0.14497864836729057
744107,36402,82851064.58195859,Andaman-&-Nicobar-Islands,2022,2,top,transaction,pincodes,india,2022-Q2,2276.0030927410194,-0.0954901229966455
744112,32548,70178309.12885833,Andaman-&-Nicobar-Islands,2022,2,top,transaction,pincodes,india,2022-Q2,2156.1481236591594,-0.10587330366463377
744202,27750,84587978.8405464,Andaman-&-Nicobar-Islands,2022,2,top,transaction,pincodes,india,2022-Q2,3048.215453713384,-0.1474130514931793
744301,26170,74485462.68044695,Andaman-&-Nicobar-Islands,2022,2,top,transaction,pincodes,india,2022-Q2,2846.215616371683,-0.05693693693693691
south andaman,1455255,2967719400.8499093,Andaman-&-Nicobar-Islands,2022,3,top,transaction,districts,india,2022-Q3,2039.3122860597691,54.60775697363393
north and middle andaman,79574,211581970.34202653,Andaman-&-Nicobar-Islands,2022,3,top,transaction,districts,india,2022-Q3,2658.933449896028,-0.9453195488075973
nicobars,49550,131330400.94545084,Andaman-&-Nicobar-Islands,2022,3,top,transaction,districts,india,2022-Q3,2650.462178515658,-0.3773091713373715
744104,497273,951370315.4090765,Andaman-&-Nicobar-Islands,2022,3,top,transaction,pincodes,india,2022-Q3,1913.1750877467236,9.035782038345106
744103,259994,545653686.3062732,Andaman-&-Nicobar-Islands,2022,3,top,transaction,pincodes,india,2022-Q3,2098.7164561731165,-0.4771604330015907
744101,213864,444967255.802143,Andaman-&-Nicobar-Islands,2022,3,top,transaction,pincodes,india,2022-Q3,2080.6084979339344,-0.17742717139626296
744105,208055,438754611.5375265,Andaman-&-Nicobar-Islands,2022,3,top,transaction,pincodes,india,2022-Q3,2108.8395450122634,-0.027162121722215993
744102,114416,239581586.790242,Andaman-&-Nicobar-Islands,2022,3,top,transaction,pincodes,india,2022-Q3,2093.9517793861173,-0.4500684915046502
744107,40466,85492008.49477127,Andaman-&-Nicobar-Islands,2022,3,top,transaction,pincodes,india,2022-Q3,2112.6874041113842,-0.6463256887148651
744112,38350,74030563.48358011,Andaman-&-Nicobar-Islands,2022,3,top,transaction,pincodes,india,2022-Q3,1930.392789663106,-0.05229081203973707
744211,37918,89671382.06901146,Andaman-&-Nicobar-Islands,2022,3,top,transaction,pincodes,india,2022-Q3,2364.876366607191,-0.011264667535853978
744202,29918,85509005.84576747,Andaman-&-Nicobar-Islands,2022,3,top,transaction,pincodes,india,2022-Q3,2858.112368666604,-0.21098159185611054
744301,27668,70002553.35288173,Andaman-&-Nicobar-Islands,2022,3,top,transaction,pincodes,india,2022-Q3,2530.0908397022454,-0.07520556186910887
south andaman,1835592,3600887266.099448,Andaman-&-Nicobar-Islands,2022,4,top,transaction,districts,india,2022-Q4,1961.7035082411821,65.34350151799913
north and middle andaman,93297,241431284.3558104,Andaman-&-Nicobar-Islands,2022,4,top,transaction,districts,india,2022-Q4,2587.7711432930364,-0.9491733457108116
nicobars,58646,142355853.97352523,Andaman-&-Nicobar-Islands,2022,4,top,transaction,districts,india,2022-Q4,2427.375336314927,-0.3714052970620706
744104,684366,1309407988.2902,Andaman-&-Nicobar-Islands,2022,4,top,transaction,pincodes,india,2022-Q4,1913.315372607932,10.669440371039798
744103,304600,612929267.1773143,Andaman-&-Nicobar-Islands,2022,4,top,transaction,pincodes,india,2022-Q4,2012.2431621054309,-0.5549165212766268
744105,258097,505662756.1128938,Andaman-&-Nicobar-Islands,2022,4,top,transaction,pincodes,india,2022-Q4,1959.1965660697094,-0.15266907419566644
744101,243494,467192496.1739121,Andaman-&-Nicobar-Islands,2022,4,top,transaction,pincodes,india,2022-Q4,1918.7022931731874,-0.05657950305505299
744102,134923,264371699.7390405,Andaman-&-Nicobar-Islands,2022,4,top,transaction,pincodes,india,2022-Q4,1959.4264857662556,-0.4458877836825548
744211,56491,137253267.66612908,Andaman-&-Nicobar-Islands,2022,4,top,transaction,pincodes,india,2022-Q4,2429.6483982604145,-0.5813093394009916
744107,54192,104539818.47127225,Andaman-&-Nicobar-Islands,2022,4,top,transaction,pincodes,india,2022-Q4,1929.0636712295586,-0.04069674815457325
744112,46364,82461782.47749998,Andaman-&-Nicobar-Islands,2022,4,top,transaction,pincodes,india,2022-Q4,1778.573515604779,-0.14444936521995866
744202,34689,94217164.85909572,Andaman-&-Nicobar-Islands,2022,4,top,transaction,pincodes,india,2022-Q4,2716.053067516957,-0.2518117504960745
744301,33669,82466591.07632071,Andaman-&-Nicobar-Islands,2022,4,top,transaction,pincodes,india,2022-Q4,2449.332949488274,-0.029404133875291838
south andaman,2030078,3867385426.0,Andaman-&-Nicobar-Islands,2023,1,top,transaction,districts,india,2023-Q1,1905.0427747111194,59.29516766164721
north and middle andaman,152187,392080332.0,Andaman-&-Nicobar-Islands,2023,1,top,transaction,districts,india,2023-Q1,2576.3063336553055,-0.9250339149530216
nicobars,94127,202062829.0,Andaman-&-Nicobar-Islands,2023,1,top,transaction,districts,india,2023-Q1,2146.704229392204,-0.3815043334844632
744103,503053,969594706.0,Andaman-&-Nicobar-Islands,2023,1,top,transaction,pincodes,india,2023-Q1,1927.4205819267552,4.344407024551935
744105,418090,774570559.0,Andaman-&-Nicobar-Islands,2023,1,top,transaction,pincodes,india,2023-Q1,1852.6407208974144,-0.1688947287860325
744101,403456,749508057.0,Andaman-&-Nicobar-Islands,2023,1,top,transaction,pincodes,india,2023-Q1,1857.7194464823922,-0.03500203305508387
744102,222855,427240840.0,Andaman-&-Nicobar-Islands,2023,1,top,transaction,pincodes,india,2023-Q1,1917.124767225326,-0.44763493416878175
744104,118286,201531285.0,Andaman-&-Nicobar-Islands,2023,1,top,transaction,pincodes,india,2023-Q1,1703.7627868048628,-0.4692243835677907
744211,107424,263885620.0,Andaman-&-Nicobar-Islands,2023,1,top,transaction,pincodes,india,2023-Q1,2456.48663240989,-0.09182828060801784
744107,92715,168098531.0,Andaman-&-Nicobar-Islands,2023,1,top,transaction,pincodes,india,2023-Q1,1813.0672598824353,-0.136924709562109
744112,76246,131598911.0,Andaman-&-Nicobar-Islands,2023,1,top,transaction,pincodes,india,2023-Q1,1725.9779004800253,-0.17763037264736015
744202,59440,165959850.0,Andaman-&-Nicobar-Islands,2023,1,top,transaction,pincodes,india,2023-Q1,2792.0566958277254,-0.2204181202948351
744301,55605,111713635.0,Andaman-&-Nicobar-Islands,2023,1,top,transaction,pincodes,india,2023-Q1,2009.057368941642,-0.06451884253028262
south andaman,2417058,4297737197.0,Andaman-&-Nicobar-Islands,2023,2,top,transaction,districts,india,2023-Q2,1778.086085232543,42.468357162125706
north and middle andaman,181149,462414675.0,Andaman-&-Nicobar-Islands,2023,2,top,transaction,districts,india,2023-Q2,2552.6758359140817,-0.9250539291982236
nicobars,109568,230192364.0,Andaman-&-Nicobar-Islands,2023,2,top,transaction,districts,india,2023-Q2,2100.908695969626,-0.3951498490193156
744103,597774,1119274409.0,Andaman-&-Nicobar-Islands,2023,2,top,transaction,pincodes,india,2023-Q2,1872.4039670510929,4.455735251168225
744105,507585,916209552.0,Andaman-&-Nicobar-Islands,2023,2,top,transaction,pincodes,india,2023-Q2,1805.0366973019297,-0.15087474530508183
744101,486154,824857096.0,Andaman-&-Nicobar-Islands,2023,2,top,transaction,pincodes,india,2023-Q2,1696.699185854688,-0.04222149984731627
744102,269165,458977445.0,Andaman-&-Nicobar-Islands,2023,2,top,transaction,pincodes,india,2023-Q2,1705.1899206806233,-0.4463379916651925
744104,134785,205244167.0,Andaman-&-Nicobar-Islands,2023,2,top,transaction,pincodes,india,2023-Q2,1522.7522869755537,-0.4992476733602066
744107,114795,194986633.0,Andaman-&-Nicobar-Islands,2023,2,top,transaction,pincodes,india,2023-Q2,1698.5638137549545,-0.1483102719145305
744211,106510,222510323.0,Andaman-&-Nicobar-Islands,2023,2,top,transaction,pincodes,india,2023-Q2,2089.102647638719,-0.07217213293261904
744112,89784,147571191.0,Andaman-&-Nicobar-Islands,2023,2,top,transaction,pincodes,india,2023-Q2,1643.6245990376904,-0.157036897943855
744202,72315,211302035.0,Andaman-&-Nicobar-Islands,2023,2,top,transaction,pincodes,india,2023-Q2,2921.966881006707,-0.19456696070569368
744301,63841,134197959.0,Andaman-&-Nicobar-Islands,2023,2,top,transaction,pincodes,india,2023-Q2,2102.0654281731177,-0.1171817741823965
