name,count,state,year,quarter,level,country,date,growth
chittoor,2636036,Andhra-Pradesh,2022,4,districts,india,2022-Q4,-0.04985969762450149
anantapur,2128066,Andhra-Pradesh,2022,4,districts,india,2022-Q4,-0.19270222409709126
kurnool,2018290,Andhra-Pradesh,2022,4,districts,india,2022-Q4,-0.051584866258847284
west godavari,1893310,Andhra-Pradesh,2022,4,districts,india,2022-Q4,-0.061923707693146146
spsr nellore,1663684,Andhra-Pradesh,2022,4,districts,india,2022-Q4,-0.12128283271096651
prakasam,1642503,Andhra-Pradesh,2022,4,districts,india,2022-Q4,-0.012731384084958441
517501,282766,Andhra-Pradesh,2022,4,pincodes,india,2022-Q4,-0.8278444544697939
517507,253314,Andhra-Pradesh,2022,4,pincodes,india,2022-Q4,-0.10415679395684063
515001,221328,Andhra-Pradesh,2022,4,pincodes,india,2022-Q4,-0.12627016272294467
530016,214155,Andhra-Pradesh,2022,4,pincodes,india,2022-Q4,-0.0324089134677944
518002,209376,Andhra-Pradesh,2022,4,pincodes,india,2022-Q4,-0.02231561252363945
516001,207725,Andhra-Pradesh,2022,4,pincodes,india,2022-Q4,-0.007885335473024613
516360,188768,Andhra-Pradesh,2022,4,pincodes,india,2022-Q4,-0.09126007943194125
524002,176415,Andhra-Pradesh,2022,4,pincodes,india,2022-Q4,-0.06544011696897778
530026,169957,Andhra-Pradesh,2022,4,pincodes,india,2022-Q4,-0.03660686449564943
520010,165734,Andhra-Pradesh,2022,4,pincodes,india,2022-Q4,-0.024847461416711236
visakhapatnam,3732544,Andhra-Pradesh,2023,1,districts,india,2023-Q1,21.521293156503795
east godavari,2965296,Andhra-Pradesh,2023,1,districts,india,2023-Q1,-0.20555631762144
krishna,2941585,Andhra-Pradesh,2023,1,districts,india,2023-Q1,-0.007996166318640752
guntur,2900895,Andhra-Pradesh,2023,1,districts,india,2023-Q1,-0.013832678640936735
chittoor,2755784,Andhra-Pradesh,2023,1,districts,india,2023-Q1,-0.050022837779374996
anantapur,2228505,Andhra-Pradesh,2023,1,districts,india,2023-Q1,-0.19133538767915048
kurnool,2114023,Andhra-Pradesh,2023,1,districts,india,2023-Q1,-0.05137165947574718
west godavari,1980446,Andhra-Pradesh,2023,1,districts,india,2023-Q1,-0.06318616211838757
spsr nellore,1740294,Andhra-Pradesh,2023,1,districts,india,2023-Q1,-0.12126157441303631
prakasam,1719910,Andhra-Pradesh,2023,1,districts,india,2023-Q1,-0.011712963441809277
517501,295420,Andhra-Pradesh,2023,1,pincodes,india,2023-Q1,-0.8282351983534022
517507,264456,Andhra-Pradesh,2023,1,pincodes,india,2023-Q1,-0.10481348588450345
515001,231542,Andhra-Pradesh,2023,1,pincodes,india,2023-Q1,-0.12445926732613366
530016,223726,Andhra-Pradesh,2023,1,pincodes,india,2023-Q1,-0.03375629475429942
518002,219100,Andhra-Pradesh,2023,1,pincodes,india,2023-Q1,-0.02067707821174114
516001,217104,Andhra-Pradesh,2023,1,pincodes,india,2023-Q1,-0.009109995435873985
516360,197437,Andhra-Pradesh,2023,1,pincodes,india,2023-Q1,-0.0905879209963888
524002,184419,Andhra-Pradesh,2023,1,pincodes,india,2023-Q1,-0.06593495646712622
530026,177985,Andhra-Pradesh,2023,1,pincodes,india,2023-Q1,-0.034887945385236874
520010,173156,Andhra-Pradesh,2023,1,pincodes,india,2023-Q1,-0.027131499845492568
visakhapatnam,3877504,Andhra-Pradesh,2023,2,districts,india,2023-Q2,21.39312527431911
east godavari,3082893,Andhra-Pradesh,2023,2,districts,india,2023-Q2,-0.20492847976430195
krishna,3054956,Andhra-Pradesh,2023,2,districts,india,2023-Q2,-0.009061942792046307
guntur,3014655,Andhra-Pradesh,2023,2,districts,india,2023-Q2,-0.01319200669338605
chittoor,2865250,Andhra-Pradesh,2023,2,districts,india,2023-Q2,-0.04955956817612628
anantapur,2323796,Andhra-Pradesh,2023,2,districts,india,2023-Q2,-0.18897268999214734
kurnool,2202517,Andhra-Pradesh,2023,2,districts,india,2023-Q2,-0.052190037335463235
west godavari,2059880,Andhra-Pradesh,2023,2,districts,india,2023-Q2,-0.06476090763431108
spsr nellore,1811781,Andhra-Pradesh,2023,2,districts,india,2023-Q2,-0.12044342388877027
prakasam,1792637,Andhra-Pradesh,2023,2,districts,india,2023-Q2,-0.010566398477520167
517501,306201,Andhra-Pradesh,2023,2,pincodes,india,2023-Q2,-0.8291896240008434
517507,273955,Andhra-Pradesh,2023,2,pincodes,india,2023-Q2,-0.10530991081021945
515001,240176,Andhra-Pradesh,2023,2,pincodes,india,2023-Q2,-0.1233012721067328
530016,231775,Andhra-Pradesh,2023,2,pincodes,india,2023-Q2,-0.034978515755112904
518002,227292,Andhra-Pradesh,2023,2,pincodes,india,2023-Q2,-0.01934203430050696
516001,225126,Andhra-Pradesh,2023,2,pincodes,india,2023-Q2,-0.009529591890607647
516360,204900,Andhra-Pradesh,2023,2,pincodes,india,2023-Q2,-0.08984302124143817
524002,191332,Andhra-Pradesh,2023,2,pincodes,india,2023-Q2,-0.06621766715470967
530026,184561,Andhra-Pradesh,2023,2,pincodes,india,2023-Q2,-0.035388748353647026
520001,179439,Andhra-Pradesh,2023,2,pincodes,india,2023-Q2,-0.027752342044093825
visakhapatnam,4035323,Andhra-Pradesh,2023,3,districts,india,2023-Q3,21.48855042660737
east godavari,3211557,Andhra-Pradesh,2023,3,districts,india,2023-Q3,-0.20413880128059136
krishna,3177643,Andhra-Pradesh,2023,3,districts,india,2023-Q3,-0.01055998694714122
guntur,3137289,Andhra-Pradesh,2023,3,districts,india,2023-Q3,-0.012699349801094661
chittoor,2981337,Andhra-Pradesh,2023,3,districts,india,2023-Q3,-0.04970915972357026
anantapur,2421293,Andhra-Pradesh,2023,3,districts,india,2023-Q3,-0.18784994785896392
kurnool,2295754,Andhra-Pradesh,2023,3,districts,india,2023-Q3,-0.051847917620874484
west godavari,2146530,Andhra-Pradesh,2023,3,districts,india,2023-Q3,-0.06499999564413261
spsr nellore,1887005,Andhra-Pradesh,2023,3,districts,india,2023-Q3,-0.12090443646256988
prakasam,1868997,Andhra-Pradesh,2023,3,districts,india,2023-Q3,-0.009543164962466988
517501,317981,Andhra-Pradesh,2023,3,pincodes,india,2023-Q3,-0.8298654304956081
517507,284487,Andhra-Pradesh,2023,3,pincodes,india,2023-Q3,-0.10533333752645602
515001,249655,Andhra-Pradesh,2023,3,pincodes,india,2023-Q3,-0.12243793213749665
530016,240480,Andhra-Pradesh,2023,3,pincodes,india,2023-Q3,-0.036750715988063565
518002,236199,Andhra-Pradesh,2023,3,pincodes,india,2023-Q3,-0.017801896207584877
516001,233874,Andhra-Pradesh,2023,3,pincodes,india,2023-Q3,-0.009843394764584068
516360,213165,Andhra-Pradesh,2023,3,pincodes,india,2023-Q3,-0.0885476795197414
524002,198528,Andhra-Pradesh,2023,3,pincodes,india,2023-Q3,-0.0686651185701217
530026,192066,Andhra-Pradesh,2023,3,pincodes,india,2023-Q3,-0.032549564796905184
520001,186511,Andhra-Pradesh,2023,3,pincodes,india,2023-Q3,-0.02892234960898854
visakhapatnam,4180797,Andhra-Pradesh,2023,4,districts,india,2023-Q4,21.41581997844631
east godavari,3329036,Andhra-Pradesh,2023,4,districts,india,2023-Q4,-0.20373172866321898
krishna,3291814,Andhra-Pradesh,2023,4,districts,india,2023-Q4,-0.01118101456397591
guntur,3251121,Andhra-Pradesh,2023,4,districts,india,2023-Q4,-0.012361877068388427
chittoor,3089391,Andhra-Pradesh,2023,4,districts,india,2023-Q4,-0.04974591840783538
anantapur,2512744,Andhra-Pradesh,2023,4,districts,india,2023-Q4,-0.18665393923915752
kurnool,2383042,Andhra-Pradesh,2023,4,districts,india,2023-Q4,-0.051617673746310766
west godavari,2227243,Andhra-Pradesh,2023,4,districts,india,2023-Q4,-0.0653782014752573
spsr nellore,1956706,Andhra-Pradesh,2023,4,districts,india,2023-Q4,-0.12146721305219055
prakasam,1939979,Andhra-Pradesh,2023,4,districts,india,2023-Q4,-0.008548550472068928
517501,328762,Andhra-Pradesh,2023,4,pincodes,india,2023-Q4,-0.830533217112144
517507,293894,Andhra-Pradesh,2023,4,pincodes,india,2023-Q4,-0.10605848607807467
515001,258235,Andhra-Pradesh,2023,4,pincodes,india,2023-Q4,-0.12133286150789058
530016,248401,Andhra-Pradesh,2023,4,pincodes,india,2023-Q4,-0.03808159234805508
518002,244371,Andhra-Pradesh,2023,4,pincodes,india,2023-Q4,-0.016223767215107876
516001,242054,Andhra-Pradesh,2023,4,pincodes,india,2023-Q4,-0.009481485118937982
516360,220919,Andhra-Pradesh,2023,4,pincodes,india,2023-Q4,-0.08731522718071172
524002,205559,Andhra-Pradesh,2023,4,pincodes,india,2023-Q4,-0.06952774546326934
530026,198977,Andhra-Pradesh,2023,4,pincodes,india,2023-Q4,-0.0320200039891223
520001,192934,Andhra-Pradesh,2023,4,pincodes,india,2023-Q4,-0.030370344311151487
visakhapatnam,4349723,Andhra-Pradesh,2024,1,districts,india,2024-Q1,21.54513460561643
east godavari,3465605,Andhra-Pradesh,2024,1,districts,india,2024-Q1,-0.20325846036632678
krishna,3423998,Andhra-Pradesh,2024,1,districts,india,2024-Q1,-0.012005695975161657
guntur,3382454,Andhra-Pradesh,2024,1,districts,india,2024-Q1,-0.012133184657234009
chittoor,3214678,Andhra-Pradesh,2024,1,districts,india,2024-Q1,-0.0496018571132083
anantapur,2619335,Andhra-Pradesh,2024,1,districts,india,2024-Q1,-0.18519522017446222
kurnool,2484451,Andhra-Pradesh,2024,1,districts,india,2024-Q1,-0.05149551317414536
west godavari,2319971,Andhra-Pradesh,2024,1,districts,india,2024-Q1,-0.06620376091136437
spsr nellore,2037823,Andhra-Pradesh,2024,1,districts,india,2024-Q1,-0.12161703745434749
prakasam,2022873,Andhra-Pradesh,2024,1,districts,india,2024-Q1,-0.0073362603130889825
517501,341202,Andhra-Pradesh,2024,1,pincodes,india,2024-Q1,-0.831328017132069
517507,305041,Andhra-Pradesh,2024,1,pincodes,india,2024-Q1,-0.10598120761308549
515001,268309,Andhra-Pradesh,2024,1,pincodes,india,2024-Q1,-0.12041659973577323
530016,257668,Andhra-Pradesh,2024,1,pincodes,india,2024-Q1,-0.03965949707240535
518002,253903,Andhra-Pradesh,2024,1,pincodes,india,2024-Q1,-0.014611826070757727
516001,251394,Andhra-Pradesh,2024,1,pincodes,india,2024-Q1,-0.009881726486098974
516360,229802,Andhra-Pradesh,2024,1,pincodes,india,2024-Q1,-0.08588908247611315
524002,213525,Andhra-Pradesh,2024,1,pincodes,india,2024-Q1,-0.07083054107449016
530026,206906,Andhra-Pradesh,2024,1,pincodes,india,2024-Q1,-0.030998712094602476
520001,200608,Andhra-Pradesh,2024,1,pincodes,india,2024-Q1,-0.03043894328825647
visakhapatnam,4515738,Andhra-Pradesh,2024,2,districts,india,2024-Q2,21.510258813207848
east godavari,3597667,Andhra-Pradesh,2024,2,districts,india,2024-Q2,-0.20330475328728104
krishna,3552494,Andhra-Pradesh,2024,2,districts,india,2024-Q2,-0.012556192665969412
guntur,3508719,Andhra-Pradesh,2024,2,districts,india,2024-Q2,-0.012322329045453717
chittoor,3335024,Andhra-Pradesh,2024,2,districts,india,2024-Q2,-0.049503821765151335
anantapur,2720387,Andhra-Pradesh,2024,2,districts,india,2024-Q2,-0.18429762424498297
kurnool,2580812,Andhra-Pradesh,2024,2,districts,india,2024-Q2,-0.051307038300065444
west godavari,2409237,Andhra-Pradesh,2024,2,districts,india,2024-Q2,-0.0664810145024124
spsr nellore,2114324,Andhra-Pradesh,2024,2,districts,india,2024-Q2,-0.12240929389678146
prakasam,2099814,Andhra-Pradesh,2024,2,districts,india,2024-Q2,-0.006862713567078682
517501,353573,Andhra-Pradesh,2024,2,pincodes,india,2024-Q2,-0.8316169908382361
517507,316010,Andhra-Pradesh,2024,2,pincodes,india,2024-Q2,-0.10623831570849585
515001,278162,Andhra-Pradesh,2024,2,pincodes,india,2024-Q2,-0.11976836176070382
530016,266985,Andhra-Pradesh,2024,2,pincodes,india,2024-Q2,-0.040181620782134164
518002,263336,Andhra-Pradesh,2024,2,pincodes,india,2024-Q2,-0.013667434500065578
516001,260257,Andhra-Pradesh,2024,2,pincodes,india,2024-Q2,-0.01169228666038824
516360,238191,Andhra-Pradesh,2024,2,pincodes,india,2024-Q2,-0.08478542363894148
524002,221215,Andhra-Pradesh,2024,2,pincodes,india,2024-Q2,-0.0712705349908267
530026,214840,Andhra-Pradesh,2024,2,pincodes,india,2024-Q2,-0.028818118120380598
520001,207237,Andhra-Pradesh,2024,2,pincodes,india,2024-Q2,-0.03538912679203132
visakhapatnam,2487971,Andhra-Pradesh,2024,3,districts,india,2024-Q3,11.005438218078819
ntr,1953695,Andhra-Pradesh,2024,3,districts,india,2024-Q3,-0.21474366059733008
tirupati,1870882,Andhra-Pradesh,2024,3,districts,india,2024-Q3,-0.04238788551949002
guntur,1695537,Andhra-Pradesh,2024,3,districts,india,2024-Q3,-0.09372317441720002
sri potti sriramulu nellore,1446214,Andhra-Pradesh,2024,3,districts,india,2024-Q3,-0.1470466288851261
ananthapuramu,1320379,Andhra-Pradesh,2024,3,districts,india,2024-Q3,-0.08700994458634748
kakinada,1293864,Andhra-Pradesh,2024,3,districts,india,2024-Q3,-0.02008135542900935
ysr,1209820,Andhra-Pradesh,2024,3,districts,india,2024-Q3,-0.06495582225025198
kurnool,1209238,Andhra-Pradesh,2024,3,districts,india,2024-Q3,-0.00048106329867247943
east godavari,1167720,Andhra-Pradesh,2024,3,districts,india,2024-Q3,-0.034334018613374706
517501,402860,Andhra-Pradesh,2024,3,pincodes,india,2024-Q3,-0.655002911656904
516001,230123,Andhra-Pradesh,2024,3,pincodes,india,2024-Q3,-0.4287767462642109
518002,216907,Andhra-Pradesh,2024,3,pincodes,india,2024-Q3,-0.057430156916083996
515001,200693,Andhra-Pradesh,2024,3,pincodes,india,2024-Q3,-0.07475093012212608
520003,195988,Andhra-Pradesh,2024,3,pincodes,india,2024-Q3,-0.023443767346145616
524002,193508,Andhra-Pradesh,2024,3,pincodes,india,2024-Q3,-0.012653835949139713
516360,190164,Andhra-Pradesh,2024,3,pincodes,india,2024-Q3,-0.01728093928933172
520007,190077,Andhra-Pradesh,2024,3,pincodes,india,2024-Q3,-0.0004574998422414156
530016,188363,Andhra-Pradesh,2024,3,pincodes,india,2024-Q3,-0.009017398212303407
520010,187871,Andhra-Pradesh,2024,3,pincodes,india,2024-Q3,-0.0026119779362189233
visakhapatnam,2566650,Andhra-Pradesh,2024,4,districts,india,2024-Q4,12.661767915218421
ntr,2010922,Andhra-Pradesh,2024,4,districts,india,2024-Q4,-0.216518808563692
tirupati,1927263,Andhra-Pradesh,2024,4,districts,india,2024-Q4,-0.04160230978625723
guntur,1749346,Andhra-Pradesh,2024,4,districts,india,2024-Q4,-0.09231589046227728
sri potti sriramulu nellore,1485904,Andhra-Pradesh,2024,4,districts,india,2024-Q4,-0.15059456505459756
ananthapuramu,1358486,Andhra-Pradesh,2024,4,districts,india,2024-Q4,-0.08575116562038998
kakinada,1333623,Andhra-Pradesh,2024,4,districts,india,2024-Q4,-0.018301992070584472
kurnool,1243710,Andhra-Pradesh,2024,4,districts,india,2024-Q4,-0.06742010298262702
ysr,1242179,Andhra-Pradesh,2024,4,districts,india,2024-Q4,-0.0012309943636378273
east godavari,1202680,Andhra-Pradesh,2024,4,districts,india,2024-Q4,-0.03179815469429126
517501,418271,Andhra-Pradesh,2024,4,pincodes,india,2024-Q4,-0.6522175474773007
516001,237781,Andhra-Pradesh,2024,4,pincodes,india,2024-Q4,-0.4315144965823593
518002,224333,Andhra-Pradesh,2024,4,pincodes,india,2024-Q4,-0.0565562429294183
515001,207830,Andhra-Pradesh,2024,4,pincodes,india,2024-Q4,-0.07356474526708068
520003,202231,Andhra-Pradesh,2024,4,pincodes,india,2024-Q4,-0.02694028773516821
524002,198741,Andhra-Pradesh,2024,4,pincodes,india,2024-Q4,-0.017257492669274233
520007,196902,Andhra-Pradesh,2024,4,pincodes,india,2024-Q4,-0.00925324920373749
530016,195477,Andhra-Pradesh,2024,4,pincodes,india,2024-Q4,-0.0072371027211506345
516360,194634,Andhra-Pradesh,2024,4,pincodes,india,2024-Q4,-0.004312527816571765
520010,194233,Andhra-Pradesh,2024,4,pincodes,india,2024-Q4,-0.0020602772383037093
papum pare,7649,Arunachal-Pradesh,2018,1,districts,india,2018-Q1,
west kameng,2202,Arunachal-Pradesh,2018,1,districts,india,2018-Q1,-0.7121192312720617
east siang,1803,Arunachal-Pradesh,2018,1,districts,india,2018-Q1,-0.18119891008174382
tawang,1525,Arunachal-Pradesh,2018,1,districts,india,2018-Q1,-0.15418746533555183
changlang,1208,Arunachal-Pradesh,2018,1,districts,india,2018-Q1,-0.20786885245901643
lohit,1207,Arunachal-Pradesh,2018,1,districts,india,2018-Q1,-0.0008278145695364003
west siang,846,Arunachal-Pradesh,2018,1,districts,india,2018-Q1,-0.2990886495443248
namsai,737,Arunachal-Pradesh,2018,1,districts,india,2018-Q1,-0.12884160756501184
lower dibang valley,601,Arunachal-Pradesh,2018,1,districts,india,2018-Q1,-0.18453188602442339
upper subansiri,572,Arunachal-Pradesh,2018,1,districts,india,2018-Q1,-0.048252911813643884
791110,2316,Arunachal-Pradesh,2018,1,pincodes,india,2018-Q1,3.048951048951049
791111,2203,Arunachal-Pradesh,2018,1,pincodes,india,2018-Q1,-0.04879101899827287
791113,1475,Arunachal-Pradesh,2018,1,pincodes,india,2018-Q1,-0.330458465728552
791102,1471,Arunachal-Pradesh,2018,1,pincodes,india,2018-Q1,-0.0027118644067796183
790104,1139,Arunachal-Pradesh,2018,1,pincodes,india,2018-Q1,-0.2256968048946295
791001,969,Arunachal-Pradesh,2018,1,pincodes,india,2018-Q1,-0.14925373134328357
791109,857,Arunachal-Pradesh,2018,1,pincodes,india,2018-Q1,-0.11558307533539736
792103,829,Arunachal-Pradesh,2018,1,pincodes,india,2018-Q1,-0.03267211201866982
792001,828,Arunachal-Pradesh,2018,1,pincodes,india,2018-Q1,-0.0012062726176115257
790116,766,Arunachal-Pradesh,2018,1,pincodes,india,2018-Q1,-0.0748792270531401
papum pare,11418,Arunachal-Pradesh,2018,2,districts,india,2018-Q2,13.906005221932116
west kameng,3442,Arunachal-Pradesh,2018,2,districts,india,2018-Q2,-0.6985461551935541
east siang,2646,Arunachal-Pradesh,2018,2,districts,india,2018-Q2,-0.23126089482858803
tawang,2266,Arunachal-Pradesh,2018,2,districts,india,2018-Q2,-0.14361300075585792
changlang,2014,Arunachal-Pradesh,2018,2,districts,india,2018-Q2,-0.11120917917034423
lohit,1898,Arunachal-Pradesh,2018,2,districts,india,2018-Q2,-0.05759682224428997
namsai,1276,Arunachal-Pradesh,2018,2,districts,india,2018-Q2,-0.32771338250790305
west siang,1224,Arunachal-Pradesh,2018,2,districts,india,2018-Q2,-0.040752351097178674
lower dibang valley,893,Arunachal-Pradesh,2018,2,districts,india,2018-Q2,-0.27042483660130723
upper subansiri,883,Arunachal-Pradesh,2018,2,districts,india,2018-Q2,-0.011198208286674172
791110,3488,Arunachal-Pradesh,2018,2,pincodes,india,2018-Q2,2.9501698754246886
791111,3272,Arunachal-Pradesh,2018,2,pincodes,india,2018-Q2,-0.06192660550458717
791113,2219,Arunachal-Pradesh,2018,2,pincodes,india,2018-Q2,-0.3218215158924206
791102,2212,Arunachal-Pradesh,2018,2,pincodes,india,2018-Q2,-0.003154574132492094
790104,1698,Arunachal-Pradesh,2018,2,pincodes,india,2018-Q2,-0.23236889692585894
792103,1457,Arunachal-Pradesh,2018,2,pincodes,india,2018-Q2,-0.1419316843345112
791001,1421,Arunachal-Pradesh,2018,2,pincodes,india,2018-Q2,-0.024708304735758357
792001,1315,Arunachal-Pradesh,2018,2,pincodes,india,2018-Q2,-0.07459535538353268
791109,1231,Arunachal-Pradesh,2018,2,pincodes,india,2018-Q2,-0.06387832699619767
790116,1213,Arunachal-Pradesh,2018,2,pincodes,india,2018-Q2,-0.01462225832656372
papum pare,16009,Arunachal-Pradesh,2018,3,districts,india,2018-Q3,12.197856553998351
west kameng,4765,Arunachal-Pradesh,2018,3,districts,india,2018-Q3,-0.7023549253544881
east siang,3590,Arunachal-Pradesh,2018,3,districts,india,2018-Q3,-0.2465897166841553
tawang,3112,Arunachal-Pradesh,2018,3,districts,india,2018-Q3,-0.13314763231197768
changlang,2889,Arunachal-Pradesh,2018,3,districts,india,2018-Q3,-0.07165809768637532
lohit,2612,Arunachal-Pradesh,2018,3,districts,india,2018-Q3,-0.09588092765662859
namsai,1862,Arunachal-Pradesh,2018,3,districts,india,2018-Q3,-0.28713629402756513
west siang,1652,Arunachal-Pradesh,2018,3,districts,india,2018-Q3,-0.1127819548872181
lower dibang valley,1286,Arunachal-Pradesh,2018,3,districts,india,2018-Q3,-0.22154963680387407
tirap,1226,Arunachal-Pradesh,2018,3,districts,india,2018-Q3,-0.046656298600311064
791110,4872,Arunachal-Pradesh,2018,3,pincodes,india,2018-Q3,2.973898858075041
791111,4610,Arunachal-Pradesh,2018,3,pincodes,india,2018-Q3,-0.05377668308702788
791113,3178,Arunachal-Pradesh,2018,3,pincodes,india,2018-Q3,-0.3106290672451193
791102,3077,Arunachal-Pradesh,2018,3,pincodes,india,2018-Q3,-0.03178099433606041
790104,2328,Arunachal-Pradesh,2018,3,pincodes,india,2018-Q3,-0.24341891452713682
792103,2067,Arunachal-Pradesh,2018,3,pincodes,india,2018-Q3,-0.11211340206185572
791001,1907,Arunachal-Pradesh,2018,3,pincodes,india,2018-Q3,-0.07740686985970002
792001,1819,Arunachal-Pradesh,2018,3,pincodes,india,2018-Q3,-0.046145778710015684
790116,1623,Arunachal-Pradesh,2018,3,pincodes,india,2018-Q3,-0.10775151181968112
791109,1612,Arunachal-Pradesh,2018,3,pincodes,india,2018-Q3,-0.0067775723967961055
papum pare,21342,Arunachal-Pradesh,2018,4,districts,india,2018-Q4,12.239454094292803
west kameng,6492,Arunachal-Pradesh,2018,4,districts,india,2018-Q4,-0.6958110767500703
east siang,4813,Arunachal-Pradesh,2018,4,districts,india,2018-Q4,-0.25862600123228585
tawang,4085,Arunachal-Pradesh,2018,4,districts,india,2018-Q4,-0.15125701225846666
changlang,4036,Arunachal-Pradesh,2018,4,districts,india,2018-Q4,-0.011995104039167703
lohit,3588,Arunachal-Pradesh,2018,4,districts,india,2018-Q4,-0.1110009910802775
namsai,2495,Arunachal-Pradesh,2018,4,districts,india,2018-Q4,-0.3046265328874025
west siang,2117,Arunachal-Pradesh,2018,4,districts,india,2018-Q4,-0.15150300601202404
lower dibang valley,1827,Arunachal-Pradesh,2018,4,districts,india,2018-Q4,-0.136986301369863
tirap,1684,Arunachal-Pradesh,2018,4,districts,india,2018-Q4,-0.07827038861521618
791110,6599,Arunachal-Pradesh,2018,4,pincodes,india,2018-Q4,2.918646080760095
791111,6225,Arunachal-Pradesh,2018,4,pincodes,india,2018-Q4,-0.05667525382633731
791113,4115,Arunachal-Pradesh,2018,4,pincodes,india,2018-Q4,-0.33895582329317264
791102,4109,Arunachal-Pradesh,2018,4,pincodes,india,2018-Q4,-0.001458080194410738
790104,3034,Arunachal-Pradesh,2018,4,pincodes,india,2018-Q4,-0.2616208323192991
792103,2741,Arunachal-Pradesh,2018,4,pincodes,india,2018-Q4,-0.09657218193803563
792001,2577,Arunachal-Pradesh,2018,4,pincodes,india,2018-Q4,-0.059832178037212747
791001,2444,Arunachal-Pradesh,2018,4,pincodes,india,2018-Q4,-0.05161039968956149
790116,2206,Arunachal-Pradesh,2018,4,pincodes,india,2018-Q4,-0.09738134206219318
791109,2071,Arunachal-Pradesh,2018,4,pincodes,india,2018-Q4,-0.06119673617407073
papum pare,26298,Arunachal-Pradesh,2019,1,districts,india,2019-Q1,11.698213423466925
west kameng,8115,Arunachal-Pradesh,2019,1,districts,india,2019-Q1,-0.6914214008669861
east siang,5899,Arunachal-Pradesh,2019,1,districts,india,2019-Q1,-0.27307455329636476
changlang,5210,Arunachal-Pradesh,2019,1,districts,india,2019-Q1,-0.1167994575351754
tawang,5023,Arunachal-Pradesh,2019,1,districts,india,2019-Q1,-0.03589251439539343
lohit,4416,Arunachal-Pradesh,2019,1,districts,india,2019-Q1,-0.12084411706151699
namsai,3153,Arunachal-Pradesh,2019,1,districts,india,2019-Q1,-0.28600543478260865
west siang,2656,Arunachal-Pradesh,2019,1,districts,india,2019-Q1,-0.15762765620044406
lower dibang valley,2314,Arunachal-Pradesh,2019,1,districts,india,2019-Q1,-0.1287650602409639
tirap,2082,Arunachal-Pradesh,2019,1,districts,india,2019-Q1,-0.10025929127052724
791110,8094,Arunachal-Pradesh,2019,1,pincodes,india,2019-Q1,2.887608069164265
791111,7673,Arunachal-Pradesh,2019,1,pincodes,india,2019-Q1,-0.05201383741042753
791113,5140,Arunachal-Pradesh,2019,1,pincodes,india,2019-Q1,-0.33011859768017726
791102,5030,Arunachal-Pradesh,2019,1,pincodes,india,2019-Q1,-0.021400778210116767
790104,3751,Arunachal-Pradesh,2019,1,pincodes,india,2019-Q1,-0.2542743538767396
792103,3477,Arunachal-Pradesh,2019,1,pincodes,india,2019-Q1,-0.07304718741668892
792001,3160,Arunachal-Pradesh,2019,1,pincodes,india,2019-Q1,-0.09117054932413005
791001,3103,Arunachal-Pradesh,2019,1,pincodes,india,2019-Q1,-0.01803797468354429
790116,2798,Arunachal-Pradesh,2019,1,pincodes,india,2019-Q1,-0.09829197550757329
791109,2519,Arunachal-Pradesh,2019,1,pincodes,india,2019-Q1,-0.0997140814867763
papum pare,32800,Arunachal-Pradesh,2019,2,districts,india,2019-Q2,12.021040095275904
west kameng,9782,Arunachal-Pradesh,2019,2,districts,india,2019-Q2,-0.7017682926829268
east siang,7319,Arunachal-Pradesh,2019,2,districts,india,2019-Q2,-0.25178900020445716
changlang,6884,Arunachal-Pradesh,2019,2,districts,india,2019-Q2,-0.059434348954775285
tawang,5908,Arunachal-Pradesh,2019,2,districts,india,2019-Q2,-0.1417780360255665
lohit,5485,Arunachal-Pradesh,2019,2,districts,india,2019-Q2,-0.07159783344617465
namsai,3914,Arunachal-Pradesh,2019,2,districts,india,2019-Q2,-0.2864175022789426
west siang,3393,Arunachal-Pradesh,2019,2,districts,india,2019-Q2,-0.1331119059785386
lower dibang valley,2842,Arunachal-Pradesh,2019,2,districts,india,2019-Q2,-0.16239316239316237
tirap,2697,Arunachal-Pradesh,2019,2,districts,india,2019-Q2,-0.05102040816326525
791110,10055,Arunachal-Pradesh,2019,2,pincodes,india,2019-Q2,2.7282165368928437
791111,9597,Arunachal-Pradesh,2019,2,pincodes,india,2019-Q2,-0.0455494778717056
791113,6418,Arunachal-Pradesh,2019,2,pincodes,india,2019-Q2,-0.33124934875481926
791102,6283,Arunachal-Pradesh,2019,2,pincodes,india,2019-Q2,-0.0210345902150203
790104,4437,Arunachal-Pradesh,2019,2,pincodes,india,2019-Q2,-0.2938086901161865
792103,4369,Arunachal-Pradesh,2019,2,pincodes,india,2019-Q2,-0.01532567049808431
791001,3960,Arunachal-Pradesh,2019,2,pincodes,india,2019-Q2,-0.09361409933623255
792001,3918,Arunachal-Pradesh,2019,2,pincodes,india,2019-Q2,-0.010606060606060619
790116,3335,Arunachal-Pradesh,2019,2,pincodes,india,2019-Q2,-0.14880040837161812
791109,3151,Arunachal-Pradesh,2019,2,pincodes,india,2019-Q2,-0.05517241379310345
papum pare,38845,Arunachal-Pradesh,2019,3,districts,india,2019-Q3,11.32783243414789
west kameng,11186,Arunachal-Pradesh,2019,3,districts,india,2019-Q3,-0.712035010940919
east siang,8571,Arunachal-Pradesh,2019,3,districts,india,2019-Q3,-0.23377436080815306
changlang,8145,Arunachal-Pradesh,2019,3,districts,india,2019-Q3,-0.049702485124256235
