name,count,state,year,quarter,level,country,date,growth
maharashtra,6106994,All,2018,1,states,india,2018-Q1,
uttar pradesh,4694250,All,2018,1,states,india,2018-Q1,-0.2313321414758226
karnataka,3717763,All,2018,1,states,india,2018-Q1,-0.2080176812057304
andhra pradesh,3336450,All,2018,1,states,india,2018-Q1,-0.10256517158301914
telangana,3315560,All,2018,1,states,india,2018-Q1,-0.0062611458286502275
rajasthan,3158202,All,2018,1,states,india,2018-Q1,-0.04746045916828534
gujarat,2690048,All,2018,1,states,india,2018-Q1,-0.1482343434650475
west bengal,2604789,All,2018,1,states,india,2018-Q1,-0.03169422999143512
madhya pradesh,2553603,All,2018,1,states,india,2018-Q1,-0.019650727947638003
bihar,2133804,All,2018,1,states,india,2018-Q1,-0.16439477867154761
bengaluru urban,1922368,All,2018,1,districts,india,2018-Q1,-0.09908876354154361
pune,1211643,All,2018,1,districts,india,2018-Q1,-0.36971329110763396
jaipur,900773,All,2018,1,districts,india,2018-Q1,-0.25656897287402314
mumbai suburban,719300,All,2018,1,districts,india,2018-Q1,-0.2014636317918055
hyderabad,655175,All,2018,1,districts,india,2018-Q1,-0.0891491728068956
rangareddy,635175,All,2018,1,districts,india,2018-Q1,-0.03052619529133438
thane,631864,All,2018,1,districts,india,2018-Q1,-0.005212736647380645
ahmadabad,572811,All,2018,1,districts,india,2018-Q1,-0.09345840244103165
medchal malkajgiri,549429,All,2018,1,districts,india,2018-Q1,-0.04081974682748757
visakhapatnam,497187,All,2018,1,districts,india,2018-Q1,-0.09508416920111606
201301,114625,All,2018,1,pincodes,india,2018-Q1,-0.769452942253116
500072,105012,All,2018,1,pincodes,india,2018-Q1,-0.08386477644492907
560068,98487,All,2018,1,pincodes,india,2018-Q1,-0.06213575591360987
110059,95496,All,2018,1,pincodes,india,2018-Q1,-0.030369490389594578
110092,83600,All,2018,1,pincodes,india,2018-Q1,-0.12457066264555583
122001,82656,All,2018,1,pincodes,india,2018-Q1,-0.01129186602870813
560037,75304,All,2018,1,pincodes,india,2018-Q1,-0.08894696089818044
395006,72275,All,2018,1,pincodes,india,2018-Q1,-0.04022362689896952
800001,71092,All,2018,1,pincodes,india,2018-Q1,-0.016368038740920077
302012,68098,All,2018,1,pincodes,india,2018-Q1,-0.04211444325662517
maharashtra,8222371,All,2018,2,states,india,2018-Q2,119.74320831742489
uttar pradesh,6442554,All,2018,2,states,india,2018-Q2,-0.21646031296812074
karnataka,5030665,All,2018,2,states,india,2018-Q2,-0.21915051080673909
andhra pradesh,4402540,All,2018,2,states,india,2018-Q2,-0.12485923829155787
telangana,4260115,All,2018,2,states,india,2018-Q2,-0.03235064303788271
rajasthan,4212964,All,2018,2,states,india,2018-Q2,-0.011068011074818362
west bengal,3833795,All,2018,2,states,india,2018-Q2,-0.09000053169217681
gujarat,3565825,All,2018,2,states,india,2018-Q2,-0.06989679938546534
madhya pradesh,3441662,All,2018,2,states,india,2018-Q2,-0.03482027300835011
bihar,3005872,All,2018,2,states,india,2018-Q2,-0.12662196345835242
bengaluru urban,2553312,All,2018,2,districts,india,2018-Q2,-0.15055863988885754
pune,1592293,All,2018,2,districts,india,2018-Q2,-0.37638134313393745
jaipur,1182983,All,2018,2,districts,india,2018-Q2,-0.25705696125022215
mumbai suburban,957633,All,2018,2,districts,india,2018-Q2,-0.19049301638316019
thane,861292,All,2018,2,districts,india,2018-Q2,-0.10060325824193606
hyderabad,842483,All,2018,2,districts,india,2018-Q2,-0.021838122262832993
rangareddy,804959,All,2018,2,districts,india,2018-Q2,-0.04453977112891294
ahmadabad,751746,All,2018,2,districts,india,2018-Q2,-0.06610647250356849
medchal malkajgiri,696211,All,2018,2,districts,india,2018-Q2,-0.07387468639673511
surat,652372,All,2018,2,districts,india,2018-Q2,-0.06296797953493982
201301,151073,All,2018,2,pincodes,india,2018-Q2,-0.7684250703586297
500072,129543,All,2018,2,pincodes,india,2018-Q2,-0.14251388401633647
560068,128921,All,2018,2,pincodes,india,2018-Q2,-0.004801494484456881
110059,124901,All,2018,2,pincodes,india,2018-Q2,-0.031181886581705065
110092,108175,All,2018,2,pincodes,india,2018-Q2,-0.1339140599354689
122001,107275,All,2018,2,pincodes,india,2018-Q2,-0.00831985209151842
800001,94711,All,2018,2,pincodes,india,2018-Q2,-0.11711955255185269
395006,94500,All,2018,2,pincodes,india,2018-Q2,-0.002227829924718372
560037,93771,All,2018,2,pincodes,india,2018-Q2,-0.0077142857142856736
302012,89071,All,2018,2,pincodes,india,2018-Q2,-0.0501221059815935
maharashtra,10435033,All,2018,3,states,india,2018-Q3,116.15410178397009
uttar pradesh,8096483,All,2018,3,states,india,2018-Q3,-0.22410566406450272
karnataka,6372649,All,2018,3,states,india,2018-Q3,-0.21291145797502442
andhra pradesh,5427617,All,2018,3,states,india,2018-Q3,-0.1482950025962516
rajasthan,5175453,All,2018,3,states,india,2018-Q3,-0.046459431459515255
telangana,5138501,All,2018,3,states,india,2018-Q3,-0.0071398580955135404
west bengal,4851740,All,2018,3,states,india,2018-Q3,-0.055806352864385955
gujarat,4433183,All,2018,3,states,india,2018-Q3,-0.08626946208988939
madhya pradesh,4309309,All,2018,3,states,india,2018-Q3,-0.027942451281618652
tamil nadu,3900177,All,2018,3,states,india,2018-Q3,-0.09494143956722523
bengaluru urban,3167597,All,2018,3,districts,india,2018-Q3,-0.18783250093521398
pune,1974138,All,2018,3,districts,india,2018-Q3,-0.37677109809107656
jaipur,1438305,All,2018,3,districts,india,2018-Q3,-0.2714263136619628
mumbai suburban,1218632,All,2018,3,districts,india,2018-Q3,-0.15273047093627568
thane,1104206,All,2018,3,districts,india,2018-Q3,-0.09389709116451894
hyderabad,1024241,All,2018,3,districts,india,2018-Q3,-0.07241855233534322
rangareddy,963186,All,2018,3,districts,india,2018-Q3,-0.05960999413224033
ahmadabad,919252,All,2018,3,districts,india,2018-Q3,-0.045613204510862926
medchal malkajgiri,828425,All,2018,3,districts,india,2018-Q3,-0.09880533303163874
surat,808005,All,2018,3,districts,india,2018-Q3,-0.024649183691945575
201301,188664,All,2018,3,pincodes,india,2018-Q3,-0.7665063953812167
110059,156028,All,2018,3,pincodes,india,2018-Q3,-0.17298477716999539
500072,152034,All,2018,3,pincodes,india,2018-Q3,-0.025597969595200887
560068,151862,All,2018,3,pincodes,india,2018-Q3,-0.00113132588763043
110092,136676,All,2018,3,pincodes,india,2018-Q3,-0.09999868301484238
122001,130847,All,2018,3,pincodes,india,2018-Q3,-0.04264830694489152
395006,113391,All,2018,3,pincodes,india,2018-Q3,-0.1334077204674161
302012,107088,All,2018,3,pincodes,india,2018-Q3,-0.055586422202820285
560037,106572,All,2018,3,pincodes,india,2018-Q3,-0.004818467055132225
800001,106255,All,2018,3,pincodes,india,2018-Q3,-0.0029745148819577683
maharashtra,13381602,All,2018,4,states,india,2018-Q4,124.93856289115806
uttar pradesh,10341964,All,2018,4,states,india,2018-Q4,-0.22715053100518157
karnataka,8315802,All,2018,4,states,india,2018-Q4,-0.19591655898241378
andhra pradesh,6857409,All,2018,4,states,india,2018-Q4,-0.17537610924358227
telangana,6529679,All,2018,4,states,india,2018-Q4,-0.047792103402319985
rajasthan,6358738,All,2018,4,states,india,2018-Q4,-0.026179081697584206
west bengal,6279278,All,2018,4,states,india,2018-Q4,-0.012496190281782282
gujarat,5579040,All,2018,4,states,india,2018-Q4,-0.11151568699458758
madhya pradesh,5365442,All,2018,4,states,india,2018-Q4,-0.03828579827353806
tamil nadu,5199878,All,2018,4,states,india,2018-Q4,-0.030857476420395602
bengaluru urban,4126734,All,2018,4,districts,india,2018-Q4,-0.20637868811537496
pune,2498852,All,2018,4,districts,india,2018-Q4,-0.3944722388213052
jaipur,1733893,All,2018,4,districts,india,2018-Q4,-0.3061241722198834
mumbai suburban,1578487,All,2018,4,districts,india,2018-Q4,-0.08962836807115548
thane,1473811,All,2018,4,districts,india,2018-Q4,-0.06631413499129224
hyderabad,1336872,All,2018,4,districts,india,2018-Q4,-0.09291489885745186
rangareddy,1217664,All,2018,4,districts,india,2018-Q4,-0.08916934455953895
ahmadabad,1212636,All,2018,4,districts,india,2018-Q4,-0.004129217912330452
medchal malkajgiri,1056739,All,2018,4,districts,india,2018-Q4,-0.12856042538733803
surat,998807,All,2018,4,districts,india,2018-Q4,-0.054821483829024964
201301,250205,All,2018,4,pincodes,india,2018-Q4,-0.7494961489056444
110059,206537,All,2018,4,pincodes,india,2018-Q4,-0.17452888631322316
560068,201605,All,2018,4,pincodes,india,2018-Q4,-0.023879498588630588
110092,177133,All,2018,4,pincodes,india,2018-Q4,-0.12138587832643044
500072,175163,All,2018,4,pincodes,india,2018-Q4,-0.011121586604415867
122001,163556,All,2018,4,pincodes,india,2018-Q4,-0.06626399410834483
560037,137280,All,2018,4,pincodes,india,2018-Q4,-0.1606544547433295
800001,134254,All,2018,4,pincodes,india,2018-Q4,-0.022042540792540755
110086,133412,All,2018,4,pincodes,india,2018-Q4,-0.006271693953252777
110085,132600,All,2018,4,pincodes,india,2018-Q4,-0.006086409018678962
maharashtra,16284451,All,2019,1,states,india,2019-Q1,121.8088310708899
uttar pradesh,12458661,All,2019,1,states,india,2019-Q1,-0.2349351537856572
karnataka,10266174,All,2019,1,states,india,2019-Q1,-0.17598095011976012
andhra pradesh,8283019,All,2019,1,states,india,2019-Q1,-0.19317371788165683
telangana,7963425,All,2019,1,states,india,2019-Q1,-0.038584240842620354
rajasthan,7712204,All,2019,1,states,india,2019-Q1,-0.031546853269792785
west bengal,7449425,All,2019,1,states,india,2019-Q1,-0.034073139144140896
gujarat,6652536,All,2019,1,states,india,2019-Q1,-0.10697322276551546
madhya pradesh,6414403,All,2019,1,states,india,2019-Q1,-0.035795822826062085
tamil nadu,6296303,All,2019,1,states,india,2019-Q1,-0.018411690066869824
bengaluru urban,5003207,All,2019,1,districts,india,2019-Q1,-0.20537385192548707
pune,3038402,All,2019,1,districts,india,2019-Q1,-0.3927091163727585
jaipur,2060175,All,2019,1,districts,india,2019-Q1,-0.32195443525906053
mumbai suburban,1901210,All,2019,1,districts,india,2019-Q1,-0.07716092079556347
thane,1834051,All,2019,1,districts,india,2019-Q1,-0.035324346074342095
hyderabad,1638436,All,2019,1,districts,india,2019-Q1,-0.10665733940877331
rangareddy,1470874,All,2019,1,districts,india,2019-Q1,-0.1022694813834657
ahmadabad,1450100,All,2019,1,districts,india,2019-Q1,-0.01412357550680754
medchal malkajgiri,1279531,All,2019,1,districts,india,2019-Q1,-0.11762568098751813
surat,1180819,All,2019,1,districts,india,2019-Q1,-0.07714701714925232
201301,301260,All,2019,1,pincodes,india,2019-Q1,-0.7448719913890274
110059,246566,All,2019,1,pincodes,india,2019-Q1,-0.18155081988979616
560068,237280,All,2019,1,pincodes,india,2019-Q1,-0.03766131583429999
500072,221180,All,2019,1,pincodes,india,2019-Q1,-0.06785232636547534
110092,206805,All,2019,1,pincodes,india,2019-Q1,-0.06499231395243688
122001,194366,All,2019,1,pincodes,india,2019-Q1,-0.06014844902202554
110086,158267,All,2019,1,pincodes,india,2019-Q1,-0.18572692754905695
560078,157977,All,2019,1,pincodes,india,2019-Q1,-0.0018323466041563208
395006,157558,All,2019,1,pincodes,india,2019-Q1,-0.002652284826272222
560076,157367,All,2019,1,pincodes,india,2019-Q1,-0.0012122519960903189
maharashtra,18776975,All,2019,2,states,india,2019-Q2,118.31964770250434
uttar pradesh,14316349,All,2019,2,states,india,2019-Q2,-0.2375582861456651
karnataka,11968087,All,2019,2,states,india,2019-Q2,-0.16402659644578377
andhra pradesh,9389003,All,2019,2,states,india,2019-Q2,-0.2154967623480678
telangana,9046007,All,2019,2,states,india,2019-Q2,-0.036531674342845544
rajasthan,8783935,All,2019,2,states,india,2019-Q2,-0.02897101450396844
west bengal,8612795,All,2019,2,states,india,2019-Q2,-0.019483295356807595
gujarat,7574645,All,2019,2,states,india,2019-Q2,-0.12053578426051004
tamil nadu,7429609,All,2019,2,states,india,2019-Q2,-0.01914756401125073
madhya pradesh,7301172,All,2019,2,states,india,2019-Q2,-0.017287181600000756
bengaluru urban,5694165,All,2019,2,districts,india,2019-Q2,-0.22010260818400118
pune,3514081,All,2019,2,districts,india,2019-Q2,-0.3828628078041293
jaipur,2290462,All,2019,2,districts,india,2019-Q2,-0.3482045519155649
mumbai suburban,2151657,All,2019,2,districts,india,2019-Q2,-0.06060131100188526
thane,2118406,All,2019,2,districts,india,2019-Q2,-0.015453671286826842
hyderabad,1856926,All,2019,2,districts,india,2019-Q2,-0.12343242985527803
ahmadabad,1656341,All,2019,2,districts,india,2019-Q2,-0.1080199210954017
rangareddy,1651300,All,2019,2,districts,india,2019-Q2,-0.0030434554237321887
medchal malkajgiri,1428880,All,2019,2,districts,india,2019-Q2,-0.13469387755102036
surat,1338584,All,2019,2,districts,india,2019-Q2,-0.06319355019315831
201301,336709,All,2019,2,pincodes,india,2019-Q2,-0.748458819170108
110059,274593,All,2019,2,pincodes,india,2019-Q2,-0.18447977333543208
560068,263531,All,2019,2,pincodes,india,2019-Q2,-0.040285076458613345
500072,242007,All,2019,2,pincodes,india,2019-Q2,-0.08167540061700518
110092,228546,All,2019,2,pincodes,india,2019-Q2,-0.055622358030966046
122001,217913,All,2019,2,pincodes,india,2019-Q2,-0.04652455085628271
421302,182371,All,2019,2,pincodes,india,2019-Q2,-0.16310178832836952
395006,180042,All,2019,2,pincodes,india,2019-Q2,-0.012770670775507087
560078,178837,All,2019,2,pincodes,india,2019-Q2,-0.006692882771797692
110086,177199,All,2019,2,pincodes,india,2019-Q2,-0.00915917846977976
maharashtra,21313081,All,2019,3,states,india,2019-Q3,119.27765958047168
uttar pradesh,16044607,All,2019,3,states,india,2019-Q3,-0.24719438733423849
karnataka,13635075,All,2019,3,states,india,2019-Q3,-0.1501770657268202
andhra pradesh,10458693,All,2019,3,states,india,2019-Q3,-0.23295669440762157
telangana,10090557,All,2019,3,states,india,2019-Q3,-0.035199044469514496
rajasthan,9797304,All,2019,3,states,india,2019-Q3,-0.029062122140531943
west bengal,9643222,All,2019,3,states,india,2019-Q3,-0.015726979585404366
gujarat,8429299,All,2019,3,states,india,2019-Q3,-0.12588354805064117
tamil nadu,8428835,All,2019,3,states,india,2019-Q3,-5.504609576667541e-05
madhya pradesh,8180664,All,2019,3,states,india,2019-Q3,-0.029443096228600973
bengaluru urban,6383771,All,2019,3,districts,india,2019-Q3,-0.21965124102395606
pune,4004991,All,2019,3,districts,india,2019-Q3,-0.3726292813448352
jaipur,2520933,All,2019,3,districts,india,2019-Q3,-0.3705521435628695
mumbai suburban,2407754,All,2019,3,districts,india,2019-Q3,-0.044895679496440355
thane,2396815,All,2019,3,districts,india,2019-Q3,-0.004543238221180412
hyderabad,2071673,All,2019,3,districts,india,2019-Q3,-0.13565585996416074
ahmadabad,1848860,All,2019,3,districts,india,2019-Q3,-0.10755220539148791
rangareddy,1826019,All,2019,3,districts,india,2019-Q3,-0.01235409928280129
medchal malkajgiri,1572320,All,2019,3,districts,india,2019-Q3,-0.13893557515009425
surat,1481391,All,2019,3,districts,india,2019-Q3,-0.05783110308334183
201301,369425,All,2019,3,pincodes,india,2019-Q3,-0.7506228942932689
110059,300007,All,2019,3,pincodes,india,2019-Q3,-0.18790823577180749
560068,289417,All,2019,3,pincodes,india,2019-Q3,-0.03529917635255175
500072,261019,All,2019,3,pincodes,india,2019-Q3,-0.09812139577149925
110092,248727,All,2019,3,pincodes,india,2019-Q3,-0.04709235726134875
122001,239679,All,2019,3,pincodes,india,2019-Q3,-0.0363772328697729
421302,208109,All,2019,3,pincodes,india,2019-Q3,-0.13171783927669922
395006,198132,All,2019,3,pincodes,india,2019-Q3,-0.04794122310904381
110086,194575,All,2019,3,pincodes,india,2019-Q3,-0.017952678012638
800001,194197,All,2019,3,pincodes,india,2019-Q3,-0.0019426956186560096
maharashtra,23745297,All,2019,4,states,india,2019-Q4,121.27427303202418
uttar pradesh,17949542,All,2019,4,states,india,2019-Q4,-0.2440801224764635
karnataka,15385416,All,2019,4,states,india,2019-Q4,-0.14285189003708287
andhra pradesh,11757883,All,2019,4,states,india,2019-Q4,-0.23577737514539743
telangana,11220691,All,2019,4,states,india,2019-Q4,-0.04568781642069408
rajasthan,10925031,All,2019,4,states,india,2019-Q4,-0.02634953587083011
west bengal,10885058,All,2019,4,states,india,2019-Q4,-0.003658845453161641
tamil nadu,9620493,All,2019,4,states,india,2019-Q4,-0.11617439245615413
gujarat,9323799,All,2019,4,states,india,2019-Q4,-0.030839791682193418
madhya pradesh,9165241,All,2019,4,states,india,2019-Q4,-0.01700572910248277
bengaluru urban,7016836,All,2019,4,districts,india,2019-Q4,-0.23440791136861538
pune,4416899,All,2019,4,districts,india,2019-Q4,-0.370528397699476
jaipur,2746860,All,2019,4,districts,india,2019-Q4,-0.3781021481360566
thane,2638051,All,2019,4,districts,india,2019-Q4,-0.03961213895138449
mumbai suburban,2630360,All,2019,4,districts,india,2019-Q4,-0.002915409899202137
hyderabad,2283903,All,2019,4,districts,india,2019-Q4,-0.13171467023525296
ahmadabad,2015947,All,2019,4,districts,india,2019-Q4,-0.11732372171672789
rangareddy,2001437,All,2019,4,districts,india,2019-Q4,-0.007197609857798826
medchal malkajgiri,1714832,All,2019,4,districts,india,2019-Q4,-0.14319961107943946
north twenty four parganas,1638605,All,2019,4,districts,india,2019-Q4,-0.044451584761656004
201301,398548,All,2019,4,pincodes,india,2019-Q4,-0.7567760381544058
110059,320535,All,2019,4,pincodes,india,2019-Q4,-0.19574304726155944
560068,313673,All,2019,4,pincodes,india,2019-Q4,-0.021407958569267027
500072,279498,All,2019,4,pincodes,india,2019-Q4,-0.10895104137110945
110092,264380,All,2019,4,pincodes,india,2019-Q4,-0.05408983248538446
122001,258880,All,2019,4,pincodes,india,2019-Q4,-0.02080338906119983
421302,243170,All,2019,4,pincodes,india,2019-Q4,-0.06068448702101359
560078,218317,All,2019,4,pincodes,india,2019-Q4,-0.10220421927046919
395006,214322,All,2019,4,pincodes,india,2019-Q4,-0.01829907886238813
560076,211683,All,2019,4,pincodes,india,2019-Q4,-0.01231324828995628
maharashtra,26168390,All,2020,1,states,india,2020-Q1,122.62064974513778
uttar pradesh,20136256,All,2020,1,states,india,2020-Q1,-0.23051223250647057
karnataka,17016980,All,2020,1,states,india,2020-Q1,-0.15490843978145685
andhra pradesh,13022060,All,2020,1,states,india,2020-Q1,-0.23476080949733735
telangana,12306860,All,2020,1,states,india,2020-Q1,-0.05492218589071163
rajasthan,12142053,All,2020,1,states,india,2020-Q1,-0.013391474348452781
west bengal,11960822,All,2020,1,states,india,2020-Q1,-0.01492589432775493
tamil nadu,10872368,All,2020,1,states,india,2020-Q1,-0.0910016050736312
gujarat,10259843,All,2020,1,states,india,2020-Q1,-0.05633777296721376
madhya pradesh,10151371,All,2020,1,states,india,2020-Q1,-0.010572481469745654
bengaluru urban,7564577,All,2020,1,districts,india,2020-Q1,-0.2548221319071089
pune,4802397,All,2020,1,districts,india,2020-Q1,-0.36514665658106193
jaipur,2966508,All,2020,1,districts,india,2020-Q1,-0.3822859709432602
thane,2878073,All,2020,1,districts,india,2020-Q1,-0.029811144955617874
mumbai suburban,2843378,All,2020,1,districts,india,2020-Q1,-0.0120549409274886
hyderabad,2483843,All,2020,1,districts,india,2020-Q1,-0.12644643097048647
ahmadabad,2185983,All,2020,1,districts,india,2020-Q1,-0.11991901259459636
rangareddy,2166829,All,2020,1,districts,india,2020-Q1,-0.00876219073981821
medchal malkajgiri,1845599,All,2020,1,districts,india,2020-Q1,-0.14824889273680575
north twenty four parganas,1789973,All,2020,1,districts,india,2020-Q1,-0.030139808268209944
201301,425915,All,2020,1,pincodes,india,2020-Q1,-0.7620550701044094
110059,342152,All,2020,1,pincodes,india,2020-Q1,-0.1966660014322107
560068,334481,All,2020,1,pincodes,india,2020-Q1,-0.02241986017910169
500072,296003,All,2020,1,pincodes,india,2020-Q1,-0.11503792442620064
110092,280039,All,2020,1,pincodes,india,2020-Q1,-0.053931885825481474
122001,277400,All,2020,1,pincodes,india,2020-Q1,-0.009423687414967241
421302,270275,All,2020,1,pincodes,india,2020-Q1,-0.025684931506849362
560078,234102,All,2020,1,pincodes,india,2020-Q1,-0.1338377578392378
395006,230047,All,2020,1,pincodes,india,2020-Q1,-0.017321509427514536
110086,226703,All,2020,1,pincodes,india,2020-Q1,-0.014536160002086573
maharashtra,28765086,All,2020,2,states,india,2020-Q2,125.8844523451388
uttar pradesh,22498519,All,2020,2,states,india,2020-Q2,-0.21785323360409903
karnataka,18655366,All,2020,2,states,india,2020-Q2,-0.17081804362322695
andhra pradesh,14319675,All,2020,2,states,india,2020-Q2,-0.23240985998344932
rajasthan,13563201,All,2020,2,states,india,2020-Q2,-0.05282759559836381
telangana,13378191,All,2020,2,states,india,2020-Q2,-0.013640585286614826
west bengal,13222022,All,2020,2,states,india,2020-Q2,-0.011673401882212664
tamil nadu,12150786,All,2020,2,states,india,2020-Q2,-0.0810190755997835
gujarat,11392657,All,2020,2,states,india,2020-Q2,-0.062393412245100865
madhya pradesh,11374423,All,2020,2,states,india,2020-Q2,-0.0016005046057298022
bengaluru urban,8028070,All,2020,2,districts,india,2020-Q2,-0.2941998024866844
pune,5144688,All,2020,2,districts,india,2020-Q2,-0.3591625384432373
jaipur,3182014,All,2020,2,districts,india,2020-Q2,-0.3814952432489589
thane,3135101,All,2020,2,districts,india,2020-Q2,-0.014743178376965038
mumbai suburban,3060916,All,2020,2,districts,india,2020-Q2,-0.023662714534555707
hyderabad,2653534,All,2020,2,districts,india,2020-Q2,-0.13309153207732582
ahmadabad,2384154,All,2020,2,districts,india,2020-Q2,-0.10151744805229557
rangareddy,2313748,All,2020,2,districts,india,2020-Q2,-0.029530810509723837
north twenty four parganas,1966125,All,2020,2,districts,india,2020-Q2,-0.1502423773029734
medchal malkajgiri,1963353,All,2020,2,districts,india,2020-Q2,-0.0014098798397863543
201301,445271,All,2020,2,pincodes,india,2020-Q2,-0.7732088931537019
110059,365614,All,2020,2,pincodes,india,2020-Q2,-0.17889554900274218
560068,351484,All,2020,2,pincodes,india,2020-Q2,-0.03864731656884035
500072,309469,All,2020,2,pincodes,india,2020-Q2,-0.1195360243994037
421302,298762,All,2020,2,pincodes,india,2020-Q2,-0.034597972656388865
110092,295000,All,2020,2,pincodes,india,2020-Q2,-0.012591962833292003
122001,293479,All,2020,2,pincodes,india,2020-Q2,-0.005155932203389835
560078,247869,All,2020,2,pincodes,india,2020-Q2,-0.1554114604452107
110086,246312,All,2020,2,pincodes,india,2020-Q2,-0.0062815438800334356
395006,245129,All,2020,2,pincodes,india,2020-Q2,-0.004802851667803476
maharashtra,31409513,All,2020,3,states,india,2020-Q3,127.13462707390804
uttar pradesh,24838116,All,2020,3,states,india,2020-Q3,-0.20921677454852616
karnataka,20487550,All,2020,3,states,india,2020-Q3,-0.17515684361889605
andhra pradesh,15692405,All,2020,3,states,india,2020-Q3,-0.23405165576166986
rajasthan,14969412,All,2020,3,states,india,2020-Q3,-0.046072797636818597
telangana,14590882,All,2020,3,states,india,2020-Q3,-0.025286898376502664
west bengal,14448366,All,2020,3,states,india,2020-Q3,-0.009767469848635635
tamil nadu,13643451,All,2020,3,states,india,2020-Q3,-0.05570975984412352
madhya pradesh,12564224,All,2020,3,states,india,2020-Q3,-0.07910220075551266
gujarat,12467847,All,2020,3,states,india,2020-Q3,-0.007670748308848951
bengaluru urban,8611452,All,2020,3,districts,india,2020-Q3,-0.3093072123839826
pune,5546002,All,2020,3,districts,india,2020-Q3,-0.3559736499721533
jaipur,3433167,All,2020,3,districts,india,2020-Q3,-0.3809654233806623
thane,3401853,All,2020,3,districts,india,2020-Q3,-0.009121024406910538
mumbai suburban,3304696,All,2020,3,districts,india,2020-Q3,-0.02856002302274674
hyderabad,2875965,All,2020,3,districts,india,2020-Q3,-0.12973386962068523
ahmadabad,2580178,All,2020,3,districts,india,2020-Q3,-0.10284791365680734
rangareddy,2495699,All,2020,3,districts,india,2020-Q3,-0.03274153953719472
north twenty four parganas,2143943,All,2020,3,districts,india,2020-Q3,-0.14094488157426033
medchal malkajgiri,2111567,All,2020,3,districts,india,2020-Q3,-0.01510114774506599
201301,472490,All,2020,3,pincodes,india,2020-Q3,-0.7762372683414734
110059,393571,All,2020,3,pincodes,india,2020-Q3,-0.16702787360579063
560068,373446,All,2020,3,pincodes,india,2020-Q3,-0.05113435695211288
421302,328833,All,2020,3,pincodes,india,2020-Q3,-0.1194630548995036
500072,328018,All,2020,3,pincodes,india,2020-Q3,-0.0024784617115678476
110092,314384,All,2020,3,pincodes,india,2020-Q3,-0.041564792176039145
122001,314031,All,2020,3,pincodes,india,2020-Q3,-0.0011228306784060171
110086,267186,All,2020,3,pincodes,india,2020-Q3,-0.14917317080160875
560078,265627,All,2020,3,pincodes,india,2020-Q3,-0.0058348865584274545
121004,261230,All,2020,3,pincodes,india,2020-Q3,-0.01655328712819104
maharashtra,34432631,All,2020,4,states,india,2020-Q4,130.80963518738275
uttar pradesh,27249134,All,2020,4,states,india,2020-Q4,-0.2086246909218178
karnataka,22400182,All,2020,4,states,india,2020-Q4,-0.1779488478422837
andhra pradesh,17076565,All,2020,4,states,india,2020-Q4,-0.23765954223050512
rajasthan,16329494,All,2020,4,states,india,2020-Q4,-0.043748318236132344
telangana,15927797,All,2020,4,states,india,2020-Q4,-0.02459947626056258
west bengal,15662093,All,2020,4,states,india,2020-Q4,-0.016681779658542895
tamil nadu,15357586,All,2020,4,states,india,2020-Q4,-0.019442292929814697
madhya pradesh,13737947,All,2020,4,states,india,2020-Q4,-0.10546182192956632
gujarat,13605203,All,2020,4,states,india,2020-Q4,-0.009662579132093008
bengaluru urban,9286243,All,2020,4,districts,india,2020-Q4,-0.3174491405971671
pune,6033615,All,2020,4,districts,india,2020-Q4,-0.35026307194416517
thane,3727358,All,2020,4,districts,india,2020-Q4,-0.38223469677796806
jaipur,3679874,All,2020,4,districts,india,2020-Q4,-0.01273931830535191
mumbai suburban,3609970,All,2020,4,districts,india,2020-Q4,-0.01899630259079521
hyderabad,3142385,All,2020,4,districts,india,2020-Q4,-0.12952600714133355
ahmadabad,2787991,All,2020,4,districts,india,2020-Q4,-0.11277866970469885
rangareddy,2704868,All,2020,4,districts,india,2020-Q4,-0.029814658655641257
north twenty four parganas,2321888,All,2020,4,districts,india,2020-Q4,-0.14158916442502922
medchal malkajgiri,2282695,All,2020,4,districts,india,2020-Q4,-0.01687979781970539
201301,504506,All,2020,4,pincodes,india,2020-Q4,-0.7789866802179003
110059,423149,All,2020,4,pincodes,india,2020-Q4,-0.16126071840572753
560068,399638,All,2020,4,pincodes,india,2020-Q4,-0.05556198880299845
421302,365506,All,2020,4,pincodes,india,2020-Q4,-0.08540729360070864
500072,350832,All,2020,4,pincodes,india,2020-Q4,-0.040147083768802716
122001,336803,All,2020,4,pincodes,india,2020-Q4,-0.03998780042869521
110092,335783,All,2020,4,pincodes,india,2020-Q4,-0.0030284765872038433
110086,288308,All,2020,4,pincodes,india,2020-Q4,-0.14138595461950132
560078,285544,All,2020,4,pincodes,india,2020-Q4,-0.00958696949096105
121004,283882,All,2020,4,pincodes,india,2020-Q4,-0.005820468999523709
maharashtra,37077537,All,2021,1,states,india,2021-Q1,129.60897485574992
uttar pradesh,29482075,All,2021,1,states,india,2021-Q1,-0.20485346693875595
karnataka,24095832,All,2021,1,states,india,2021-Q1,-0.18269551922651306
andhra pradesh,18363733,All,2021,1,states,india,2021-Q1,-0.23788757325333276
rajasthan,17661088,All,2021,1,states,india,2021-Q1,-0.03826264518221867
telangana,17149069,All,2021,1,states,india,2021-Q1,-0.028991362253559916
west bengal,16808799,All,2021,1,states,india,2021-Q1,-0.01984189345788978
