brand,count,percentage,registeredUsers,appOpens,state,year,quarter,source,category,country,date,growth
xiaomi,11926334,0.2544128980953847,46877867,0,All,2018,1,aggregated,user,india,2018-Q1,
samsung,9609401,0.204988017052909,46877867,0,All,2018,1,aggregated,user,india,2018-Q1,-0.1942703432588757
vivo,5894293,0.1257372269092363,46877867,0,All,2018,1,aggregated,user,india,2018-Q1,-0.38661181898850927
oppo,4479351,0.0955536436843425,46877867,0,All,2018,1,aggregated,user,india,2018-Q1,-0.24005287826716448
realme,2376866,0.0507033735131336,46877867,0,All,2018,1,aggregated,user,india,2018-Q1,-0.46937268367672014
apple,1825153,0.0389342160128574,46877867,0,All,2018,1,aggregated,user,india,2018-Q1,-0.2321178392050709
motorola,1593250,0.0339872545822104,46877867,0,All,2018,1,aggregated,user,india,2018-Q1,-0.12705948487606245
oneplus,1536418,0.0327749127322708,46877867,0,All,2018,1,aggregated,user,india,2018-Q1,-0.03567048485799462
lenovo,1246507,0.0265905229860394,46877867,0,All,2018,1,aggregated,user,india,2018-Q1,-0.18869279063379885
huawei,808774,0.0172527901066829,46877867,0,All,2018,1,aggregated,user,india,2018-Q1,-0.3511677030293452
others,5581520,0.1190651443249327,46877867,0,All,2018,1,aggregated,user,india,2018-Q1,5.9012109687007746
xiaomi,16416511,0.2579253202806905,63648311,0,All,2018,2,aggregated,user,india,2018-Q2,1.941225866788975
samsung,12943051,0.2033526231355927,63648311,0,All,2018,2,aggregated,user,india,2018-Q2,-0.2115833260794574
vivo,8365074,0.1314264882849758,63648311,0,All,2018,2,aggregated,user,india,2018-Q2,-0.3537015345145438
oppo,6246581,0.09814213294678,63648311,0,All,2018,2,aggregated,user,india,2018-Q2,-0.253254543833085
realme,3165738,0.049737973408281,63648311,0,All,2018,2,aggregated,user,india,2018-Q2,-0.4932046826896185
apple,2326897,0.0365586606060921,63648311,0,All,2018,2,aggregated,user,india,2018-Q2,-0.26497486526048586
motorola,2099718,0.0329893750047821,63648311,0,All,2018,2,aggregated,user,india,2018-Q2,-0.09763173874907227
oneplus,1890141,0.029696640339757,63648311,0,All,2018,2,aggregated,user,india,2018-Q2,-0.0998119747508951
lenovo,1627153,0.0255647475075968,63648311,0,All,2018,2,aggregated,user,india,2018-Q2,-0.13913670990682703
huawei,1104740,0.0173569413334471,63648311,0,All,2018,2,aggregated,user,india,2018-Q2,-0.3210595438781725
others,7462707,0.1172490971520045,63648311,0,All,2018,2,aggregated,user,india,2018-Q2,5.755170447345077
xiaomi,20859459,0.2607075466368654,80010952,0,All,2018,3,aggregated,user,india,2018-Q3,1.795159852852323
samsung,16228372,0.2028268829997173,80010952,0,All,2018,3,aggregated,user,india,2018-Q3,-0.22201376363596004
vivo,11118842,0.1389665004860834,80010952,0,All,2018,3,aggregated,user,india,2018-Q3,-0.31485166842367185
oppo,8103650,0.1012817595271207,80010952,0,All,2018,3,aggregated,user,india,2018-Q3,-0.27117859935414135
realme,3962596,0.0495256699357857,80010952,0,All,2018,3,aggregated,user,india,2018-Q3,-0.5110109641951466
apple,2774989,0.0346826144500817,80010952,0,All,2018,3,aggregated,user,india,2018-Q3,-0.29970428476685484
motorola,2529272,0.0316115723757417,80010952,0,All,2018,3,aggregated,user,india,2018-Q3,-0.08854701766385376
oneplus,2231557,0.0278906442707993,80010952,0,All,2018,3,aggregated,user,india,2018-Q3,-0.11770778310913177
lenovo,1857680,0.0232178214802393,80010952,0,All,2018,3,aggregated,user,india,2018-Q3,-0.1675408694467585
huawei,1444125,0.0180490915793627,80010952,0,All,2018,3,aggregated,user,india,2018-Q3,-0.22261907325265928
others,8900410,0.1112398962582022,80010952,0,All,2018,3,aggregated,user,india,2018-Q3,5.1631853198303475
xiaomi,26709586,0.2611876516661043,102262055,0,All,2018,4,aggregated,user,india,2018-Q4,2.000938833154877
samsung,20740259,0.2028148075060686,102262055,0,All,2018,4,aggregated,user,india,2018-Q4,-0.22349006083433864
vivo,14966905,0.1463583437669035,102262055,0,All,2018,4,aggregated,user,india,2018-Q4,-0.27836460480074043
oppo,10754040,0.1051615870617894,102262055,0,All,2018,4,aggregated,user,india,2018-Q4,-0.28147870251063933
realme,4997725,0.0488717442652604,102262055,0,All,2018,4,aggregated,user,india,2018-Q4,-0.5352700008554925
apple,3435529,0.0335953448226715,102262055,0,All,2018,4,aggregated,user,india,2018-Q4,-0.3125814245481694
motorola,3089947,0.030215968180964,102262055,0,All,2018,4,aggregated,user,india,2018-Q4,-0.10059062228844529
oneplus,2668868,0.0260983216110804,102262055,0,All,2018,4,aggregated,user,india,2018-Q4,-0.1362738584189308
lenovo,2257295,0.0220736322969453,102262055,0,All,2018,4,aggregated,user,india,2018-Q4,-0.15421257252138365
huawei,1899667,0.0185764602520455,102262055,0,All,2018,4,aggregated,user,india,2018-Q4,-0.15843210568401556
others,10742234,0.1050461385701666,102262055,0,All,2018,4,aggregated,user,india,2018-Q4,4.654798446254001
xiaomi,32175910,0.2606757387683793,123432699,0,All,2019,1,aggregated,user,india,2019-Q1,1.9952717470127723
samsung,25070398,0.2031098582718344,123432699,0,All,2019,1,aggregated,user,india,2019-Q1,-0.22083328800956992
vivo,18778714,0.1521372711780368,123432699,0,All,2019,1,aggregated,user,india,2019-Q1,-0.2509606748165705
oppo,13426696,0.1087774642276922,123432699,0,All,2019,1,aggregated,user,india,2019-Q1,-0.28500450030816804
realme,5948556,0.0481927078334404,123432699,0,All,2019,1,aggregated,user,india,2019-Q1,-0.5569605508309714
apple,4005092,0.0324475769585172,123432699,0,All,2019,1,aggregated,user,india,2019-Q1,-0.3267118944496782
motorola,3531217,0.0286084402966834,123432699,0,All,2019,1,aggregated,user,india,2019-Q1,-0.11831813101921251
oneplus,3042107,0.0246458760494251,123432699,0,All,2019,1,aggregated,user,india,2019-Q1,-0.13851032094600813
lenovo,2553783,0.0206896796447754,123432699,0,All,2019,1,aggregated,user,india,2019-Q1,-0.16052163845650402
huawei,2364933,0.0191596960866909,123432699,0,All,2019,1,aggregated,user,india,2019-Q1,-0.07394911783812486
others,12535293,0.1015556906845243,123432699,0,All,2019,1,aggregated,user,india,2019-Q1,4.300485468298679
xiaomi,36936092,0.2604650875471779,141808226,920413791,All,2019,2,aggregated,user,india,2019-Q2,1.9465679023218683
samsung,28857066,0.2034935970498636,141808226,920413791,All,2019,2,aggregated,user,india,2019-Q2,-0.21872985371598053
vivo,22157338,0.1562486085962319,141808226,920413791,All,2019,2,aggregated,user,india,2019-Q2,-0.23216941043140005
oppo,15797055,0.1113973106186378,141808226,920413791,All,2019,2,aggregated,user,india,2019-Q2,-0.2870508632399794
realme,6829373,0.0481592160951227,141808226,920413791,All,2019,2,aggregated,user,india,2019-Q2,-0.5676806214829283
apple,4511382,0.031813260254733,141808226,920413791,All,2019,2,aggregated,user,india,2019-Q2,-0.3394149067564475
motorola,3917097,0.0276224949037864,141808226,920413791,All,2019,2,aggregated,user,india,2019-Q2,-0.13173014388938908
oneplus,3331797,0.0234950897700391,141808226,920413791,All,2019,2,aggregated,user,india,2019-Q2,-0.14942188054061467
lenovo,2826639,0.0199328281562453,141808226,920413791,All,2019,2,aggregated,user,india,2019-Q2,-0.15161728040453848
huawei,2738178,0.0193090209026379,141808226,920413791,All,2019,2,aggregated,user,india,2019-Q2,-0.03129547140614697
others,13906209,0.0980634861055239,141808226,920413791,All,2019,2,aggregated,user,india,2019-Q2,4.078635866623719
xiaomi,41454122,0.2602366641280891,159293934,3448366103,All,2019,3,aggregated,user,india,2019-Q3,1.9809793596515055
samsung,32271518,0.2025910038733804,159293934,3448366103,All,2019,3,aggregated,user,india,2019-Q3,-0.2215124469407409
vivo,25597791,0.1606953281723835,159293934,3448366103,All,2019,3,aggregated,user,india,2019-Q3,-0.2067992897018356
oppo,18090143,0.1135645441464205,159293934,3448366103,All,2019,3,aggregated,user,india,2019-Q3,-0.293292807961437
realme,7851606,0.0492900501785585,159293934,3448366103,All,2019,3,aggregated,user,india,2019-Q3,-0.5659732485254538
apple,4969855,0.0311992734136379,159293934,3448366103,All,2019,3,aggregated,user,india,2019-Q3,-0.3670269496457158
motorola,4193041,0.0263226658712565,159293934,3448366103,All,2019,3,aggregated,user,india,2019-Q3,-0.15630516383274762
oneplus,3607223,0.0226450744822461,159293934,3448366103,All,2019,3,aggregated,user,india,2019-Q3,-0.13971196561159316
huawei,3116564,0.0195648630286197,159293934,3448366103,All,2019,3,aggregated,user,india,2019-Q3,-0.1360212551317177
lenovo,2892338,0.0181572388060928,159293934,3448366103,All,2019,3,aggregated,user,india,2019-Q3,-0.0719465411267024
others,15249733,0.0957332938993144,159293934,3448366103,All,2019,3,aggregated,user,india,2019-Q3,4.272458820511296
xiaomi,46286972,0.2596320931308347,178279085,4301071954,All,2019,4,aggregated,user,india,2019-Q4,2.0352644206951034
samsung,35921409,0.2014897541122112,178279085,4301071954,All,2019,4,aggregated,user,india,2019-Q4,-0.22394126364541622
vivo,29444698,0.1651606973414744,178279085,4301071954,All,2019,4,aggregated,user,india,2019-Q4,-0.180302253733978
oppo,20682715,0.11601313188252,178279085,4301071954,All,2019,4,aggregated,user,india,2019-Q4,-0.29757421862503053
realme,9177720,0.0514795103418889,178279085,4301071954,All,2019,4,aggregated,user,india,2019-Q4,-0.5562613515682056
apple,5361581,0.0300740886122452,178279085,4301071954,All,2019,4,aggregated,user,india,2019-Q4,-0.4158046878745484
motorola,4494286,0.0252092723047125,178279085,4301071954,All,2019,4,aggregated,user,india,2019-Q4,-0.16176105518129824
oneplus,3833328,0.0215018379749929,178279085,4301071954,All,2019,4,aggregated,user,india,2019-Q4,-0.14706629707143692
huawei,3492460,0.0195898470086942,178279085,4301071954,All,2019,4,aggregated,user,india,2019-Q4,-0.08892221067438011
lenovo,3062118,0.0171759800090964,178279085,4301071954,All,2019,4,aggregated,user,india,2019-Q4,-0.12322030889401736
others,16521798,0.0926737872813291,178279085,4301071954,All,2019,4,aggregated,user,india,2019-Q4,4.395545828083699
xiaomi,51004503,0.2581524011793304,197575164,4768944662,All,2020,1,aggregated,user,india,2020-Q1,2.087103655425396
samsung,39560399,0.2002296148922847,197575164,4768944662,All,2020,1,aggregated,user,india,2020-Q1,-0.2243743851400728
vivo,33573609,0.1699282861281087,197575164,4768944662,All,2020,1,aggregated,user,india,2020-Q1,-0.15133290238048402
oppo,23375458,0.1183117226211691,197575164,4768944662,All,2020,1,aggregated,user,india,2020-Q1,-0.3037549820753557
realme,10582375,0.0535612613739245,197575164,4768944662,All,2020,1,aggregated,user,india,2020-Q1,-0.547286945137075
apple,5755009,0.0291282005465018,197575164,4768944662,All,2020,1,aggregated,user,india,2020-Q1,-0.45617037763262025
motorola,4756036,0.024072033669171,197575164,4768944662,All,2020,1,aggregated,user,india,2020-Q1,-0.17358322115569236
oneplus,4027133,0.0203827896101354,197575164,4768944662,All,2020,1,aggregated,user,india,2020-Q1,-0.15325851192043116
huawei,3850925,0.0194909366239979,197575164,4768944662,All,2020,1,aggregated,user,india,2020-Q1,-0.04375519755617707
lenovo,3276777,0.0165849640899197,197575164,4768944662,All,2020,1,aggregated,user,india,2020-Q1,-0.1490935294766842
others,17812940,0.0901577892654564,197575164,4768944662,All,2020,1,aggregated,user,india,2020-Q1,4.4361160371914234
xiaomi,56202867,0.2566384013218559,218996326,4357634272,All,2020,2,aggregated,user,india,2020-Q2,2.1551707354316583
samsung,43708551,0.199585772959497,218996326,4357634272,All,2020,2,aggregated,user,india,2020-Q2,-0.22230744919115963
vivo,38093292,0.1739448907467059,218996326,4357634272,All,2020,2,aggregated,user,india,2020-Q2,-0.12847049081997708
oppo,26438928,0.1207277239893056,218996326,4357634272,All,2020,2,aggregated,user,india,2020-Q2,-0.3059426840820163
realme,12034857,0.0549546068640439,218996326,4357634272,All,2020,2,aggregated,user,india,2020-Q2,-0.5448054096595747
apple,6099798,0.0278534261803095,218996326,4357634272,All,2020,2,aggregated,user,india,2020-Q2,-0.49315575581828686
motorola,5066664,0.0231358401875655,218996326,4357634272,All,2020,2,aggregated,user,india,2020-Q2,-0.16937183821497037
huawei,4210805,0.0192277426608517,218996326,4357634272,All,2020,2,aggregated,user,india,2020-Q2,-0.16891962837875174
oneplus,4176941,0.0190731099297072,218996326,4357634272,All,2020,2,aggregated,user,india,2020-Q2,-0.008042167709024772
lenovo,3472895,0.0158582340783196,218996326,4357634272,All,2020,2,aggregated,user,india,2020-Q2,-0.168555409329459
others,19490728,0.0890002510818377,218996326,4357634272,All,2020,2,aggregated,user,india,2020-Q2,4.612242235944364
xiaomi,61383234,0.2545230115014083,241169683,5739326491,All,2020,3,aggregated,user,india,2020-Q3,2.1493556320728504
samsung,48012276,0.1990808935963978,241169683,5739326491,All,2020,3,aggregated,user,india,2020-Q3,-0.21782752599838584
vivo,43182078,0.179052679685282,241169683,5739326491,All,2020,3,aggregated,user,india,2020-Q3,-0.10060339568155441
oppo,29530065,0.122445178982136,241169683,5739326491,All,2020,3,aggregated,user,india,2020-Q3,-0.31614997777550213
realme,13737667,0.0569626614303755,241169683,5739326491,All,2020,3,aggregated,user,india,2020-Q3,-0.53479049233383
apple,6523683,0.0270501786080632,241169683,5739326491,All,2020,3,aggregated,user,india,2020-Q3,-0.5251243897526414
motorola,5363550,0.022239735663624,241169683,5739326491,All,2020,3,aggregated,user,india,2020-Q3,-0.17783405478163183
huawei,4565437,0.018930393502238,241169683,5739326491,All,2020,3,aggregated,user,india,2020-Q3,-0.14880312479607727
oneplus,4382412,0.0181714879975191,241169683,5739326491,All,2020,3,aggregated,user,india,2020-Q3,-0.04008926199178742
lenovo,3679349,0.0152562666842332,241169683,5739326491,All,2020,3,aggregated,user,india,2020-Q3,-0.16042832120759065
others,20809932,0.0862875123487225,241169683,5739326491,All,2020,3,aggregated,user,india,2020-Q3,4.655873362380138
xiaomi,66711711,0.2524364649776773,264271293,7461623162,All,2020,4,aggregated,user,india,2020-Q4,2.205763046222352
samsung,52578970,0.1989583106175667,264271293,7461623162,All,2020,4,aggregated,user,india,2020-Q4,-0.21184797673679812
vivo,48210115,0.182426605828882,264271293,7461623162,All,2020,4,aggregated,user,india,2020-Q4,-0.08309130057131209
oppo,32684041,0.1236760929610315,264271293,7461623162,All,2020,4,aggregated,user,india,2020-Q4,-0.3220501340849322
realme,15590747,0.0589952348702513,264271293,7461623162,All,2020,4,aggregated,user,india,2020-Q4,-0.5229859428948825
apple,7052763,0.0266875865325258,264271293,7461623162,All,2020,4,aggregated,user,india,2020-Q4,-0.5476314893699449
motorola,5650618,0.0213818835025717,264271293,7461623162,All,2020,4,aggregated,user,india,2020-Q4,-0.1988078998259264
huawei,4915828,0.0186014452958384,264271293,7461623162,All,2020,4,aggregated,user,india,2020-Q4,-0.13003710390615686
oneplus,4621214,0.0174866287879402,264271293,7461623162,All,2020,4,aggregated,user,india,2020-Q4,-0.05993171445380108
lenovo,3880170,0.0146825255060904,264271293,7461623162,All,2020,4,aggregated,user,india,2020-Q4,-0.1603569971007618
others,22375116,0.0846672211196242,264271293,7461623162,All,2020,4,aggregated,user,india,2020-Q4,4.766529816992555
xiaomi,71553154,0.2510765339828075,284985430,8635508502,All,2021,1,aggregated,user,india,2021-Q1,2.1978897450185286
samsung,56154585,0.1970437050062524,284985430,8635508502,All,2021,1,aggregated,user,india,2021-Q1,-0.215204615578511
vivo,53341749,0.1871736004188003,284985430,8635508502,All,2021,1,aggregated,user,india,2021-Q1,-0.05009094092672928
oppo,35512326,0.1246110230968649,284985430,8635508502,All,2021,1,aggregated,user,india,2021-Q1,-0.3342489388565043
realme,17541519,0.0615523362018893,284985430,8635508502,All,2021,1,aggregated,user,india,2021-Q1,-0.5060442112409083
apple,7576154,0.0265843555581069,284985430,8635508502,All,2021,1,aggregated,user,india,2021-Q1,-0.5681015994110886
motorola,5792974,0.0203272637481853,284985430,8635508502,All,2021,1,aggregated,user,india,2021-Q1,-0.23536744369240648
huawei,5145488,0.0180552668955742,284985430,8635508502,All,2021,1,aggregated,user,india,2021-Q1,-0.11177091421435692
oneplus,4895538,0.0171782045138237,284985430,8635508502,All,2021,1,aggregated,user,india,2021-Q1,-0.04857653929034522
lenovo,3907304,0.0137105395177571,284985430,8635508502,All,2021,1,aggregated,user,india,2021-Q1,-0.20186422820127226
others,23564639,0.082687171059938,284985430,8635508502,All,2021,1,aggregated,user,india,2021-Q1,5.030920296961793
xiaomi,75948492,0.2488009179222856,305258086,9630620549,All,2021,2,aggregated,user,india,2021-Q2,2.2229855929471274
samsung,59144667,0.193752990379426,305258086,9630620549,All,2021,2,aggregated,user,india,2021-Q2,-0.22125291177604944
vivo,58646521,0.1921211056797362,305258086,9630620549,All,2021,2,aggregated,user,india,2021-Q2,-0.008422500713377912
oppo,38402777,0.1258042907338415,305258086,9630620549,All,2021,2,aggregated,user,india,2021-Q2,-0.34518235105540196
realme,20619455,0.067547612809182,305258086,9630620549,All,2021,2,aggregated,user,india,2021-Q2,-0.4630738553099949
apple,8143414,0.0266771442706353,305258086,9630620549,All,2021,2,aggregated,user,india,2021-Q2,-0.6050616274775449
motorola,5744294,0.0188178274825453,305258086,9630620549,All,2021,2,aggregated,user,india,2021-Q2,-0.2946086248347437
oneplus,5365636,0.0175773754933391,305258086,9630620549,All,2021,2,aggregated,user,india,2021-Q2,-0.06591897977366756
huawei,5068955,0.0166054733108691,305258086,9630620549,All,2021,2,aggregated,user,india,2021-Q2,-0.055292792876743824
lenovo,3768280,0.0123445706201538,305258086,9630620549,All,2021,2,aggregated,user,india,2021-Q2,-0.25659628069296336
others,24405595,0.0799506912979858,305258086,9630620549,All,2021,2,aggregated,user,india,2021-Q2,5.476587461653593
xiaomi,80749587,0.2459216577666478,328354923,12256377890,All,2021,3,aggregated,user,india,2021-Q3,2.3086506188437528
vivo,65338474,0.1989873439479389,328354923,12256377890,All,2021,3,aggregated,user,india,2021-Q3,-0.19085067270994216
samsung,61299387,0.1866863649856104,328354923,12256377890,All,2021,3,aggregated,user,india,2021-Q3,-0.06181789614492683
oppo,42064749,0.1281075630469533,328354923,12256377890,All,2021,3,aggregated,user,india,2021-Q3,-0.31378189801473866
realme,24185973,0.0736580185216227,328354923,12256377890,All,2021,3,aggregated,user,india,2021-Q3,-0.4250298985499711
apple,8753177,0.0266576694511749,328354923,12256377890,All,2021,3,aggregated,user,india,2021-Q3,-0.6380886971138189
oneplus,6266945,0.0190858871331738,328354923,12256377890,All,2021,3,aggregated,user,india,2021-Q3,-0.28403766997971136
motorola,5650891,0.0172097039032364,328354923,12256377890,All,2021,3,aggregated,user,india,2021-Q3,-0.09830212328335419
huawei,5126319,0.0156121277341104,328354923,12256377890,All,2021,3,aggregated,user,india,2021-Q3,-0.09282996256696507
lenovo,3585329,0.0109190657695727,328354923,12256377890,All,2021,3,aggregated,user,india,2021-Q3,-0.3006036105049257
others,25334092,0.0771545977399583,328354923,12256377890,All,2021,3,aggregated,user,india,2021-Q3,6.0660438693352825
xiaomi,84820436,0.2415425989522567,351161395,15172529039,All,2021,4,aggregated,user,india,2021-Q4,2.348074839232446
vivo,71483071,0.2035618721699177,351161395,15172529039,All,2021,4,aggregated,user,india,2021-Q4,-0.15724235371768192
samsung,63618499,0.1811659820977758,351161395,15172529039,All,2021,4,aggregated,user,india,2021-Q4,-0.11002006335178294
oppo,45569087,0.1297667899969471,351161395,15172529039,All,2021,4,aggregated,user,india,2021-Q4,-0.2837132639674508
realme,28686022,0.0816889965937172,351161395,15172529039,All,2021,4,aggregated,user,india,2021-Q4,-0.3704938174425132
apple,9883075,0.0281439678185581,351161395,15172529039,All,2021,4,aggregated,user,india,2021-Q4,-0.6554741887878355
oneplus,7178086,0.0204409883950939,351161395,15172529039,All,2021,4,aggregated,user,india,2021-Q4,-0.27369912704294974
motorola,5648173,0.0160842651852433,351161395,15172529039,All,2021,4,aggregated,user,india,2021-Q4,-0.21313662165652514
huawei,4930699,0.0140411191839581,351161395,15172529039,All,2021,4,aggregated,user,india,2021-Q4,-0.12702762468500872
tecno,3799428,0.0108196061813685,351161395,15172529039,All,2021,4,aggregated,user,india,2021-Q4,-0.22943420395363823
others,25544819,0.072743813425163,351161395,15172529039,All,2021,4,aggregated,user,india,2021-Q4,5.723332827994109
xiaomi,88426997,0.2371003160459078,372951831,15724195113,All,2022,1,aggregated,user,india,2022-Q1,2.4616411648874865
vivo,77224616,0.2070632440466554,372951831,15724195113,All,2022,1,aggregated,user,india,2022-Q1,-0.126685077861459
samsung,65886728,0.1766628355821103,372951831,15724195113,All,2022,1,aggregated,user,india,2022-Q1,-0.14681702010664577
oppo,49093857,0.131635918955979,372951831,15724195113,All,2022,1,aggregated,user,india,2022-Q1,-0.2548748664526185
realme,32685615,0.0876403124563289,372951831,15724195113,All,2022,1,aggregated,user,india,2022-Q1,-0.3342218966417734
apple,10780434,0.0289057006935568,372951831,15724195113,All,2022,1,aggregated,user,india,2022-Q1,-0.6701780278572087
oneplus,7974546,0.0213822411827762,372951831,15724195113,All,2022,1,aggregated,user,india,2022-Q1,-0.2602759777574818
motorola,5610140,0.0150425323960938,372951831,15724195113,All,2022,1,aggregated,user,india,2022-Q1,-0.29649412016684085
huawei,4882972,0.0130927685403963,372951831,15724195113,All,2022,1,aggregated,user,india,2022-Q1,-0.12961672970728
tecno,4550078,0.0122001760597335,372951831,15724195113,All,2022,1,aggregated,user,india,2022-Q1,-0.06817446424022089
others,25835848,0.0692739540404615,372951831,15724195113,All,2022,1,aggregated,user,india,2022-Q1,4.678111012602422
xiaomi,1665,0.2470326409495549,6740,0,Andaman-&-Nicobar-Islands,2018,1,aggregated,user,india,2018-Q1,
samsung,1445,0.2143916913946587,6740,0,Andaman-&-Nicobar-Islands,2018,1,aggregated,user,india,2018-Q1,-0.13213213213213215
vivo,982,0.1456973293768546,6740,0,Andaman-&-Nicobar-Islands,2018,1,aggregated,user,india,2018-Q1,-0.32041522491349483
oppo,501,0.0743323442136498,6740,0,Andaman-&-Nicobar-Islands,2018,1,aggregated,user,india,2018-Q1,-0.4898167006109979
oneplus,332,0.0492581602373887,6740,0,Andaman-&-Nicobar-Islands,2018,1,aggregated,user,india,2018-Q1,-0.33732534930139724
realme,316,0.0468842729970326,6740,0,Andaman-&-Nicobar-Islands,2018,1,aggregated,user,india,2018-Q1,-0.048192771084337394
apple,229,0.0339762611275964,6740,0,Andaman-&-Nicobar-Islands,2018,1,aggregated,user,india,2018-Q1,-0.27531645569620256
motorola,226,0.0335311572700296,6740,0,Andaman-&-Nicobar-Islands,2018,1,aggregated,user,india,2018-Q1,-0.013100436681222738
lenovo,202,0.0299703264094955,6740,0,Andaman-&-Nicobar-Islands,2018,1,aggregated,user,india,2018-Q1,-0.10619469026548678
huawei,158,0.0234421364985163,6740,0,Andaman-&-Nicobar-Islands,2018,1,aggregated,user,india,2018-Q1,-0.2178217821782178
others,684,0.1014836795252225,6740,0,Andaman-&-Nicobar-Islands,2018,1,aggregated,user,india,2018-Q1,3.329113924050633
xiaomi,2303,0.244869750132908,9405,0,Andaman-&-Nicobar-Islands,2018,2,aggregated,user,india,2018-Q2,2.3669590643274856
samsung,1923,0.2044657097288676,9405,0,Andaman-&-Nicobar-Islands,2018,2,aggregated,user,india,2018-Q2,-0.1650021710811984
vivo,1523,0.1619351408825093,9405,0,Andaman-&-Nicobar-Islands,2018,2,aggregated,user,india,2018-Q2,-0.20800832033281336
oppo,708,0.0752791068580542,9405,0,Andaman-&-Nicobar-Islands,2018,2,aggregated,user,india,2018-Q2,-0.5351280367695338
oneplus,466,0.0495481127060074,9405,0,Andaman-&-Nicobar-Islands,2018,2,aggregated,user,india,2018-Q2,-0.3418079096045198
realme,465,0.0494417862838915,9405,0,Andaman-&-Nicobar-Islands,2018,2,aggregated,user,india,2018-Q2,-0.0021459227467811592
motorola,319,0.0339181286549707,9405,0,Andaman-&-Nicobar-Islands,2018,2,aggregated,user,india,2018-Q2,-0.3139784946236559
apple,308,0.0327485380116959,9405,0,Andaman-&-Nicobar-Islands,2018,2,aggregated,user,india,2018-Q2,-0.03448275862068961
lenovo,244,0.0259436469962785,9405,0,Andaman-&-Nicobar-Islands,2018,2,aggregated,user,india,2018-Q2,-0.20779220779220775
huawei,230,0.024455077086656,9405,0,Andaman-&-Nicobar-Islands,2018,2,aggregated,user,india,2018-Q2,-0.05737704918032782
others,916,0.0973950026581605,9405,0,Andaman-&-Nicobar-Islands,2018,2,aggregated,user,india,2018-Q2,2.982608695652174
xiaomi,2950,0.2428183389579389,12149,0,Andaman-&-Nicobar-Islands,2018,3,aggregated,user,india,2018-Q3,2.2205240174672487
samsung,2409,0.1982879249320931,12149,0,Andaman-&-Nicobar-Islands,2018,3,aggregated,user,india,2018-Q3,-0.18338983050847457
vivo,2063,0.1698082146678739,12149,0,Andaman-&-Nicobar-Islands,2018,3,aggregated,user,india,2018-Q3,-0.1436280614362806
oppo,988,0.0813235657255741,12149,0,Andaman-&-Nicobar-Islands,2018,3,aggregated,user,india,2018-Q3,-0.5210857973824528
oneplus,617,0.0507860729278129,12149,0,Andaman-&-Nicobar-Islands,2018,3,aggregated,user,india,2018-Q3,-0.3755060728744939
realme,603,0.0496337147090295,12149,0,Andaman-&-Nicobar-Islands,2018,3,aggregated,user,india,2018-Q3,-0.02269043760129663
motorola,390,0.0321014075232529,12149,0,Andaman-&-Nicobar-Islands,2018,3,aggregated,user,india,2018-Q3,-0.3532338308457711
apple,371,0.0305374927977611,12149,0,Andaman-&-Nicobar-Islands,2018,3,aggregated,user,india,2018-Q3,-0.04871794871794877
huawei,314,0.0258457486212857,12149,0,Andaman-&-Nicobar-Islands,2018,3,aggregated,user,india,2018-Q3,-0.15363881401617252
lenovo,299,0.0246110791011605,12149,0,Andaman-&-Nicobar-Islands,2018,3,aggregated,user,india,2018-Q3,-0.047770700636942665
others,1145,0.0942464400362169,12149,0,Andaman-&-Nicobar-Islands,2018,3,aggregated,user,india,2018-Q3,2.82943143812709
xiaomi,3719,0.2443174352910261,15222,0,Andaman-&-Nicobar-Islands,2018,4,aggregated,user,india,2018-Q4,2.2480349344978166
samsung,2936,0.1928787281566154,15222,0,Andaman-&-Nicobar-Islands,2018,4,aggregated,user,india,2018-Q4,-0.21054046786770642
vivo,2742,0.1801340165549862,15222,0,Andaman-&-Nicobar-Islands,2018,4,aggregated,user,india,2018-Q4,-0.06607629427792916
oppo,1268,0.0833004861384837,15222,0,Andaman-&-Nicobar-Islands,2018,4,aggregated,user,india,2018-Q4,-0.537563822027717
realme,760,0.0499277361713309,15222,0,Andaman-&-Nicobar-Islands,2018,4,aggregated,user,india,2018-Q4,-0.4006309148264984
oneplus,721,0.0473656549730653,15222,0,Andaman-&-Nicobar-Islands,2018,4,aggregated,user,india,2018-Q4,-0.051315789473684204
motorola,474,0.0311391407173827,15222,0,Andaman-&-Nicobar-Islands,2018,4,aggregated,user,india,2018-Q4,-0.3425797503467406
apple,455,0.0298909473130994,15222,0,Andaman-&-Nicobar-Islands,2018,4,aggregated,user,india,2018-Q4,-0.04008438818565396
huawei,398,0.0261463671002496,15222,0,Andaman-&-Nicobar-Islands,2018,4,aggregated,user,india,2018-Q4,-0.12527472527472527
lenovo,377,0.0247667849165681,15222,0,Andaman-&-Nicobar-Islands,2018,4,aggregated,user,india,2018-Q4,-0.05276381909547734
others,1372,0.0901327026671922,15222,0,Andaman-&-Nicobar-Islands,2018,4,aggregated,user,india,2018-Q4,2.6392572944297084
xiaomi,4576,0.2460744246074424,18596,0,Andaman-&-Nicobar-Islands,2019,1,aggregated,user,india,2019-Q1,2.3352769679300294
samsung,3567,0.1918154441815444,18596,0,Andaman-&-Nicobar-Islands,2019,1,aggregated,user,india,2019-Q1,-0.22049825174825177
vivo,3420,0.1839105183910518,18596,0,Andaman-&-Nicobar-Islands,2019,1,aggregated,user,india,2019-Q1,-0.04121110176619003
